mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.4208019918607725
1000000.0,3.0,0.4208019918607725
1000000.0,5.0,0.4208019918607725
150.0,3.0,0.42100664831163565
150.0,10.0,0.42100664831163565
150.0,5.0,0.42100664831163565
60.0,3.0,0.42101306308464276
60.0,5.0,0.42101306308464276
60.0,10.0,0.42101306308464276
30.0,3.0,0.42101520599819764
30.0,10.0,0.42101520599819764
30.0,5.0,0.42101520599819764
10.0,5.0,0.4210166357413803
10.0,3.0,0.4210166357413803
10.0,10.0,0.4210166357413803
