day,mean_alpha
4,0.10871428571428572
5,0.10871428571428574
6,0.10855915478526953
7,0.10818671830998383
8,0.10763050808711604
9,0.10712275073997042
10,0.10630993429371513
11,0.10542854655807625
12,0.10439613810764665
13,0.10342101293756473
14,0.1022529490368703
15,0.10137229267122924
16,0.10049537830758744
17,0.09934220974970653
18,0.09811852629322317
19,0.09736063627673083
20,0.09631983134256156
21,0.09534059984504045
22,0.09455845854655134
23,0.09331181412133267
24,0.09237543973242701
25,0.09107482058713581
26,0.08982847729023685
27,0.08889226048872428
28,0.0877802848657664
29,0.08685837048441399
30,0.08563669239784245
31,0.08435887031642364
32,0.08328461983500124
33,0.08201556957607684
34,0.08114325340423457
35,0.08015816414835349
36,0.07880839261716316
37,0.07770964945407773
38,0.07676957132418342
39,0.07575014533475505
40,0.07506257745342879
41,0.07371960514479438
42,0.07263372251201691
43,0.07150788715140913
44,0.07059458068397348
45,0.06956825876871683
46,0.0685526457994742
47,0.06758412468694386
48,0.06655374134105349
49,0.06550885075008506
50,0.06433299148575092
51,0.06332411622457977
52,0.06239325415648873
53,0.061494994967228406
54,0.0603818737538509
55,0.059391553553866654
56,0.05867285355652083
57,0.05779169380810966
58,0.057000414580911506
59,0.05617879177904483
60,0.05534988866914276
61,0.054445939154988646
62,0.053487486990042736
63,0.05272251494039376
64,0.051883567008048685
65,0.051154164656346514
66,0.05047024123555667
67,0.04969411184355809
68,0.04888145564515177
69,0.04793347945954353
70,0.047197945923519016
71,0.04643776433035405
72,0.04578498015461179
73,0.04505770197612652
74,0.04441191586634995
75,0.04372835928871134
76,0.04303035151471551
77,0.04237639033235184
78,0.0417026414257466
79,0.04103938890626639
80,0.0404639390289416
81,0.03966310699033717
82,0.03902859783187232
83,0.038517276006145046
84,0.03787002356294627
85,0.03708025055459868
86,0.036413338701803404
87,0.03581373332169494
88,0.03517074343007134
89,0.03459824143457719
90,0.03399204482917392
91,0.03351804834632091
92,0.03306931785011208
93,0.032592194804287336
94,0.03193356020598698
95,0.03149741425509474
96,0.03099131512281462
97,0.030381485652173832
98,0.029766509818963092
99,0.029291072580050103
100,0.028857443129277387
101,0.028394426048215834
102,0.02794335637815026
103,0.027633534739051446
104,0.027124586049219808
105,0.026843537611807498
106,0.02649346653267536
107,0.02611673725433185
108,0.025720865687441474
109,0.02527226882634291
110,0.024891005474997414
111,0.024461130845232385
112,0.02409804928538036
113,0.02369797221165785
114,0.023336594114890592
115,0.022983986663432456
116,0.022638425319561485
117,0.022286756833792287
118,0.021933940235004817
119,0.021602837535015997
