day,selected_window
7,rolling_3
8,rolling_3
9,rolling_3
10,rolling_3
11,rolling_3
12,rolling_3
13,rolling_7
14,rolling_7
15,rolling_7
16,rolling_7
17,rolling_7
18,rolling_7
19,rolling_7
20,rolling_7
21,expanding
22,rolling_7
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_3
28,rolling_3
29,rolling_3
30,rolling_3
31,rolling_7
32,rolling_7
33,rolling_7
34,rolling_7
35,rolling_7
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,expanding
44,expanding
45,expanding
46,expanding
47,expanding
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_7
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,rolling_7
68,rolling_7
69,rolling_7
70,rolling_7
71,rolling_7
72,rolling_7
73,rolling_7
74,rolling_14
75,rolling_14
76,rolling_14
77,rolling_14
78,rolling_14
79,rolling_14
80,rolling_14
81,rolling_14
82,rolling_14
83,rolling_14
84,rolling_7
85,rolling_7
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_3
91,rolling_3
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,rolling_7
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,rolling_3
107,rolling_3
108,rolling_3
109,rolling_3
110,rolling_3
111,rolling_3
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
