variant,stage,lr,weight_decay,dev_imp_wt_ll,seconds,hidden,dropout,delta_max,mlp_hidden,rank,cross_dim
v1_transformer,lr_wd,0.0003,1e-05,0.41714426437549096,16.924136638641357,,,,,,
v1_transformer,lr_wd,0.0003,0.0001,0.41714426437549096,16.79547953605652,,,,,,
v1_transformer,lr_wd,0.001,1e-05,0.41714426437549096,13.638989686965942,,,,,,
v1_transformer,lr_wd,0.001,0.0001,0.41714426437549096,12.559576749801636,,,,,,
v1_transformer,capacity,,,0.41714426437549096,6.73235297203064,16,,,,,
v1_transformer,capacity,,,0.41714426437549096,12.480135202407837,32,,,,,
v1_transformer,capacity,,,0.41714426437549096,27.033323049545288,64,,,,,
v1_transformer,dropout_deltamax,,,0.41714426437549096,6.129489183425903,,0.0,1.0,,,
v1_transformer,dropout_deltamax,,,0.41714426437549096,6.125430583953857,,0.0,2.0,,,
v1_transformer,dropout_deltamax,,,0.41714426437549096,7.9241204261779785,,0.1,1.0,,,
v1_transformer,dropout_deltamax,,,0.41714426437549096,7.863091707229614,,0.1,2.0,,,
v2_gru,lr_wd,0.0003,1e-05,0.41714426437549096,0.6948516368865967,,,,,,
v2_gru,lr_wd,0.0003,0.0001,0.41714426437549096,0.7024481296539307,,,,,,
v2_gru,lr_wd,0.001,1e-05,0.41714426437549096,0.708620548248291,,,,,,
v2_gru,lr_wd,0.001,0.0001,0.41714426437549096,0.697209358215332,,,,,,
v2_gru,capacity,,,0.41714426437549096,0.5450224876403809,16,,,,,
v2_gru,capacity,,,0.41714426437549096,0.7022836208343506,32,,,,,
v2_gru,capacity,,,0.41714426437549096,0.9293172359466553,64,,,,,
v2_gru,dropout_deltamax,,,0.41714426437549096,0.558978796005249,,0.0,1.0,,,
v2_gru,dropout_deltamax,,,0.41714426437549096,0.5516037940979004,,0.0,2.0,,,
v2_gru,dropout_deltamax,,,0.41714426437549096,1.4520537853240967,,0.1,1.0,,,
v2_gru,dropout_deltamax,,,0.41714426437549096,1.462108850479126,,0.1,2.0,,,
v3_mlp,lr_wd,0.0003,1e-05,0.41714426437549096,1.2686755657196045,,,,,,
v3_mlp,lr_wd,0.0003,0.0001,0.41714426437549096,1.2709155082702637,,,,,,
v3_mlp,lr_wd,0.001,1e-05,0.41714426437549096,1.2757675647735596,,,,,,
v3_mlp,lr_wd,0.001,0.0001,0.41714426437549096,1.27034592628479,,,,,,
v3_mlp,capacity,,,0.41714426437549096,0.9284732341766357,,,,"(16, 16)",,
v3_mlp,capacity,,,0.41714426437549096,1.0074284076690674,,,,"(32, 16)",,
v3_mlp,capacity,,,0.41714426437549096,1.2733473777770996,,,,"(64, 32)",,
v3_mlp,dropout_deltamax,,,0.41714426437549096,0.9351367950439453,,0.0,1.0,,,
v3_mlp,dropout_deltamax,,,0.41714426437549096,0.9285995960235596,,0.0,2.0,,,
v3_mlp,dropout_deltamax,,,0.41714426437549096,1.814936637878418,,0.1,1.0,,,
v3_mlp,dropout_deltamax,,,0.41714426437549096,1.8192265033721924,,0.1,2.0,,,
v4_bilinear,lr_wd,0.0003,1e-05,0.41714426437549096,0.5535707473754883,,,,,,
v4_bilinear,lr_wd,0.0003,0.0001,0.41714426437549096,0.5506863594055176,,,,,,
v4_bilinear,lr_wd,0.001,1e-05,0.41714426437549096,0.5523967742919922,,,,,,
v4_bilinear,lr_wd,0.001,0.0001,0.41714426437549096,0.5527212619781494,,,,,,
v4_bilinear,capacity,,,0.41714426437549096,0.5505878925323486,,,,,4,
v4_bilinear,capacity,,,0.41714426437549096,0.5658767223358154,,,,,8,
v4_bilinear,dropout_deltamax,,,0.41714426437549096,0.5514259338378906,,0.0,1.0,,,
v4_bilinear,dropout_deltamax,,,0.41714426437549096,0.5516226291656494,,0.0,2.0,,,
v4_bilinear,dropout_deltamax,,,0.41714426437549096,0.5519070625305176,,0.1,1.0,,,
v4_bilinear,dropout_deltamax,,,0.41714426437549096,0.5520529747009277,,0.1,2.0,,,
v5_linear,lr_wd,0.0003,1e-05,0.41714426437549096,0.9969494342803955,,,,,,
v5_linear,lr_wd,0.0003,0.0001,0.41714426437549096,0.9959657192230225,,,,,,
v5_linear,lr_wd,0.001,1e-05,0.41714426437549096,0.9971706867218018,,,,,,
v5_linear,lr_wd,0.001,0.0001,0.41714426437549096,0.9953591823577881,,,,,,
v5_linear,capacity,,,0.4167984452311828,1.7098138332366943,,,,,,16
v5_linear,capacity,,,0.41714426437549096,0.9976627826690674,,,,,,32
v5_linear,capacity,,,0.4168166278104997,2.6392788887023926,,,,,,64
v5_linear,dropout_deltamax,,,0.4167984452311828,1.7123937606811523,,0.0,1.0,,,
v5_linear,dropout_deltamax,,,0.4167984452311828,1.7132444381713867,,0.0,2.0,,,
v5_linear,dropout_deltamax,,,0.4167984452311828,1.7181456089019775,,0.1,1.0,,,
v5_linear,dropout_deltamax,,,0.4167984452311828,1.715665340423584,,0.1,2.0,,,
