seed,dev_mean_oracle_improvement,dev_mean_rel_oracle_improvement,dev_mean_longest_same_sign_run,dev_mean_residual_autocorr_lag1
0,0.00015682118345161644,0.0002556090805181824,33.333333333333336,0.5172516968679256
1,0.0003209714997667497,0.0005218774596521815,46.166666666666664,0.515157141566796
2,0.00019921037467261296,0.0003239450471893369,29.5,0.5153796957134779
