day,method,n,log_loss,brier,ece,clicks
5,expanding,3835892,0.4257824989305654,0.13488025608543877,0.01038478664334843,702156
5,best_fixed_window,3835892,0.4252502912825556,0.13461629559616603,0.012039757731446285,702156
5,arw,3835892,0.4252502912825556,0.13461629559616603,0.012039757731446285,702156
5,adamoe,3835892,0.42524526328521756,0.13467746633454636,0.009747308713087679,702156
5,ops,3835892,0.42518651906638505,0.1346553702190498,0.0097245749315547,702156
5,without_both,3835892,0.42523824258461174,0.1346748988063268,0.009744646878901406,702156
5,amgtp_only,3835892,0.42524229736518027,0.1346791363155889,0.009870241550718651,702156
5,apops_only,3835892,0.4251142048581376,0.13463412813103265,0.009421178353859258,702156
5,ttam,3835892,0.4251065197951722,0.13463157064201262,0.009370348281785124,702156
6,expanding,3225010,0.418471887884162,0.13253464880308408,0.00907996913396307,585643
6,best_fixed_window,3225010,0.4172082112211505,0.13206277730642904,0.012353718380854087,585643
6,arw,3225010,0.4172082112211505,0.13206277730642904,0.012353718380854087,585643
6,adamoe,3225010,0.41738261768036927,0.13216817397040187,0.007649143025612357,585643
6,ops,3225010,0.4171719869291438,0.13212155076180837,0.00776543527927007,585643
6,without_both,3225010,0.41737011003641084,0.13216387776855615,0.007672809016137165,585643
6,amgtp_only,3225010,0.41732924040165964,0.13215303425986966,0.007680273010093744,585643
6,apops_only,3225010,0.41695367690204277,0.13206726158370238,0.007205612535899618,585643
6,ttam,3225010,0.41691378439453175,0.13205500079893862,0.0072013388305072045,585643
7,expanding,5287222,0.3740301777684558,0.1150794574404565,0.013016052062569086,804622
7,best_fixed_window,5287222,0.37711159072600114,0.1156605137792996,0.01809828792110422,804622
7,arw,5287222,0.37711159072600114,0.1156605137792996,0.01809828792110422,804622
7,adamoe,5287222,0.37405537619707874,0.11497811484544838,0.01601508185286979,804622
7,ops,5287222,0.37294100302618355,0.11482713945831337,0.011396371790688154,804622
7,without_both,5287222,0.3740669686184764,0.11497868959103653,0.016039719589530224,804622
7,amgtp_only,5287222,0.37405240464488854,0.11496884692957064,0.015758557076511828,804622
7,apops_only,5287222,0.3726753158121692,0.11480214083858203,0.010462312101603685,804622
7,ttam,5287222,0.3727056721601163,0.11480054437006924,0.010524481076459891,804622
8,expanding,3832608,0.38575248038008775,0.1189634920693191,0.010037447737888604,600041
8,best_fixed_window,3832608,0.3855800205454568,0.11893479297881461,0.009529540059712505,600041
8,arw,3832608,0.3867161496767895,0.11923399937161433,0.01388246719822224,600041
8,adamoe,3832608,0.3853871834095289,0.1188765683319365,0.010217891968568324,600041
8,ops,3832608,0.38485807508928027,0.11880980534198966,0.007099451657154883,600041
8,without_both,3832608,0.3853870206842243,0.11887648667392253,0.010228261506662149,600041
8,amgtp_only,3832608,0.38539289877559335,0.11887836953736536,0.010216390853771764,600041
8,apops_only,3832608,0.38472676203175826,0.11880668493045318,0.004482170111000523,600041
8,ttam,3832608,0.3847297874300847,0.11880942068824635,0.004327929612967715,600041
9,expanding,4218938,0.4063638881130538,0.12643362691043156,0.010477329807944623,714185
9,best_fixed_window,4218938,0.40682616340650235,0.12655170976568125,0.012387099007181544,714185
9,arw,4218938,0.406705526617459,0.12647196934662364,0.01432292655694002,714185
9,adamoe,4218938,0.4058352260739713,0.12630646023523892,0.01257121366870519,714185
9,ops,4218938,0.40549842201843805,0.12626377443838221,0.01075316447152683,714185
9,without_both,4218938,0.4058333387665917,0.1263058372508833,0.01257811200538273,714185
9,amgtp_only,4218938,0.4058006751288502,0.12630724304129856,0.01258200698660857,714185
9,apops_only,4218938,0.4051884777245493,0.12621477869631634,0.009127075288453919,714185
9,ttam,4218938,0.40519392629463846,0.1262154453093269,0.009089210261401278,714185
