variant,hidden,lr,weight_decay,dropout,delta_max,dev_imp_wt_ll,seconds,mlp_hidden,rank,cross_dim
v1_transformer,64,0.0003,1e-05,0.0,1.0,0.6063509102024113,220.23418974876404,,,
v1_transformer,64,0.0003,1e-05,0.0,2.0,0.6063509102024113,219.0901153087616,,,
v1_transformer,64,0.0003,1e-05,0.1,1.0,0.6063509102024113,222.4441258907318,,,
v1_transformer,64,0.0003,1e-05,0.1,2.0,0.6063509102024113,215.91757440567017,,,
v1_transformer,64,0.0003,0.0001,0.0,1.0,0.6063509102024113,208.09172773361206,,,
v1_transformer,64,0.0003,0.0001,0.0,2.0,0.6063509102024113,214.46332383155823,,,
v1_transformer,64,0.0003,0.0001,0.1,1.0,0.6063509102024113,219.3623983860016,,,
v1_transformer,64,0.0003,0.0001,0.1,2.0,0.6063509102024113,213.04511404037476,,,
v1_transformer,64,0.001,1e-05,0.0,1.0,0.6063509102024113,217.08814597129822,,,
v1_transformer,64,0.001,1e-05,0.0,2.0,0.6063509102024113,209.19049739837646,,,
v1_transformer,64,0.001,1e-05,0.1,1.0,0.6063509102024113,213.49740839004517,,,
v1_transformer,64,0.001,1e-05,0.1,2.0,0.6063509102024113,210.21221804618835,,,
v1_transformer,64,0.001,0.0001,0.0,1.0,0.6063509102024113,205.2645778656006,,,
v1_transformer,64,0.001,0.0001,0.0,2.0,0.6063509102024113,205.29505157470703,,,
v1_transformer,64,0.001,0.0001,0.1,1.0,0.6063509102024113,207.68670773506165,,,
v1_transformer,64,0.001,0.0001,0.1,2.0,0.6063509102024113,212.981271982193,,,
v2_gru,16,0.0003,1e-05,0.0,1.0,0.6063509102024113,6.069207429885864,,,
v2_gru,16,0.0003,1e-05,0.0,2.0,0.6063509102024113,4.260607719421387,,,
v2_gru,16,0.0003,1e-05,0.1,1.0,0.6063509102024113,6.594820737838745,,,
v2_gru,16,0.0003,1e-05,0.1,2.0,0.6063509102024113,6.604332208633423,,,
v2_gru,16,0.0003,0.0001,0.0,1.0,0.6063509102024113,4.24327826499939,,,
v2_gru,16,0.0003,0.0001,0.0,2.0,0.6063509102024113,4.359525918960571,,,
v2_gru,16,0.0003,0.0001,0.1,1.0,0.6063509102024113,6.5151660442352295,,,
v2_gru,16,0.0003,0.0001,0.1,2.0,0.6063509102024113,6.5054638385772705,,,
v2_gru,16,0.001,1e-05,0.0,1.0,0.6063509102024113,4.177793741226196,,,
v2_gru,16,0.001,1e-05,0.0,2.0,0.6063509102024113,4.186365127563477,,,
v2_gru,16,0.001,1e-05,0.1,1.0,0.6063509102024113,6.4678053855896,,,
v2_gru,16,0.001,1e-05,0.1,2.0,0.6063509102024113,6.456958770751953,,,
v2_gru,16,0.001,0.0001,0.0,1.0,0.6063509102024113,4.114100456237793,,,
v2_gru,16,0.001,0.0001,0.0,2.0,0.6063509102024113,4.172504901885986,,,
v2_gru,16,0.001,0.0001,0.1,1.0,0.6063509102024113,6.556916952133179,,,
v2_gru,16,0.001,0.0001,0.1,2.0,0.6063509102024113,6.576304912567139,,,
v2_gru,32,0.0003,1e-05,0.0,1.0,0.6063509102024113,4.6002197265625,,,
v2_gru,32,0.0003,1e-05,0.0,2.0,0.6063509102024113,4.6701743602752686,,,
v2_gru,32,0.0003,1e-05,0.1,1.0,0.6063509102024113,6.909201622009277,,,
v2_gru,32,0.0003,1e-05,0.1,2.0,0.6063509102024113,7.212517261505127,,,
v2_gru,32,0.0003,0.0001,0.0,1.0,0.6063509102024113,4.984360218048096,,,
v2_gru,32,0.0003,0.0001,0.0,2.0,0.6063509102024113,4.810628652572632,,,
v2_gru,32,0.0003,0.0001,0.1,1.0,0.6063509102024113,7.042884111404419,,,
v2_gru,32,0.0003,0.0001,0.1,2.0,0.6063509102024113,7.041366815567017,,,
v2_gru,32,0.001,1e-05,0.0,1.0,0.6063509102024113,5.010436058044434,,,
v2_gru,32,0.001,1e-05,0.0,2.0,0.6063509102024113,5.064483165740967,,,
v2_gru,32,0.001,1e-05,0.1,1.0,0.6063509102024113,7.122327089309692,,,
v2_gru,32,0.001,1e-05,0.1,2.0,0.6063509102024113,6.885888576507568,,,
v2_gru,32,0.001,0.0001,0.0,1.0,0.6063509102024113,5.120041131973267,,,
v2_gru,32,0.001,0.0001,0.0,2.0,0.6063509102024113,5.408370494842529,,,
v2_gru,32,0.001,0.0001,0.1,1.0,0.6063509102024113,7.1460161209106445,,,
v2_gru,32,0.001,0.0001,0.1,2.0,0.6063509102024113,7.335130929946899,,,
v2_gru,64,0.0003,1e-05,0.0,1.0,0.6063509102024113,5.7031378746032715,,,
v2_gru,64,0.0003,1e-05,0.0,2.0,0.6063509102024113,5.267657518386841,,,
v2_gru,64,0.0003,1e-05,0.1,1.0,0.6063509102024113,7.918721675872803,,,
v2_gru,64,0.0003,1e-05,0.1,2.0,0.6063509102024113,8.011844158172607,,,
v2_gru,64,0.0003,0.0001,0.0,1.0,0.6063509102024113,5.377002239227295,,,
v2_gru,64,0.0003,0.0001,0.0,2.0,0.6063509102024113,5.718280076980591,,,
v2_gru,64,0.0003,0.0001,0.1,1.0,0.6063509102024113,8.06291913986206,,,
v2_gru,64,0.0003,0.0001,0.1,2.0,0.6063509102024113,7.882143974304199,,,
v2_gru,64,0.001,1e-05,0.0,1.0,0.6063509102024113,5.544482707977295,,,
v2_gru,64,0.001,1e-05,0.0,2.0,0.6063509102024113,5.5346269607543945,,,
v2_gru,64,0.001,1e-05,0.1,1.0,0.6063509102024113,7.826538324356079,,,
v2_gru,64,0.001,1e-05,0.1,2.0,0.6063509102024113,7.899600028991699,,,
v2_gru,64,0.001,0.0001,0.0,1.0,0.6063509102024113,5.977335691452026,,,
v2_gru,64,0.001,0.0001,0.0,2.0,0.6063509102024113,5.706805467605591,,,
v2_gru,64,0.001,0.0001,0.1,1.0,0.6063509102024113,8.048524618148804,,,
v2_gru,64,0.001,0.0001,0.1,2.0,0.6063509102024113,8.428912162780762,,,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063509102024113,7.4588470458984375,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063509102024113,5.405591726303101,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063509102024113,8.111302137374878,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063509102024113,8.017571449279785,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063509102024113,5.558069944381714,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063509102024113,5.445064067840576,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063509102024113,8.0892174243927,"(16, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063509102024113,8.45445704460144,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063509102024113,5.495938062667847,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063509102024113,5.398031234741211,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063509102024113,8.146959781646729,"(16, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063509102024113,7.903536796569824,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063509102024113,5.356166362762451,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063509102024113,5.438414573669434,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063509102024113,8.269936800003052,"(16, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063509102024113,8.079619407653809,"(16, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063509102024113,6.393344402313232,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063509102024113,6.230188608169556,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063509102024113,9.572692394256592,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063509102024113,9.726125240325928,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063509102024113,6.201157808303833,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063509102024113,6.800099849700928,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063509102024113,9.45873212814331,"(32, 16)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063509102024113,9.481866836547852,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063509102024113,6.218966484069824,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063509102024113,6.245546579360962,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063509102024113,9.552884340286255,"(32, 16)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063509102024113,9.766814708709717,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063509102024113,6.068425416946411,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063509102024113,6.172634840011597,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063509102024113,9.800790309906006,"(32, 16)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063509102024113,9.835537195205688,"(32, 16)",,
v3_mlp,,0.0003,1e-05,0.0,1.0,0.6063509102024113,8.978636503219604,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.0,2.0,0.6063509102024113,9.23915147781372,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,1.0,0.6063509102024113,15.844746351242065,"(64, 32)",,
v3_mlp,,0.0003,1e-05,0.1,2.0,0.6063509102024113,15.848231554031372,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,1.0,0.6063509102024113,9.17636251449585,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.0,2.0,0.6063509102024113,9.01849102973938,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,1.0,0.6063509102024113,15.520172119140625,"(64, 32)",,
v3_mlp,,0.0003,0.0001,0.1,2.0,0.6063509102024113,15.681193590164185,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,1.0,0.6063509102024113,9.156056642532349,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.0,2.0,0.6063509102024113,8.777413368225098,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,1.0,0.6063509102024113,15.271301746368408,"(64, 32)",,
v3_mlp,,0.001,1e-05,0.1,2.0,0.6063509102024113,16.033958196640015,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,1.0,0.6063509102024113,8.906164169311523,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.0,2.0,0.6063509102024113,8.825238704681396,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,1.0,0.6063509102024113,15.811219692230225,"(64, 32)",,
v3_mlp,,0.001,0.0001,0.1,2.0,0.6063509102024113,15.916218996047974,"(64, 32)",,
v4_bilinear,,0.0003,1e-05,,,0.6063509102024113,7.697865009307861,,4,
v4_bilinear,,0.0003,0.0001,,,0.6063509102024113,5.825193643569946,,4,
v4_bilinear,,0.001,1e-05,,,0.6063220410613614,6.997115612030029,,4,
v4_bilinear,,0.001,0.0001,,,0.6063220785571458,7.056235313415527,,4,
v4_bilinear,,0.0003,1e-05,,,0.6063509102024113,5.9507927894592285,,8,
v4_bilinear,,0.0003,0.0001,,,0.6063509102024113,5.597651481628418,,8,
v4_bilinear,,0.001,1e-05,,,0.6063220410613614,8.080028057098389,,8,
v4_bilinear,,0.001,0.0001,,,0.6063220785571458,8.124182224273682,,8,
v5_linear,,0.0003,1e-05,,,0.6062789877903657,10.96647596359253,,,16
v5_linear,,0.0003,0.0001,,,0.6062789898277186,10.348145723342896,,,16
v5_linear,,0.001,1e-05,,,0.6063509102024113,7.261984825134277,,,16
v5_linear,,0.001,0.0001,,,0.6063509102024113,7.317216396331787,,,16
v5_linear,,0.0003,1e-05,,,0.606209450831051,30.776986360549927,,,32
v5_linear,,0.0003,0.0001,,,0.6062096226825049,33.92669725418091,,,32
v5_linear,,0.001,1e-05,,,0.6063509102024113,8.221166133880615,,,32
v5_linear,,0.001,0.0001,,,0.6063509102024113,7.758645296096802,,,32
v5_linear,,0.0003,1e-05,,,0.6063509102024113,9.088440656661987,,,64
v5_linear,,0.0003,0.0001,,,0.6063509102024113,9.268583059310913,,,64
v5_linear,,0.001,1e-05,,,0.6063509102024113,9.145198106765747,,,64
v5_linear,,0.001,0.0001,,,0.6063509102024113,9.028433084487915,,,64
