day,beta,q_expanding,q_rolling_1,q_rolling_3,q_rolling_7,q_rolling_14,m_expanding,m_rolling_1,m_rolling_3,m_rolling_7,m_rolling_14
4,0.2689414322376251,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
5,0.29827141761779785,0.2692645788192749,0.043003253638744354,0.14920207858085632,0.2692645788192749,0.2692645788192749,0.21458980441093445,0.16697761416435242,0.18925297260284424,0.21458980441093445,0.21458980441093445
6,0.37924835085868835,0.31828394532203674,0.02072690986096859,0.024420907720923424,0.31828394532203674,0.31828397512435913,0.23401710391044617,0.1392185240983963,0.158730149269104,0.23401710391044617,0.23401710391044617
7,0.526908814907074,0.3087003231048584,0.05712982639670372,0.01676837168633938,0.3087003231048584,0.3087003231048584,0.2448943853378296,0.12707696855068207,0.13823987543582916,0.2448943853378296,0.2448943853378296
8,0.6695191860198975,0.2007264345884323,0.3661268651485443,0.03169345483183861,0.2007264345884323,0.2007264345884323,0.23995426297187805,0.15195484459400177,0.12818239629268646,0.23995426297187805,0.23995426297187805
9,0.7439834475517273,0.06827583909034729,0.7549877762794495,0.04270868003368378,0.06575159728527069,0.06827583909034729,0.22725482285022736,0.19657647609710693,0.1218004897236824,0.22711341083049774,0.22725482285022736
10,0.8707337379455566,0.04534834250807762,0.80562424659729,0.06343270093202591,0.040247123688459396,0.04534834623336792,0.2185184210538864,0.22585774958133698,0.118954136967659,0.2181513011455536,0.2185184210538864
11,0.9429985880851746,0.04121021181344986,0.7910508513450623,0.09444940090179443,0.03207878768444061,0.04121021181344986,0.21503689885139465,0.2367914468050003,0.11867532879114151,0.21445944905281067,0.21503689885139465
12,0.9622955918312073,0.054645076394081116,0.7028396129608154,0.15000610053539276,0.037864331156015396,0.054645080119371414,0.21331512928009033,0.24182750284671783,0.11897706240415573,0.21256518363952637,0.21331512928009033
13,0.95828777551651,0.08218231797218323,0.5562695860862732,0.22648970782756805,0.05287471413612366,0.08218231797218323,0.21207526326179504,0.24489614367485046,0.11986473202705383,0.21108859777450562,0.21207526326179504
14,0.9521287083625793,0.11585476994514465,0.3940979540348053,0.30289292335510254,0.07129856944084167,0.11585476994514465,0.2109328955411911,0.2466982901096344,0.12197177112102509,0.20946411788463593,0.2109328955411911
15,0.9626380801200867,0.15702395141124725,0.2908838987350464,0.30450302362442017,0.09056508541107178,0.15702395141124725,0.21028612554073334,0.24704311788082123,0.1244763731956482,0.20790822803974152,0.21028612554073334
16,0.9629581570625305,0.22417117655277252,0.21330995857715607,0.21825839579105377,0.12143310904502869,0.22282744944095612,0.21047168970108032,0.24657711386680603,0.12555575370788574,0.20693911612033844,0.21045629680156708
17,0.9494451284408569,0.27496328949928284,0.15860219299793243,0.14816811680793762,0.1445174664258957,0.273749440908432,0.2112782895565033,0.24549707770347595,0.12582768499851227,0.20614926517009735,0.21124765276908875
18,0.9127780199050903,0.2839132249355316,0.12724678218364716,0.13322341442108154,0.1597328931093216,0.29588374495506287,0.21262459456920624,0.24344906210899353,0.12586385011672974,0.20523738861083984,0.21282505989074707
19,0.9122099876403809,0.3211025297641754,0.10357048362493515,0.10228366404771805,0.15941931307315826,0.31362348794937134,0.21597376465797424,0.23901613056659698,0.12520988285541534,0.20386551320552826,0.2159346342086792
20,0.9005569815635681,0.46326741576194763,0.07664123177528381,0.06094196438789368,0.13285835087299347,0.26629000902175903,0.22423630952835083,0.2335221767425537,0.12309423089027405,0.2015034407377243,0.21764379739761353
21,0.873923659324646,0.6728664636611938,0.05563041567802429,0.03647979348897934,0.08028266578912735,0.15474006533622742,0.24210843443870544,0.2264575958251953,0.11965140700340271,0.19666600227355957,0.2151165008544922
22,0.8276408314704895,0.7815230488777161,0.047437846660614014,0.032021138817071915,0.04847666248679161,0.09054144471883774,0.26995062828063965,0.21728096902370453,0.11509811133146286,0.18903177976608276,0.20863844454288483
23,0.7636115550994873,0.7923463582992554,0.05098721385002136,0.041642989963293076,0.0406649187207222,0.07435908913612366,0.3072890043258667,0.20544345676898956,0.10976968705654144,0.17848239839076996,0.19901539385318756
24,0.6777547001838684,0.8450692296028137,0.03870254382491112,0.033947866410017014,0.029510725289583206,0.05277002975344658,0.35999876260757446,0.18895000219345093,0.10256805270910263,0.1637471616268158,0.1847359538078308
25,0.5367209911346436,0.8987712264060974,0.026607435196638107,0.02024213597178459,0.02021113783121109,0.034168343991041183,0.4347943067550659,0.166354238986969,0.09123843908309937,0.14374230802059174,0.1638706624507904
26,0.4355999529361725,0.8516348600387573,0.04441453143954277,0.03148949518799782,0.026899712160229683,0.045561350882053375,0.5056856274604797,0.14565308392047882,0.08095785230398178,0.12396205961704254,0.14374130964279175
27,0.4283062815666199,0.46470189094543457,0.16463904082775116,0.1928597241640091,0.06130567565560341,0.11649403721094131,0.5013090372085571,0.14818733930587769,0.10035066306591034,0.1121184378862381,0.13803447782993317
28,0.46715599298477173,0.43638351559638977,0.13227775692939758,0.1776781678199768,0.06519623100757599,0.18846359848976135,0.489750474691391,0.14558543264865875,0.11353837698698044,0.10443280637264252,0.14669285714626312
29,0.49502986669540405,0.7812384366989136,0.041267234832048416,0.02375064045190811,0.03349956125020981,0.12024399638175964,0.5319170355796814,0.130205437541008,0.10020202398300171,0.09414941817522049,0.14352604746818542
30,0.4968090057373047,0.9459090828895569,0.01290967408567667,0.0031869043596088886,0.010617654770612717,0.0273774191737175,0.5930185317993164,0.1129133328795433,0.08587271720170975,0.08182410895824432,0.12637127935886383
31,0.5277534127235413,0.9745253920555115,0.00786074809730053,0.0011666483478620648,0.006012881640344858,0.010433065705001354,0.6467394828796387,0.09811480343341827,0.07401881366968155,0.07112284004688263,0.11000402271747589
32,0.5604690909385681,0.9802599549293518,0.006899665109813213,0.0008135550306178629,0.005350589286535978,0.006675781682133675,0.690875768661499,0.08603326976299286,0.06435071676969528,0.062409408390522,0.09633082151412964
33,0.5574530959129333,0.9806380867958069,0.006977749057114124,0.0007655078661628067,0.0059590707533061504,0.005659780465066433,0.7293686270713806,0.07554454356431961,0.0558522492647171,0.05494909733533859,0.08428549766540527
34,0.5368556380271912,0.9727193117141724,0.009588997811079025,0.0011871710885316133,0.009254500269889832,0.007249879650771618,0.7630742788314819,0.06642433255910873,0.048249442130327225,0.048646003007888794,0.07360590249300003
35,0.540350615978241,0.9523240327835083,0.016853082925081253,0.0025207812432199717,0.01619182899594307,0.012110657058656216,0.7888780236244202,0.05970314145088196,0.041942089796066284,0.044285356998443604,0.065191350877285
36,0.562197208404541,0.8731287717819214,0.04675884172320366,0.009427135810256004,0.03853078559041023,0.032155103981494904,0.8019862174987793,0.05731464549899101,0.037501558661460876,0.04288070276379585,0.06031683087348938
37,0.58208829164505,0.7498766183853149,0.0931936725974083,0.02441953495144844,0.06728582084178925,0.06522320955991745,0.7950395941734314,0.06191685050725937,0.03592882305383682,0.04606315493583679,0.06105155497789383
38,0.603468656539917,0.6985531449317932,0.11924080550670624,0.03769809007644653,0.06666509807109833,0.07784271240234375,0.7814935445785522,0.06935900449752808,0.036502137780189514,0.049043841660022736,0.06360151618719101
39,0.6050121188163757,0.6085360050201416,0.23330794274806976,0.0533263124525547,0.03994731977581978,0.0648832619190216,0.7610549926757812,0.08868123590946198,0.03847552090883255,0.04800555482506752,0.06378276646137238
40,0.5601451992988586,0.2510753571987152,0.6006099581718445,0.08271849900484085,0.021695416420698166,0.04390034079551697,0.6939507722854614,0.15769946575164795,0.043487027287483215,0.04422346130013466,0.06063932925462723
41,0.6424111127853394,0.3436241149902344,0.36223551630973816,0.21700091660022736,0.020976847037672997,0.05616214871406555,0.6547671556472778,0.18034610152244568,0.06310397386550903,0.04164557904005051,0.060137294232845306
42,0.7838907241821289,0.717275857925415,0.05134297162294388,0.15813139081001282,0.015841666609048843,0.057408176362514496,0.6578273177146912,0.17206603288650513,0.06972572207450867,0.040100306272506714,0.060280732810497284
43,0.8603641986846924,0.9125401377677917,0.006159001030027866,0.03746212646365166,0.009200485423207283,0.03463977202773094,0.668246328830719,0.1651587039232254,0.06844070553779602,0.03885092958807945,0.059303443878889084
