lambda,mean_dev_loss,mean_worst_day_loss
0.0,0.4220163738157881,0.42556612935758403
0.25,0.42201639615779024,0.42556612935758403
0.5,0.42201641850061883,0.42556612935758403
0.75,0.4220164408442742,0.42556612935758403
0.99,0.42201646229496115,0.42556612935758403
