day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,rolling_14
16,rolling_3
17,rolling_3
18,rolling_3
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,expanding
24,expanding
25,expanding
26,expanding
27,expanding
28,expanding
29,expanding
30,rolling_14
31,rolling_14
32,rolling_3
33,rolling_3
34,rolling_3
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,expanding
44,expanding
45,expanding
46,expanding
47,rolling_3
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,expanding
63,expanding
64,expanding
65,rolling_3
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_7
72,expanding
73,expanding
74,expanding
75,rolling_3
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,rolling_3
82,rolling_7
83,rolling_7
84,rolling_7
85,expanding
86,expanding
87,expanding
88,expanding
89,rolling_3
90,rolling_3
91,rolling_3
92,rolling_3
93,rolling_3
94,expanding
95,expanding
96,expanding
97,expanding
98,rolling_3
99,rolling_3
100,rolling_3
101,rolling_3
102,rolling_3
103,rolling_7
104,rolling_7
105,rolling_7
106,expanding
107,expanding
108,expanding
109,rolling_3
110,rolling_3
111,rolling_3
112,expanding
113,expanding
114,expanding
115,expanding
116,rolling_3
117,rolling_3
118,rolling_3
119,rolling_3
