day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,rolling_14
18,rolling_3
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_7
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,expanding
32,rolling_1
33,rolling_3
34,rolling_3
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_7
41,rolling_7
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,expanding
47,expanding
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_3
54,rolling_3
55,rolling_3
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,expanding
62,expanding
63,expanding
64,rolling_3
65,rolling_3
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_7
71,rolling_7
72,rolling_7
73,rolling_7
74,rolling_7
75,rolling_7
76,expanding
77,expanding
78,expanding
79,rolling_3
80,rolling_3
81,rolling_3
82,rolling_3
83,rolling_3
84,rolling_3
85,rolling_7
86,rolling_7
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,rolling_7
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_3
96,rolling_3
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_3
101,rolling_3
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,expanding
107,expanding
108,expanding
109,rolling_3
110,rolling_3
111,rolling_3
112,rolling_3
113,rolling_3
114,rolling_3
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
