method,day,n,log_loss,brier,ece,clicks
expanding,7,5287222,0.3739301244728009,0.11505836225659855,0.012423936205625498,804622
expanding,8,3832608,0.38560201529101246,0.11893491745726914,0.00961489723808242,600041
expanding,9,4218938,0.4065022609415935,0.12646859129201685,0.010614725201921938,714185
best_fixed,7,5287222,0.3749964326322913,0.11521418366710702,0.01316728126573808,804622
best_fixed,8,3832608,0.3853040159316905,0.11889729072642033,0.0096884716761365,600041
best_fixed,9,4218938,0.4065454999264295,0.12653740288404075,0.012725824957516582,714185
arw,7,5287222,0.3739301244728009,0.11505836225659855,0.012423936205625498,804622
arw,8,3832608,0.3853040159316905,0.11889729072642033,0.0096884716761365,600041
arw,9,4218938,0.4065454999264295,0.12653740288404075,0.012725824957516582,714185
adamoe,7,5287222,0.3737582188544973,0.1149707601144769,0.014719219905577993,804622
adamoe,8,3832608,0.38524572532789564,0.11885942723324688,0.009912263915465567,600041
adamoe,9,4218938,0.40624031400250654,0.12643458688411321,0.011005256560191584,714185
ops,7,5287222,0.37425841064411103,0.11513132815922142,0.011315474557357114,804622
ops,8,3832608,0.3851169039742766,0.11889393368676132,0.00828016454134165,600041
ops,9,4218938,0.4059338750799545,0.1264225740940857,0.008719466937361246,714185
dualtime,7,5287222,0.37449209701187103,0.11515809259838777,0.012488597628396969,804622
dualtime,8,3832608,0.38524228972199615,0.1188972131794939,0.009253992594772045,600041
dualtime,9,4218938,0.40608775250628926,0.12644322067539498,0.009258733409251072,714185
