B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.25,0.3,const,block,3600,1800,1e-05,0.4216746519597305,0.4260466396414515
0.25,0.3,const,block,1800,1800,1e-05,0.4216746519597305,0.4260466396414515
0.5,0.3,const,block,1800,1800,1e-05,0.4216746519597305,0.4260466396414515
0.5,0.3,const,block,3600,1800,1e-05,0.4216746519597305,0.4260466396414515
2.0,0.3,const,block,3600,1800,1e-05,0.4216746519597305,0.4260466396414515
2.0,0.3,const,block,1800,1800,1e-05,0.4216746519597305,0.4260466396414515
1.0,0.3,const,block,3600,1800,1e-05,0.4216746519597305,0.4260466396414515
1.0,0.3,const,block,1800,1800,1e-05,0.4216746519597305,0.4260466396414515
1.0,0.1,const,block,3600,1800,1e-05,0.42168846673891436,0.4260725423973239
1.0,0.1,const,block,1800,1800,1e-05,0.42168846673891436,0.4260725423973239
2.0,0.1,const,block,3600,1800,1e-05,0.42168846673891436,0.4260725423973239
2.0,0.1,const,block,1800,1800,1e-05,0.42168846673891436,0.4260725423973239
0.5,0.1,const,block,1800,1800,1e-05,0.42168846673891436,0.4260725423973239
0.5,0.1,const,block,3600,1800,1e-05,0.42168846673891436,0.4260725423973239
0.25,0.1,const,block,3600,1800,1e-05,0.42168846673891436,0.4260725423973239
0.25,0.1,const,block,1800,1800,1e-05,0.42168846673891436,0.4260725423973239
1.0,0.03,const,block,1800,1800,1e-05,0.4216924983556835,0.4260849940913004
1.0,0.03,const,block,3600,1800,1e-05,0.4216924983556835,0.4260849940913004
0.5,0.03,const,block,1800,1800,1e-05,0.4216924983556835,0.4260849940913004
0.5,0.03,const,block,3600,1800,1e-05,0.4216924983556835,0.4260849940913004
0.25,0.03,const,block,1800,1800,1e-05,0.4216924983556835,0.4260849940913004
0.25,0.03,const,block,3600,1800,1e-05,0.4216924983556835,0.4260849940913004
2.0,0.03,const,block,3600,1800,1e-05,0.4216924983556835,0.4260849940913004
2.0,0.03,const,block,1800,1800,1e-05,0.4216924983556835,0.4260849940913004
0.5,0.3,inv_sqrt,block,3600,1800,1e-05,0.42169286638487496,0.4260726276942107
0.5,0.3,inv_sqrt,block,1800,1800,1e-05,0.42169286638487496,0.4260726276942107
1.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.42169286638487496,0.4260726276942107
1.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.42169286638487496,0.4260726276942107
2.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.42169286638487496,0.4260726276942107
2.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.42169286638487496,0.4260726276942107
0.25,0.3,inv_sqrt,block,1800,1800,1e-05,0.42169286638487496,0.4260726276942107
0.25,0.3,inv_sqrt,block,3600,1800,1e-05,0.42169286638487496,0.4260726276942107
2.0,0.01,const,block,3600,1800,1e-05,0.421693627244436,0.4260890472410305
2.0,0.01,const,block,1800,1800,1e-05,0.421693627244436,0.4260890472410305
0.5,0.01,const,block,3600,1800,1e-05,0.421693627244436,0.4260890472410305
0.5,0.01,const,block,1800,1800,1e-05,0.421693627244436,0.4260890472410305
1.0,0.01,const,block,3600,1800,1e-05,0.421693627244436,0.4260890472410305
1.0,0.01,const,block,1800,1800,1e-05,0.421693627244436,0.4260890472410305
0.25,0.01,const,block,3600,1800,1e-05,0.421693627244436,0.4260890472410305
0.25,0.01,const,block,1800,1800,1e-05,0.421693627244436,0.4260890472410305
1.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.4216937413508812,0.42608437867219673
1.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.4216937413508812,0.42608437867219673
0.5,0.1,inv_sqrt,block,3600,1800,1e-05,0.4216937413508812,0.42608437867219673
0.5,0.1,inv_sqrt,block,1800,1800,1e-05,0.4216937413508812,0.42608437867219673
0.25,0.1,inv_sqrt,block,1800,1800,1e-05,0.4216937413508812,0.42608437867219673
0.25,0.1,inv_sqrt,block,3600,1800,1e-05,0.4216937413508812,0.42608437867219673
2.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.4216937413508812,0.42608437867219673
2.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.4216937413508812,0.42608437867219673
1.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.4216940520463897,0.4260890617794139
0.5,0.03,inv_sqrt,block,3600,1800,1e-05,0.4216940520463897,0.4260890617794139
1.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.4216940520463897,0.4260890617794139
0.5,0.03,inv_sqrt,block,1800,1800,1e-05,0.4216940520463897,0.4260890617794139
2.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.4216940520463897,0.4260890617794139
2.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.4216940520463897,0.4260890617794139
0.25,0.03,inv_sqrt,block,1800,1800,1e-05,0.4216940520463897,0.4260890617794139
0.25,0.03,inv_sqrt,block,3600,1800,1e-05,0.4216940520463897,0.4260890617794139
0.25,0.01,inv_sqrt,block,1800,1800,1e-05,0.4216941456206262,0.42609046036633363
0.25,0.01,inv_sqrt,block,3600,1800,1e-05,0.4216941456206262,0.42609046036633363
2.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.4216941456206262,0.42609046036633363
2.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.4216941456206262,0.42609046036633363
1.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.4216941456206262,0.42609046036633363
0.5,0.01,inv_sqrt,block,3600,1800,1e-05,0.4216941456206262,0.42609046036633363
0.5,0.01,inv_sqrt,block,1800,1800,1e-05,0.4216941456206262,0.42609046036633363
1.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.4216941456206262,0.42609046036633363
0.5,0.01,inv_sqrt,block,900,1800,1e-05,0.42169441690934895,0.42609068202825473
0.25,0.01,inv_sqrt,block,900,1800,1e-05,0.42169441690934895,0.42609068202825473
2.0,0.01,inv_sqrt,block,900,1800,1e-05,0.42169441690934895,0.42609068202825473
1.0,0.01,inv_sqrt,block,900,1800,1e-05,0.42169441690934895,0.42609068202825473
0.5,0.01,const,block,900,1800,1e-05,0.4216946315140447,0.4260897672425692
1.0,0.01,const,block,900,1800,1e-05,0.4216946315140447,0.4260897672425692
0.25,0.01,const,block,900,1800,1e-05,0.4216946315140447,0.4260897672425692
2.0,0.01,const,block,900,1800,1e-05,0.4216946315140447,0.4260897672425692
2.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4216948647421622,0.4260897233191217
1.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4216948647421622,0.4260897233191217
0.25,0.03,inv_sqrt,block,900,1800,1e-05,0.4216948647421622,0.4260897233191217
0.5,0.03,inv_sqrt,block,900,1800,1e-05,0.4216948647421622,0.4260897233191217
0.5,0.03,const,block,900,1800,1e-05,0.42169550405547773,0.42608712329038784
2.0,0.03,const,block,900,1800,1e-05,0.42169550405547773,0.42608712329038784
1.0,0.03,const,block,900,1800,1e-05,0.42169550405547773,0.42608712329038784
0.25,0.03,const,block,900,1800,1e-05,0.42169550405547773,0.42608712329038784
0.25,0.1,inv_sqrt,block,900,1800,1e-05,0.42169643728647244,0.4260865450110634
1.0,0.1,inv_sqrt,block,900,1800,1e-05,0.42169643728647244,0.4260865450110634
2.0,0.1,inv_sqrt,block,900,1800,1e-05,0.42169643728647244,0.4260865450110634
0.5,0.1,inv_sqrt,block,900,1800,1e-05,0.42169643728647244,0.4260865450110634
1.0,0.1,const,block,900,1800,1e-05,0.4216984051549308,0.426079324279716
0.25,0.1,const,block,900,1800,1e-05,0.4216984051549308,0.426079324279716
0.5,0.1,const,block,900,1800,1e-05,0.4216984051549308,0.426079324279716
2.0,0.1,const,block,900,1800,1e-05,0.4216984051549308,0.426079324279716
2.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42170085471945234,0.4260788274271166
1.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42170085471945234,0.4260788274271166
0.25,0.3,inv_sqrt,block,900,1800,1e-05,0.42170085471945234,0.4260788274271166
0.5,0.3,inv_sqrt,block,900,1800,1e-05,0.42170085471945234,0.4260788274271166
0.5,0.3,const,block,900,1800,1e-05,0.42170368423110016,0.42606503480421276
0.25,0.3,const,block,900,1800,1e-05,0.42170368423110016,0.42606503480421276
1.0,0.3,const,block,900,1800,1e-05,0.42170368423110016,0.42606503480421276
2.0,0.3,const,block,900,1800,1e-05,0.42170368423110016,0.42606503480421276
