day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,rolling_14
17,expanding
18,expanding
19,expanding
20,expanding
21,expanding
22,rolling_14
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_3
28,rolling_3
29,rolling_3
30,rolling_7
31,rolling_7
32,rolling_7
33,rolling_7
34,rolling_7
35,rolling_7
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_3
47,rolling_3
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_7
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,rolling_7
68,rolling_7
69,rolling_7
70,rolling_7
71,rolling_7
72,rolling_14
73,rolling_14
74,rolling_14
75,rolling_14
76,rolling_14
77,rolling_14
78,rolling_14
79,rolling_14
80,rolling_14
81,rolling_14
82,rolling_14
83,rolling_14
84,rolling_7
85,rolling_7
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_3
91,rolling_3
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,rolling_7
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,rolling_7
107,rolling_7
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_14
113,rolling_14
114,rolling_14
115,rolling_14
116,rolling_14
117,rolling_14
118,rolling_14
119,rolling_14
