day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,expanding
19,expanding
20,expanding
21,expanding
22,expanding
23,expanding
24,expanding
25,expanding
26,rolling_14
27,rolling_3
28,rolling_3
29,rolling_3
30,rolling_3
31,rolling_3
32,rolling_3
33,rolling_3
34,rolling_3
35,rolling_7
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_7
47,rolling_7
48,rolling_7
49,expanding
50,expanding
51,expanding
52,rolling_3
53,rolling_3
54,rolling_3
55,rolling_3
56,rolling_3
57,rolling_3
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,rolling_7
68,rolling_7
69,rolling_7
70,rolling_7
71,rolling_7
72,rolling_7
73,rolling_7
74,rolling_7
75,rolling_14
76,rolling_14
77,rolling_14
78,rolling_14
79,rolling_14
80,rolling_14
81,rolling_14
82,rolling_14
83,rolling_7
84,rolling_14
85,rolling_14
86,rolling_14
87,rolling_14
88,rolling_14
89,rolling_14
90,rolling_14
91,rolling_14
92,rolling_14
93,rolling_14
94,rolling_14
95,rolling_14
96,rolling_14
97,rolling_14
98,rolling_14
99,rolling_14
100,rolling_14
101,rolling_14
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,rolling_3
107,rolling_7
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
