day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,rolling_14
19,rolling_7
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_14
24,rolling_14
25,expanding
26,expanding
27,expanding
28,expanding
29,expanding
30,expanding
31,expanding
32,expanding
33,rolling_14
34,rolling_14
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_3
41,rolling_3
42,rolling_7
43,rolling_7
44,rolling_7
45,expanding
46,expanding
47,expanding
48,expanding
49,expanding
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,expanding
63,expanding
64,expanding
65,rolling_3
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,expanding
72,expanding
73,expanding
74,expanding
75,expanding
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_7
80,rolling_7
81,rolling_7
82,rolling_7
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,expanding
92,expanding
93,expanding
94,rolling_3
95,rolling_3
96,rolling_3
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,rolling_7
107,rolling_7
108,expanding
109,expanding
110,expanding
111,expanding
112,expanding
113,rolling_3
114,rolling_3
115,rolling_3
116,rolling_3
117,rolling_7
118,rolling_7
119,rolling_7
