day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,rolling_14
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,expanding
31,expanding
32,expanding
33,expanding
34,rolling_3
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_7
40,expanding
41,expanding
42,expanding
43,rolling_3
44,rolling_3
45,rolling_3
46,rolling_3
47,rolling_3
48,rolling_3
49,expanding
50,expanding
51,expanding
52,expanding
53,rolling_3
54,rolling_3
55,rolling_3
56,rolling_3
57,rolling_3
58,expanding
59,expanding
60,expanding
61,rolling_3
62,rolling_3
63,rolling_3
64,rolling_3
65,rolling_3
66,rolling_3
67,rolling_7
68,rolling_7
69,rolling_7
70,rolling_7
71,rolling_7
72,expanding
73,expanding
74,expanding
75,rolling_3
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,rolling_7
82,rolling_7
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,expanding
88,expanding
89,expanding
90,rolling_3
91,rolling_3
92,rolling_3
93,rolling_3
94,rolling_3
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,rolling_7
100,rolling_7
101,rolling_7
102,rolling_7
103,expanding
104,expanding
105,expanding
106,rolling_3
107,rolling_3
108,rolling_3
109,rolling_3
110,rolling_3
111,rolling_3
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,expanding
118,expanding
119,expanding
