regime,seed,config,ll,beta_var_reg,mean_beta_std,mean_group_beta_gap
s4_local,2,m5b_default,0.4523287534051407,,,
s4_local,2,m5b_high_smooth,0.4602583930046932,,,
s4_local,2,amgtp_global,0.45482082178689537,,,
s4_local,2,betax_vr0,0.4538576037546993,0.0,0.005968670892928328,0.001051057396190507
s4_local,2,betax_vr0.0001,0.4538579305164933,0.0001,0.005968850638185229,0.0010505507034914835
s4_local,2,betax_vr0.001,0.45382864068443074,0.001,0.0059673209142472065,0.0010454967085804258
s4_local,2,betax_vr0.01,0.4538102582967338,0.01,0.005959830938705377,0.0009768331689493997
s4_local,2,betax_vr0.1,0.4534938727782959,0.1,0.00584633435521807,0.00085703187755176
