regime,seed,config,ll,beta_var_reg,mean_beta_std,mean_group_beta_gap
s3_recurring,1,m5b_default,0.42836316626428417,,,
s3_recurring,1,m5b_high_smooth,0.4186462839015633,,,
s3_recurring,1,amgtp_global,0.4219863334583034,,,
s3_recurring,1,betax_vr0,0.42426867830828435,0.0,0.006758116042640592,0.0022288011653082713
s3_recurring,1,betax_vr0.0001,0.4243272423523168,0.0001,0.0068109470257435795,0.0022487934146608623
s3_recurring,1,betax_vr0.001,0.4246614377060042,0.001,0.0069372796266439505,0.0022822009665625434
s3_recurring,1,betax_vr0.01,0.42379642655815974,0.01,0.008085833825836225,0.0024095543793269565
s3_recurring,1,betax_vr0.1,0.4279612325813549,0.1,0.006989735204427104,0.002292985322752169
