regime,seed,config,ll,beta_var_reg,mean_beta_std,mean_group_beta_gap
s5_opposing_local,3,m5b_default,0.4848555003006453,,,
s5_opposing_local,3,m5b_high_smooth,0.4910447999256891,,,
s5_opposing_local,3,amgtp_global,0.4852044634808653,,,
s5_opposing_local,3,betax_vr0,0.4850869845524202,0.0,0.008011202414387039,0.0038820036820002963
s5_opposing_local,3,betax_vr0.0001,0.48508869717481756,0.0001,0.00800513794778713,0.003881993464061192
s5_opposing_local,3,betax_vr0.001,0.4851065406710279,0.001,0.007949138146692089,0.003881221158163888
s5_opposing_local,3,betax_vr0.01,0.485323075348225,0.01,0.007414949252935393,0.004023934900760651
s5_opposing_local,3,betax_vr0.1,0.48500486093546824,0.1,0.007067088932464165,0.004019329377583095
