regime,seed,config,ll,beta_var_reg,mean_beta_std,mean_group_beta_gap
s7_opposing_recurring,4,m5b_default,0.43867480715876367,,,
s7_opposing_recurring,4,m5b_high_smooth,0.43525768072915216,,,
s7_opposing_recurring,4,amgtp_global,0.43840850199829096,,,
s7_opposing_recurring,4,betax_vr0,0.4394954413859215,0.0,0.01024160475104249,0.008807519504002163
s7_opposing_recurring,4,betax_vr0.0001,0.4394947834339193,0.0001,0.01023949989383774,0.008807742595672607
s7_opposing_recurring,4,betax_vr0.001,0.4394887837689631,0.001,0.010219381980797542,0.008808985778263638
s7_opposing_recurring,4,betax_vr0.01,0.4394395601971716,0.01,0.009962195923019732,0.008778456279209682
s7_opposing_recurring,4,betax_vr0.1,0.4395384460848766,0.1,0.009173876725669418,0.008268053191048758
