day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
13,expanding,0.43082442334113263,60,0.42975090471409666,0.42975090471409666,low
14,expanding,0.377500671638709,60,0.3788308389915733,0.3800898387838633,low
15,rolling_14,0.4064696220616872,14,0.40553251611936997,0.4056261825483543,low
16,expanding,0.35875845138635803,60,0.362672519829498,0.3634303127070937,low
17,rolling_1,0.351943276178659,1,0.3523423071116285,0.3515796029192908,high
18,rolling_3,0.3421256983352045,3,0.342340441772978,0.3415977494074091,high
19,expanding,0.4312154109170779,60,0.43193511767192194,0.43252029143454523,low
20,expanding,0.4199142491538026,60,0.4210617989310286,0.4206363290735508,high
21,rolling_3,0.4067956736010544,3,0.4060408008621863,0.40559695027718706,high
22,rolling_3,0.3955278257612913,3,0.3970225980544183,0.3959586733428475,high
23,rolling_14,0.403461722276974,14,0.40363093590115573,0.4035100484538721,high
24,rolling_14,0.4359132793755088,14,0.43616363070734904,0.436105033163192,high
25,rolling_14,0.45129441050359503,14,0.450825405859926,0.4528982072909794,low
26,rolling_14,0.43068739486784496,14,0.4297064602682689,0.4312494728339733,low
27,rolling_14,0.4398802454089171,14,0.4396466242669763,0.43978994271846106,low
28,rolling_14,0.42218482444925576,14,0.4218855054525722,0.42237128266881846,low
29,rolling_14,0.4609510277781805,14,0.46010746691947474,0.4609211147901693,low
30,rolling_14,0.4545211237711003,14,0.45685995981755056,0.4574484871881692,low
31,rolling_7,0.42569152510155484,7,0.42495775345875947,0.42415604032369847,high
32,rolling_7,0.4357729867425261,7,0.4369731683547666,0.43757472598212194,low
33,rolling_3,0.41886426659510245,3,0.4193792429523443,0.4192537668364838,high
34,rolling_3,0.358678035590145,3,0.3583746524262743,0.35806718214124506,high
35,rolling_7,0.39942555885379943,7,0.40043707944612456,0.3989733634990632,high
36,expanding,0.42769542578674435,60,0.4291286244558728,0.42904392002979747,high
37,rolling_14,0.440976640742208,14,0.4402039944243146,0.4404316952198972,low
38,rolling_14,0.41440793440133583,14,0.4160850438703345,0.4215579693882272,low
39,rolling_7,0.41904559477976566,7,0.4182988492797893,0.4185173417668806,low
40,rolling_14,0.4126010994676125,14,0.4117662387450343,0.411537029875965,high
41,expanding,0.42122419223077656,60,0.4213475958631875,0.42144626933002344,low
42,expanding,0.4237344387998142,60,0.4227306844004821,0.42310916130907555,low
43,rolling_7,0.4254210942407874,7,0.42475686597687673,0.42495818541240243,low
44,rolling_7,0.3903685905390791,7,0.391131778908146,0.3911795502761595,low
45,rolling_14,0.3783817167012051,14,0.37949300324674734,0.3796669680409952,low
46,rolling_7,0.35580616751292976,7,0.35492419447242485,0.3557369388942892,low
47,rolling_3,0.3834669891923585,3,0.38317935779123763,0.38396718614451386,low
48,expanding,0.43874578153428373,60,0.4445833317424082,0.4425184750086572,high
49,rolling_3,0.35176233319397343,3,0.3511958355924478,0.34983161437770327,high
50,expanding,0.43420039096086654,60,0.43334204206715526,0.43428039209962055,low
51,rolling_14,0.4455213092270975,14,0.44441479338361345,0.4444781345127377,low
52,expanding,0.41397196647431045,60,0.41294473204332655,0.4139662394824201,low
53,expanding,0.40641509475324206,60,0.405881983366351,0.406074997079148,low
54,rolling_14,0.43108718019094555,14,0.4299887439456624,0.4299838271590712,high
55,rolling_14,0.42689168293417734,14,0.42639697659587666,0.42644389656743587,low
56,rolling_14,0.42919844882411357,14,0.42948818821253587,0.4303934729268702,low
57,rolling_14,0.41136836814488104,14,0.41132467423182795,0.41159941946564543,low
58,rolling_3,0.39076355189134787,3,0.3892732091281377,0.38972708964207026,low
59,rolling_7,0.40101877514869433,7,0.40014036741521275,0.39991535695459746,high
60,expanding,0.42310588146947437,60,0.4217021527260192,0.42173097320759073,low
61,rolling_14,0.4376018293561184,14,0.4378190819598168,0.437542915029498,high
62,rolling_3,0.44882655726514914,3,0.449330123638952,0.44917826733175975,high
63,rolling_14,0.43475919814198927,14,0.4336594857718672,0.43349215773544053,high
64,expanding,0.4287184551072764,60,0.42732365064230654,0.42752803434449,low
65,rolling_7,0.4074750741632607,7,0.407304583169699,0.4071496634635919,high
66,rolling_7,0.41908135664614266,7,0.41943883728283227,0.4192239145204161,high
67,rolling_7,0.4294968665338264,7,0.4299025089278263,0.42968475670571865,high
68,rolling_14,0.42703615046452037,14,0.42608753739136107,0.4260005088052841,high
69,rolling_1,0.4097063670495986,1,0.41168175855353645,0.4120961674409594,low
70,rolling_14,0.3873276725309204,14,0.3861297491369515,0.38631814878640386,low
71,rolling_7,0.3934514282677733,7,0.3927429402355853,0.39212623036147515,high
72,expanding,0.439937567822252,60,0.4418897345489377,0.4418656746764479,high
73,rolling_14,0.39841961083761923,14,0.39849481172204504,0.39847675604455085,high
74,rolling_14,0.4299220405386109,14,0.43103126868630043,0.4305569581468425,high
