baseline,n_seeds,mean_diff_logloss,ci95_lo,ci95_hi,wilcoxon_p,mut_better_in_seeds,rel_pct
rolling_1,12,-0.4612901355280408,-0.466500883079608,-0.45621592034024505,0.00048828125,12,-48.15612729983613
expanding,12,-0.11442726752913701,-0.11767614959899987,-0.11154768890175186,0.00048828125,12,-18.726563989765808
decay_hl1,12,-0.09164046407942578,-0.09319291218775291,-0.0902278991096438,0.00048828125,12,-15.57833818171104
rolling_3,12,-0.08964158495558212,-0.09055062983607615,-0.08871120130362105,0.00048828125,12,-15.290497276245429
decay_hl3,12,-0.054362511098133115,-0.055593748952988596,-0.053248399224695334,0.00048828125,12,-9.8665527378262
m1_global_mix,12,-0.03954242482630984,-0.040370443878707946,-0.03879459901946548,0.00048828125,12,-7.375148559453595
m2_context_gate,12,-0.038754912717437646,-0.039647127086135575,-0.0379389808610657,0.00048828125,12,-7.238900412749886
decay_hl7,12,-0.027990283749159198,-0.02897649886863821,-0.027126651039146504,0.00048828125,12,-5.335491544944171
diff_forgetting,12,-0.01987841383427361,-0.020798364133590094,-0.01907138905751016,0.00048828125,12,-3.84872367914537
uniform5,12,-0.018888950959741663,-0.019656360075405558,-0.018089758195937104,0.00048828125,12,-3.6641701515614686
adamoe,12,-0.017184649345683048,-0.01793048077845363,-0.016413301668375162,0.00048828125,12,-3.3446190745763063
rolling_7,12,-0.013981594894808907,-0.014835439105899427,-0.013142459846319553,0.00048828125,12,-2.7382846389931506
m5b_smooth0.3,12,-0.00574653021834184,-0.007497431869663627,-0.004080520124335306,0.00048828125,12,-1.143902756226163
validation_selected(h=rolling_14),12,0.001909960171664583,0.0011231470477595766,0.0027187817067287475,0.00146484375,1,0.386080404165698
rolling_14,12,0.001909960171664583,0.0011231470477595766,0.0027187817067287475,0.00146484375,1,0.386080404165698
han_arw,12,0.001909960171664583,0.0011231470477595766,0.0027187817067287475,0.00146484375,1,0.386080404165698
ensemble3,12,0.0033417541418255953,0.002259430154521825,0.0044087048223333545,0.0009765625,1,0.6774647713124192
m5b_smooth0,12,0.004380836238876223,0.003294114144144996,0.005381097042968447,0.0009765625,1,0.8899898384076707
m5b_smooth0.001,12,0.004513637781932353,0.0034289007364077567,0.0055123444312767745,0.00048828125,0,0.9172166266816663
m5b_smooth0.01,12,0.005016982109810682,0.0042507700367285135,0.0057864450112086446,0.00048828125,0,1.0205451210630327
