baseline,n_seeds,mean_diff_logloss,ci95_lo,ci95_hi,wilcoxon_p,mut_better_in_seeds,rel_pct
rolling_1,12,-0.30751645836884306,-0.31213673468971825,-0.3025153593308637,0.00048828125,12,-47.004222473240695
decay_hl1,12,-0.22710206170094724,-0.23124241950438565,-0.22309048712404814,0.00048828125,12,-39.577425678881994
expanding,12,-0.1909155262157126,-0.1959883681131839,-0.18542802229305488,0.00048828125,12,-35.51053753499945
decay_hl3,12,-0.1569746808866788,-0.16014827963521122,-0.15377876645219013,0.00048828125,12,-31.164952329583922
decay_hl7,12,-0.09585328502543884,-0.09835471045856714,-0.09329060699157343,0.00048828125,12,-21.658412060958714
diff_forgetting,12,-0.06735729700311953,-0.06971883892307308,-0.0648555065891721,0.00048828125,12,-16.267033755742794
rolling_3,12,-0.05955975799323299,-0.06216291229497816,-0.056995444967596356,0.00048828125,12,-14.659966387893721
m2_context_gate,12,-0.0516309445802527,-0.05395610735282715,-0.04924311780362437,0.00048828125,12,-12.961329717343306
m1_global_mix,12,-0.05162470568658367,-0.053956642060829826,-0.04923036853057105,0.00048828125,12,-12.95996649680194
uniform5,12,-0.034944402402769616,-0.037179208452496885,-0.03258831794351072,0.00048828125,12,-9.155910426004903
adamoe,12,-0.03178551654453648,-0.03401050990883495,-0.029472743430719803,0.00048828125,12,-8.39774492928519
rolling_7,12,-0.005570496077585548,-0.0078001523061811875,-0.0032168710041261617,0.00048828125,12,-1.5812443369276914
validation_selected(h=rolling_7),12,-0.005570496077585548,-0.0078001523061811875,-0.0032168710041261617,0.00048828125,12,-1.5812443369276914
m5b_smooth0.3,12,-0.0032551782038145044,-0.009847326738230713,0.0022714372082872653,0.5693359375,7,-0.9301298947761649
ensemble3,12,0.007507693685265572,0.005369611835196236,0.009786225791584755,0.00048828125,0,2.213304748008679
han_arw,12,0.00784243665258775,0.00568892451632823,0.010033753028217556,0.00048828125,0,2.314272422234917
m5b_smooth0,12,0.008472775975363106,0.006320515611965554,0.010761309216412242,0.00048828125,0,2.5049425546465796
m5b_smooth0.001,12,0.008501953837721685,0.006345698953558754,0.010803021918474324,0.00048828125,0,2.513785720906126
m5b_smooth0.01,12,0.008519829873368925,0.006328315047026605,0.010834320198539525,0.00048828125,0,2.5192043066644563
rolling_14,12,0.009822897888801474,0.0076568499574622435,0.012113319163782176,0.00048828125,0,2.9157391455964543
