method,day,n,log_loss,brier,ece,clicks
ops,16,477680,0.6095872512638528,0.21073203610279514,0.006628015498827432,178684
reset_ons,16,477680,0.6093852234523,0.21065016241350165,0.005459197773662569,178684
persistent_ons,16,477680,0.6093826691063191,0.2106489270866214,0.005462674156512723,178684
ap_ops,16,477680,0.6093791398208853,0.21064775412426445,0.005816034866474458,178684
no_slope,16,477680,0.6096574108789439,0.21074171508455192,0.010316484037934472,178684
ops,17,450258,0.6167130064306323,0.21390922342195934,0.00622523652346492,172509
reset_ons,17,450258,0.6165408899791568,0.2138474224702942,0.0056865519716833585,172509
persistent_ons,17,450258,0.6165356416948812,0.21384544999256488,0.005671542178863235,172509
ap_ops,17,450258,0.616534086310295,0.21384446838328836,0.00573050692908963,172509
no_slope,17,450258,0.6165915784610712,0.21386071715301413,0.006812876026997621,172509
ops,18,538532,0.6155513276614336,0.21338258044677277,0.006660149167400862,204091
reset_ons,18,538532,0.6154636582185792,0.21335007957154678,0.005755707398286031,204091
persistent_ons,18,538532,0.6154615802248783,0.21334945112866432,0.005818593583031568,204091
ap_ops,18,538532,0.6154548877731622,0.21334599923129108,0.005903492025301703,204091
no_slope,18,538532,0.6154648924085899,0.21334424579202138,0.006554021865911348,204091
ops,19,582350,0.6050983979084569,0.20870075453877898,0.004971012519282,212241
reset_ons,19,582350,0.6049469767126874,0.20864848804284772,0.0047181451859573025,212241
persistent_ons,19,582350,0.6049443971997339,0.20864746760006936,0.0046332892729353875,212241
ap_ops,19,582350,0.6049449350519066,0.20864671112022357,0.004670445506070608,212241
no_slope,19,582350,0.6052674482652095,0.20875137819181427,0.009642661621308501,212241
ops,20,552965,0.6065944181943507,0.20934128826229265,0.00528437368345595,202913
reset_ons,20,552965,0.60651875436786,0.20931848505551173,0.005244939186514688,202913
persistent_ons,20,552965,0.6065167204110219,0.20931775868027513,0.005256360312051876,202913
ap_ops,20,552965,0.6065086704203609,0.20931302124232457,0.005214310722371945,202913
no_slope,20,552965,0.6065898407475128,0.20933730310627213,0.006755613621118868,202913
ops,21,562085,0.6058054508479745,0.209007336788265,0.006517538726954927,205782
reset_ons,21,562085,0.605603740638024,0.20894341419129084,0.005935739232040424,205782
persistent_ons,21,562085,0.6056022013741895,0.208942534066789,0.005872890757400332,205782
ap_ops,21,562085,0.6056056919542326,0.20894201116691355,0.00608418188616129,205782
no_slope,21,562085,0.6058847708853693,0.20903657007336296,0.010331164021026396,205782
ops,22,528347,0.6075768340926777,0.2098486258937141,0.00533110349959328,195055
