B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.25,0.3,const,block,3600,1800,1e-05,0.42153636268013595,0.4248088749159884
0.25,0.3,const,block,1800,1800,1e-05,0.42153636268013595,0.4248088749159884
0.5,0.3,const,block,1800,1800,1e-05,0.42153636268013595,0.4248088749159884
0.5,0.3,const,block,3600,1800,1e-05,0.42153636268013595,0.4248088749159884
2.0,0.3,const,block,3600,1800,1e-05,0.42153636268013595,0.4248088749159884
2.0,0.3,const,block,1800,1800,1e-05,0.42153636268013595,0.4248088749159884
1.0,0.3,const,block,3600,1800,1e-05,0.42153636268013595,0.4248088749159884
1.0,0.3,const,block,1800,1800,1e-05,0.42153636268013595,0.4248088749159884
0.25,0.3,const,block,900,1800,1e-05,0.42156753261926766,0.42482649760301144
0.5,0.3,const,block,900,1800,1e-05,0.42156753261926766,0.42482649760301144
2.0,0.3,const,block,900,1800,1e-05,0.42156753261926766,0.42482649760301144
1.0,0.3,const,block,900,1800,1e-05,0.42156753261926766,0.42482649760301144
0.5,0.1,const,block,1800,1800,1e-05,0.4215980978246264,0.42482823150421517
0.5,0.1,const,block,3600,1800,1e-05,0.4215980978246264,0.42482823150421517
0.25,0.1,const,block,3600,1800,1e-05,0.4215980978246264,0.42482823150421517
0.25,0.1,const,block,1800,1800,1e-05,0.4215980978246264,0.42482823150421517
1.0,0.1,const,block,1800,1800,1e-05,0.4215980978246264,0.42482823150421517
1.0,0.1,const,block,3600,1800,1e-05,0.4215980978246264,0.42482823150421517
2.0,0.1,const,block,3600,1800,1e-05,0.4215980978246264,0.42482823150421517
2.0,0.1,const,block,1800,1800,1e-05,0.4215980978246264,0.42482823150421517
2.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.4215985970474657,0.42482857651102973
2.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.4215985970474657,0.42482857651102973
