regime,seed_set,method,log_loss,log_loss_se,n_seeds,brier,pr_auc,roc_auc,ece,mean_excess_over_oracle,recovery_time_days,peak_post_shift_excess,cumulative_post_shift_regret,stationary_downside,log_loss_A,log_loss_B
s6_mixed,confirm,han_arw,0.3918651683617335,0.008240046959708792,12,0.12495533727728876,0.7532058696511236,0.8718756375771163,0.03824900476576729,0.02023503022285066,,,,,0.39258065439767414,0.3911445207100109
s6_mixed,confirm,amgtp_no_state,0.39599991527766293,0.009627646475869002,12,0.12654667726237048,0.7484551213768224,0.8692129868176816,0.041039722392791224,0.024369777138780205,,,,,0.39691012584394914,0.3950814226283617
s6_mixed,confirm,amgtp,0.3974709709099727,0.009863290720809744,12,0.12700932852688407,0.7465365626789039,0.8677922199713511,0.04247682107686371,0.025840832771089995,,,,,0.398442547483602,0.39649237966950773
s6_mixed,confirm,amgtp_fixed_beta_hi,0.3981815736570456,0.009800156404479463,12,0.1272378377346234,0.7458929854739528,0.8673996225420625,0.045683212179254314,0.026551435518162896,,,,,0.39927358164409027,0.39708243677444166
s6_mixed,confirm,rolling_7,0.39869856943229237,0.008265944349841481,12,0.12737102813276213,0.7431864443383144,0.8649353206931965,0.03812258041421637,0.027068431293409505,,,,,0.399722544614987,0.3976690418293248
s6_mixed,confirm,validation_selected(h=rolling_7),0.39869856943229237,0.008265944349841481,12,0.12737102813276213,0.7431864443383144,0.8649353206931965,0.03812258041421637,0.027068431293409505,,,,,0.399722544614987,0.3976690418293248
s6_mixed,confirm,m5b_smooth0.3,0.3990191189024838,0.006766962633647236,12,0.12751752433797495,0.7448040654467261,0.8669437190289447,0.04008346958268111,0.02738898076360095,,,,,0.3999416577513965,0.3980900076958724
s6_mixed,confirm,amgtp_global_q,0.39921007992589,0.009864612592270967,12,0.12764096797164526,0.7456187194649165,0.8676214894997969,0.041485212771268494,0.027579941787007206,,,,,0.39990192176170386,0.3985110641828044
s6_mixed,confirm,m5b_smooth0.001,0.3998407272628352,0.010447319822000796,12,0.12778600004501503,0.7452852879176978,0.8670705474749448,0.04162175977353911,0.028210589123952412,,,,,0.4006689817359082,0.399009251506484
s6_mixed,confirm,ensemble3,0.40002356902896036,0.010392036183555123,12,0.1279631628377866,0.7429738690122725,0.866060335545313,0.04031144498303918,0.02839343089007751,,,,,0.40097691462644697,0.3990640502223608
s6_mixed,confirm,amgtp_fixed_beta0,0.4003162406020126,0.010851505756063801,12,0.12816780844747228,0.7429565526699241,0.8658157648219239,0.04146559715271185,0.028686102463129717,,,,,0.40106729811312763,0.39955890075975176
s6_mixed,confirm,m5b_smooth0,0.4003162406020126,0.010851505756063801,12,0.12816780844747228,0.7429565526699241,0.8658157648219239,0.04146559715271185,0.028686102463129717,,,,,0.40106729811312763,0.39955890075975176
s6_mixed,confirm,m5b_smooth0.1,0.40190095995765923,0.008809638068002142,12,0.12869804571350832,0.7404886983582512,0.8649700025080208,0.038681040435977046,0.03027082181877642,,,,,0.4026668343161815,0.4011292532344959
s6_mixed,confirm,m5b_smooth0.01,0.4054904678299345,0.012494405504203195,12,0.12999969400622788,0.7351214689997242,0.8607349844089193,0.04179790259458404,0.03386032969105169,,,,,0.40636141136507736,0.40461258587718035
s6_mixed,confirm,adamoe,0.4091169015098028,0.005496909131671622,12,0.1304245791707776,0.7394798524099019,0.8647688092113376,0.05438000735601107,0.03748676337091996,,,,,0.41009865841234067,0.40812593375112166
s6_mixed,confirm,amgtp_uniform_q,0.4120711198743467,0.005491102560545237,12,0.13146804430592968,0.7361682819456346,0.8628915627381449,0.05526303099664703,0.04044098173546388,,,,,0.41307056429269756,0.4110622266172201
s6_mixed,confirm,uniform5,0.4120711216423915,0.005491102450553956,12,0.13146804508684573,0.7361682850747342,0.8628915639620988,0.055263033312231584,0.040440983503508644,,,,,0.4130705660861463,0.41106222835930506
s6_mixed,confirm,m1_global_mix,0.416373142381024,0.004320556629178929,12,0.13417444494053365,0.7191424824067733,0.8534937623395975,0.033046004169194766,0.04474300424214119,,,,,0.41717478004734715,0.4155659056903096
s6_mixed,confirm,rolling_3,0.42932361762893817,0.0049827075539360145,12,0.13728167128499533,0.713985518170584,0.850506006041749,0.044231850391815715,0.057693479490055405,,,,,0.4298929750542886,0.42875061240645645
s6_mixed,confirm,rolling_14,0.4298131508747027,0.014928710001914387,12,0.1377671487280495,0.7060571814005351,0.8388998825179114,0.057589272970094585,0.058183012735819876,,,,,0.431055971094898,0.42856231652689264
s6_mixed,confirm,m2_context_gate,0.42997873496146405,0.009046450702099052,12,0.13869664687970504,0.7042872972670531,0.8448750823061376,0.04000853419320862,0.05834859682258126,,,,,0.43067125769084263,0.42928090625017906
s6_mixed,confirm,diff_forgetting,0.4751073661233131,0.008487198744508923,12,0.1539581697914573,0.7137021106066656,0.8486645048369782,0.11913248586789542,0.10347722798443033,,,,,0.4763118043890409,0.47389052635906276
s6_mixed,confirm,decay_hl7,0.4858724863467809,0.0067866402647219935,12,0.1578612437101725,0.7041830487781339,0.8411887501928624,0.1247748537073571,0.11424234820789803,,,,,0.48701214643953333,0.48471986947717394
