regime,seed_set,method,log_loss,log_loss_se,n_seeds,brier,pr_auc,roc_auc,ece,mean_excess_over_oracle,recovery_time_days,peak_post_shift_excess,cumulative_post_shift_regret,stationary_downside,log_loss_A,log_loss_B
s4_local,confirm,m5b_smooth0.001,0.4589018149216282,0.0038216948589371376,12,0.1497243718071185,0.6721186958412356,0.8242391582477531,0.03074976491446756,-0.029597287668348918,25.0,-0.029001323866451864,-0.20071512104618172,,0.51448595620221,0.4033847861214788
s4_local,confirm,amgtp_fixed_beta0,0.45895646307590127,0.0038114894313464715,12,0.14974885114875597,0.6719751374113901,0.8241731681475554,0.03068789401606525,-0.02954263951407597,25.0,-0.029228589499345595,-0.20113194069272256,,0.5145270788217395,0.4034529496943207
s4_local,confirm,m5b_smooth0,0.45895646307590127,0.0038114894313464715,12,0.14974885114875597,0.6719751374113901,0.8241731681475554,0.03068789401606525,-0.02954263951407597,25.0,-0.029228589499345595,-0.20113194069272256,,0.5145270788217395,0.4034529496943207
s4_local,confirm,m5b_smooth0.01,0.4591757862100156,0.0038776065023315045,12,0.14981749135615333,0.6717121541552945,0.8239683688345455,0.030721667340267215,-0.02932331637996152,25.0,-0.026352671844513426,-0.18568412534005993,,0.5150664990851789,0.40335236202393393
s4_local,confirm,ensemble3,0.45996130674716734,0.0038214899195658145,12,0.1501152202030883,0.6704687790789777,0.8231023198382942,0.030344772981855592,-0.028537795842809743,25.0,-0.02776697891708699,-0.19398397132791523,,0.5168255488247556,0.4031654011973282
s4_local,confirm,amgtp_hidden16,0.4610284093329706,0.0038059878439903197,12,0.15056160190157394,0.6681836584114359,0.8219774237277285,0.029807495398451036,-0.027470693257006514,25.0,-0.026779029946787238,-0.1876512377430514,,0.516530150765916,0.405593678355811
s4_local,confirm,amgtp,0.4612023077942633,0.0038237170091525736,12,0.15062952257508103,0.6678773639063742,0.8218035911634782,0.02986482900945713,-0.02729679479571386,25.0,-0.026644098461415078,-0.1856412182321281,,0.5167400035823954,0.4057316672371889
s4_local,confirm,amgtp_hidden8,0.46132910756885953,0.003813387658349265,12,0.15068004921293496,0.6676460575960035,0.8216596727158288,0.029737117331236632,-0.027169995021117624,25.0,-0.026103685446311448,-0.1849362196687968,,0.5168163932288158,0.40590880513839345
s4_local,confirm,amgtp_no_state,0.4628504243785299,0.0038284350233413356,12,0.15127347628895182,0.6648806513356175,0.820044245871761,0.029209314089558208,-0.025648678211447142,25.0,-0.024379275668594023,-0.17390524561248158,,0.5183522022824819,0.407415748393446
s4_local,confirm,m5b_smooth0.1,0.4670802187427807,0.003983999796905594,12,0.1528744083625719,0.6574602338731446,0.8154025279064868,0.027647542534739066,-0.02141888384719641,25.0,-0.013196691950219344,-0.10781712440973358,,0.5244019650270809,0.40982517390852385
s4_local,confirm,m5b_smooth0.3,0.4774761925337348,0.004018628902764852,12,0.15704617494747697,0.6380727427515472,0.8036193496642053,0.023856594990096097,-0.011022910056242308,25.0,-0.002212756058986113,-0.04106059847705532,,0.5296087435671987,0.42540178598707284
s4_local,confirm,amgtp_fixed_beta_hi,0.481150931332545,0.0041730146837881356,12,0.15855522327327096,0.6310571217515993,0.7995839185588377,0.02305562769691633,-0.007348171257432138,25.0,-0.00214022393884937,-0.03959034165573848,,0.5320631368251902,0.43030071000566067
s4_local,confirm,amgtp_global_q,0.4843053913063721,0.004279933620719447,12,0.15992095146302654,0.6249432883179752,0.7956410613589967,0.02210433614265098,-0.004193711283604997,25.0,0.0003826515001050107,-0.02003086058229368,,0.5238717269623229,0.44478733604204
s4_local,confirm,learn_alpha,0.48621897306894973,0.004274965365272917,12,0.1608140288398932,0.6214933225365554,0.7928683808276591,0.021722012341565206,-0.0022801295210274695,25.0,-0.0001497286040534155,-0.011909489464105513,,0.49951492176824713,0.47294229547493966
s4_local,confirm,fixed_share,0.48640795838354367,0.0042718763530472095,12,0.16089726694914994,0.6210830700130806,0.7926674548176735,0.02184588651672163,-0.002091144206433408,25.0,0.0009465626797664125,-0.006395728981906004,,0.5022238065064979,0.47061384193967154
