day,beta,q_expanding,q_rolling_1,q_rolling_3,q_rolling_7,q_rolling_14,m_expanding,m_rolling_1,m_rolling_3,m_rolling_7,m_rolling_14
4,0.2689414322376251,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
5,0.29871273040771484,0.29819560050964355,0.04943203181028366,0.055982280522584915,0.29819560050964355,0.29819560050964355,0.2205536961555481,0.16848713159561157,0.16985177993774414,0.2205536961555481,0.2205536961555481
6,0.42292237281799316,0.27371302247047424,0.06089870631694794,0.11796191334724426,0.27371302247047424,0.27371302247047424,0.23022833466529846,0.14921683073043823,0.1600981503725052,0.23022833466529846,0.23022833466529846
7,0.5489946007728577,0.20285625755786896,0.10302789509296417,0.2884039580821991,0.20285628736019135,0.20285625755786896,0.2265859991312027,0.14327192306518555,0.17697006464004517,0.2265859991312027,0.2265859991312027
8,0.556398868560791,0.07528642565011978,0.1712931990623474,0.6028476357460022,0.07528642565011978,0.07528642565011978,0.206624835729599,0.14665883779525757,0.23346662521362305,0.2066248506307602,0.206624835729599
9,0.46532902121543884,0.03293285518884659,0.17074154317378998,0.731752872467041,0.031639255583286285,0.03293284773826599,0.1787928342819214,0.15089356899261475,0.3129251003265381,0.178595632314682,0.1787928342819214
10,0.4397025406360626,0.029970970004796982,0.12820519506931305,0.7833676934242249,0.028484784066677094,0.029970964416861534,0.15376833081245422,0.14704681932926178,0.39206424355506897,0.15335224568843842,0.15376833081245422
11,0.5270606279373169,0.06459338217973709,0.08649858832359314,0.7245385050773621,0.05977595970034599,0.06459338217973709,0.14106610417366028,0.1383759081363678,0.43946313858032227,0.1400287002325058,0.14106610417366028
12,0.6510105133056641,0.2410907745361328,0.04634236544370651,0.2788274586200714,0.19264854490756989,0.24109070003032684,0.1513625681400299,0.12890706956386566,0.42289069294929504,0.1454770565032959,0.1513625681400299
13,0.6565275192260742,0.4090889096260071,0.009292574599385262,0.027831733226776123,0.1446985900402069,0.40908879041671753,0.17805731296539307,0.1165052056312561,0.38190144300460815,0.14547869563102722,0.17805731296539307
14,0.5573986172676086,0.4760916233062744,0.0024793141055852175,0.003874576883390546,0.04146375134587288,0.4760914742946625,0.2190779447555542,0.10080648958683014,0.32983100414276123,0.13120658695697784,0.2190779447555542
15,0.38648146390914917,0.49134930968284607,0.0015292167663574219,0.0013387477956712246,0.014434044249355793,0.4913491904735565,0.2693972885608673,0.08246023207902908,0.2691624164581299,0.10958275943994522,0.2693972587585449
16,0.2680778503417969,0.5880481600761414,0.0021402528509497643,0.0011624651961028576,0.008955501951277256,0.39969485998153687,0.3403877019882202,0.06464510411024094,0.20990970730781555,0.08717174082994461,0.2978857159614563
17,0.23226137459278107,0.8427132964134216,0.002984103513881564,0.0011358095798641443,0.00597219867631793,0.14719556272029877,0.4567721486091614,0.050341181457042694,0.1614605188369751,0.06833253055810928,0.26309359073638916
18,0.2179146558046341,0.9461660385131836,0.0045337011106312275,0.001348961959592998,0.004981384612619877,0.04296976700425148,0.5706338882446289,0.03968276455998421,0.12430208176374435,0.05359449237585068,0.21178676187992096
19,0.23516863584518433,0.9596777558326721,0.00961639266461134,0.0024108083453029394,0.007028502877801657,0.021266819909214973,0.6603920459747314,0.03280581906437874,0.09610816836357117,0.042874325066804886,0.16781961917877197
20,0.2558130621910095,0.9301559329032898,0.028447678312659264,0.006502065807580948,0.0161247868090868,0.01876995339989662,0.7196388244628906,0.03220131993293762,0.07619421184062958,0.037169456481933594,0.1347961574792862
21,0.27289775013923645,0.8494410514831543,0.07151077687740326,0.01903023011982441,0.03773529455065727,0.022284429520368576,0.7460644245147705,0.04130515083670616,0.06410037726163864,0.03776802122592926,0.11076204478740692
22,0.31102657318115234,0.734548807144165,0.1272469311952591,0.05005232244729996,0.05531113222241402,0.032840609550476074,0.7459079027175903,0.05862470716238022,0.06063634157180786,0.04084654524922371,0.09398457407951355
23,0.348610520362854,0.42396169900894165,0.31594371795654297,0.14880885183811188,0.0520542711019516,0.05923161655664444,0.683436393737793,0.10942642390727997,0.07762616872787476,0.0427139550447464,0.0867970734834671
24,0.37383919954299927,0.209295853972435,0.18191151320934296,0.48319995403289795,0.036230023950338364,0.08936140686273575,0.595260500907898,0.12280924618244171,0.1533101201057434,0.04144451022148132,0.08717565983533859
25,0.43466705083847046,0.15929695963859558,0.03801674395799637,0.6663662791252136,0.024520643055438995,0.11179884523153305,0.5220369100570679,0.10870721936225891,0.23884263634681702,0.03875058889389038,0.09166261553764343
26,0.5547952055931091,0.38012707233428955,0.013227619230747223,0.3030349314212799,0.030496269464492798,0.27311480045318604,0.5027691125869751,0.09613972902297974,0.24742750823497772,0.03782232850790024,0.11584126949310303
27,0.6259022951126099,0.5841487646102905,0.0038604058790951967,0.04205264896154404,0.02322152629494667,0.3467163145542145,0.5117307305335999,0.08589590340852737,0.22462335228919983,0.036187075078487396,0.14156287908554077
28,0.6215721368789673,0.6500269770622253,0.0017664796905592084,0.008732469752430916,0.018504060804843903,0.32096996903419495,0.5270637273788452,0.07651310414075851,0.20054924488067627,0.034250035881996155,0.16162388026714325
29,0.5666043758392334,0.6770434975624084,0.001582070835866034,0.003692017635330558,0.01872870698571205,0.298953115940094,0.5460681319236755,0.06692369282245636,0.17535331845283508,0.0322960689663887,0.17935878038406372
30,0.5149145722389221,0.7008243799209595,0.002732789609581232,0.003212893381714821,0.023141125217080116,0.27008792757987976,0.5694183111190796,0.057567622512578964,0.15034207701683044,0.03071432188153267,0.19195771217346191
31,0.5083714723587036,0.7595391273498535,0.00601027999073267,0.004030768293887377,0.029295526444911957,0.20112480223178864,0.5980290770530701,0.04990989342331886,0.12874600291252136,0.03033641166985035,0.1929786503314972
