method,day,n,log_loss,brier,ece,clicks
expanding,5,3835892,0.4260198674012811,0.13493332570838856,0.010623747653990575,702156
best_fixed,5,3835892,0.4260198674012811,0.13493332570838856,0.010623747653990575,702156
arw,5,3835892,0.4260198674012811,0.13493332570838856,0.010623747653990575,702156
adamoe,5,3835892,0.42561709456174013,0.13478247392678244,0.010606600386277655,702156
long_only,5,3835892,0.4256171925082923,0.13478251163577026,0.010609429594955158,702156
ops,5,3835892,0.4255304212052026,0.13477102628204907,0.00993962999118045,702156
dualtime,5,3835892,0.4255373462032139,0.13475423450910545,0.010536129570289668,702156
expanding,6,3225010,0.4186738501252383,0.13260118770390947,0.008540353222899892,585643
best_fixed,6,3225010,0.41709080040908836,0.13204276900350356,0.008586851217258098,585643
arw,6,3225010,0.41709080040908836,0.13204276900350356,0.008586851217258098,585643
adamoe,6,3225010,0.4179059793781811,0.13234121844907265,0.008874196100446992,585643
long_only,6,3225010,0.4179054151704871,0.13234102285477367,0.008872178367531769,585643
ops,6,3225010,0.4177534037013962,0.132307605571203,0.008690778455442699,585643
dualtime,6,3225010,0.4178203005807249,0.13231551407527622,0.008454248637351282,585643
expanding,7,5287222,0.3739301244728009,0.11505836225659855,0.012423936205625498,804622
best_fixed,7,5287222,0.3749964326322913,0.11521418366710702,0.01316728126573808,804622
arw,7,5287222,0.3749964326322913,0.11521418366710702,0.01316728126573808,804622
adamoe,7,5287222,0.3737582188544973,0.1149707601144769,0.014719219905577993,804622
long_only,7,5287222,0.3749964326322913,0.11521418366710702,0.01316728126573808,804622
ops,7,5287222,0.37425841064411103,0.11513132815922142,0.011315474557357114,804622
dualtime,7,5287222,0.37449209701187103,0.11515809259838777,0.012488597628396969,804622
expanding,8,3832608,0.38560201529101246,0.11893491745726914,0.00961489723808242,600041
best_fixed,8,3832608,0.3853040159316905,0.11889729072642033,0.0096884716761365,600041
arw,8,3832608,0.3853040159316905,0.11889729072642033,0.0096884716761365,600041
adamoe,8,3832608,0.38524572532789564,0.11885942723324688,0.009912263915465567,600041
long_only,8,3832608,0.38524539946641584,0.11885936628592987,0.009912503979398279,600041
ops,8,3832608,0.38496803534045154,0.11884122971206551,0.00784917754560032,600041
dualtime,8,3832608,0.38511610881206215,0.11885379431243515,0.009011566430680374,600041
expanding,9,4218938,0.4065022609415935,0.12646859129201685,0.010614725201921938,714185
best_fixed,9,4218938,0.4065454999264295,0.12653740288404075,0.012725824957516582,714185
arw,9,4218938,0.4065454999264295,0.12653740288404075,0.012725824957516582,714185
adamoe,9,4218938,0.40624031762241686,0.12643458659569262,0.011004999604318187,714185
long_only,9,4218938,0.4062392095231735,0.12643458630439053,0.01101031544105591,714185
ops,9,4218938,0.4058393723396628,0.126365368877051,0.008639250101581009,714185
dualtime,9,4218938,0.4059741233629457,0.12638394768299718,0.009732287553328426,714185
