origin,method,cfg,seed,inner_loss
5,ops,-,0,0.4246032962671219
5,persistent_ons,hl4,0,0.42534772384679115
5,reset_ons,hl4,0,0.4253974722886208
5,persistent_ons,hl16,0,0.4253245115040118
5,reset_ons,hl16,0,0.42538325828497137
5,ap_ops,lam0_tau4,0,0.4246032962671219
5,no_slope,lam0_tau4,0,0.42472331181667233
5,ap_ops,lam0_tau16,0,0.4246032962671219
5,no_slope,lam0_tau16,0,0.42472331181667233
5,ap_ops,lam0_tauinf,0,0.4246032962671219
5,no_slope,lam0_tauinf,0,0.42472331181667233
5,ap_ops,lam0.25_tau4,0,0.4245725022437769
5,no_slope,lam0.25_tau4,0,0.4246336700678746
5,ap_ops,lam0.25_tau16,0,0.4245915590281687
5,no_slope,lam0.25_tau16,0,0.4246491820136089
5,ap_ops,lam0.25_tauinf,0,0.4246103399830916
5,no_slope,lam0.25_tauinf,0,0.42469815010174
5,ap_ops,lam0.5_tau4,0,0.424642341113107
5,no_slope,lam0.5_tau4,0,0.4246384894968662
5,ap_ops,lam0.5_tau16,0,0.42464331705350206
5,no_slope,lam0.5_tau16,0,0.42467919718239067
5,ap_ops,lam0.5_tauinf,0,0.42464560765085296
5,no_slope,lam0.5_tauinf,0,0.42473991122445004
5,ap_ops,lam0.75_tau4,0,0.42483431213972844
5,no_slope,lam0.75_tau4,0,0.4246908654016111
5,ap_ops,lam0.75_tau16,0,0.42477867447640477
5,no_slope,lam0.75_tau16,0,0.42472510957691745
5,ap_ops,lam0.75_tauinf,0,0.4247252431755761
5,no_slope,lam0.75_tauinf,0,0.42476572562246184
5,ap_ops,lam1_tau4,0,0.4253358461067583
5,no_slope,lam1_tau4,0,0.42478289750946346
5,ap_ops,lam1_tau16,0,0.425335721974041
5,no_slope,lam1_tau16,0,0.42478289751761517
5,ap_ops,lam1_tauinf,0,0.4253355539057284
5,no_slope,lam1_tauinf,0,0.4247828974976358
6,ops,-,0,0.4209523049509866
6,persistent_ons,hl4,0,0.4214363409819592
6,reset_ons,hl4,0,0.42147569708846355
6,persistent_ons,hl16,0,0.421413895423177
6,reset_ons,hl16,0,0.4214627955873376
6,ap_ops,lam0_tau4,0,0.4209523049509866
6,no_slope,lam0_tau4,0,0.4209999964191493
6,ap_ops,lam0_tau16,0,0.4209523049509866
6,no_slope,lam0_tau16,0,0.4209999964191493
6,ap_ops,lam0_tauinf,0,0.4209523049509866
6,no_slope,lam0_tauinf,0,0.4209999964191493
6,ap_ops,lam0.25_tau4,0,0.4209090407604038
6,no_slope,lam0.25_tau4,0,0.4209757565715336
6,ap_ops,lam0.25_tau16,0,0.4209221055067905
6,no_slope,lam0.25_tau16,0,0.42099575525818
6,ap_ops,lam0.25_tauinf,0,0.4209502156621632
6,no_slope,lam0.25_tauinf,0,0.4210736623749016
6,ap_ops,lam0.5_tau4,0,0.42093658603381073
6,no_slope,lam0.5_tau4,0,0.42100509951000326
6,ap_ops,lam0.5_tau16,0,0.4209302130154971
6,no_slope,lam0.5_tau16,0,0.4210377767221294
6,ap_ops,lam0.5_tauinf,0,0.4209514360085913
6,no_slope,lam0.5_tauinf,0,0.4211126302333992
6,ap_ops,lam0.75_tau4,0,0.4210515539571591
6,no_slope,lam0.75_tau4,0,0.42106128749773225
6,ap_ops,lam0.75_tau16,0,0.4209921265041054
6,no_slope,lam0.75_tau16,0,0.42108595653900555
6,ap_ops,lam0.75_tauinf,0,0.42097036933990367
6,no_slope,lam0.75_tauinf,0,0.4211308893150787
6,ap_ops,lam1_tau4,0,0.42142484068022196
6,no_slope,lam1_tau4,0,0.4211415717944488
6,ap_ops,lam1_tau16,0,0.42142471084007715
6,no_slope,lam1_tau16,0,0.4211415717915886
6,ap_ops,lam1_tauinf,0,0.4214245328486209
6,no_slope,lam1_tauinf,0,0.42114157175282557
7,ops,-,0,0.42156056173582773
7,persistent_ons,hl4,0,0.4218472690468772
7,reset_ons,hl4,0,0.42189794356660554
7,persistent_ons,hl16,0,0.4218287531506971
7,reset_ons,hl16,0,0.42188737998742076
7,ap_ops,lam0_tau4,0,0.42156056173582773
7,no_slope,lam0_tau4,0,0.42164800582584705
7,ap_ops,lam0_tau16,0,0.42156056173582773
7,no_slope,lam0_tau16,0,0.42164800582584705
7,ap_ops,lam0_tauinf,0,0.42156056173582773
7,no_slope,lam0_tauinf,0,0.42164800582584705
7,ap_ops,lam0.25_tau4,0,0.42149277401653373
7,no_slope,lam0.25_tau4,0,0.42159910452552857
7,ap_ops,lam0.25_tau16,0,0.421504098164024
7,no_slope,lam0.25_tau16,0,0.4216072135167016
7,ap_ops,lam0.25_tauinf,0,0.42155990717104314
7,no_slope,lam0.25_tauinf,0,0.42164177960177907
7,ap_ops,lam0.5_tau4,0,0.4214853735021526
7,no_slope,lam0.5_tau4,0,0.42159835680803315
7,ap_ops,lam0.5_tau16,0,0.4214882244855904
7,no_slope,lam0.5_tau16,0,0.4216171681055397
7,ap_ops,lam0.5_tauinf,0,0.42156023141849874
7,no_slope,lam0.5_tauinf,0,0.4216602186949826
7,ap_ops,lam0.75_tau4,0,0.42155059077055784
7,no_slope,lam0.75_tau4,0,0.4216236598535869
7,ap_ops,lam0.75_tau16,0,0.42151809011382535
7,no_slope,lam0.75_tau16,0,0.42163904917026596
7,ap_ops,lam0.75_tauinf,0,0.42156623500184603
7,no_slope,lam0.75_tauinf,0,0.4216676990283363
7,ap_ops,lam1_tau4,0,0.4218377577306042
7,no_slope,lam1_tau4,0,0.42167173664809615
7,ap_ops,lam1_tau16,0,0.4218376297504544
7,no_slope,lam1_tau16,0,0.4216717366410776
7,ap_ops,lam1_tauinf,0,0.421837430470031
7,no_slope,lam1_tauinf,0,0.42167173657722273
8,ops,-,0,0.40094450584090535
8,persistent_ons,hl4,0,0.40085844244781066
8,reset_ons,hl4,0,0.40090841533608784
8,persistent_ons,hl16,0,0.4008556219559002
8,reset_ons,hl16,0,0.40090794661189916
8,ap_ops,lam0_tau4,0,0.40094450584090535
8,no_slope,lam0_tau4,0,0.4012733160007566
8,ap_ops,lam0_tau16,0,0.40094450584090535
8,no_slope,lam0_tau16,0,0.4012733160007566
8,ap_ops,lam0_tauinf,0,0.40094450584090535
8,no_slope,lam0_tauinf,0,0.4012733160007566
8,ap_ops,lam0.25_tau4,0,0.4008359321147059
8,no_slope,lam0.25_tau4,0,0.4012008914289585
8,ap_ops,lam0.25_tau16,0,0.4008423643518937
8,no_slope,lam0.25_tau16,0,0.4011936463374444
8,ap_ops,lam0.25_tauinf,0,0.40094330024764724
8,no_slope,lam0.25_tauinf,0,0.4011567393023702
8,ap_ops,lam0.5_tau4,0,0.4007855406777288
8,no_slope,lam0.5_tau4,0,0.40116188551776943
8,ap_ops,lam0.5_tau16,0,0.40079427999190165
8,no_slope,lam0.5_tau16,0,0.40115965147537547
8,ap_ops,lam0.5_tauinf,0,0.4009409208501488
8,no_slope,lam0.5_tauinf,0,0.40116215081455964
8,ap_ops,lam0.75_tau4,0,0.4007916545050842
8,no_slope,lam0.75_tau4,0,0.40115128927452326
8,ap_ops,lam0.75_tau16,0,0.4007929640435117
8,no_slope,lam0.75_tau16,0,0.40115257850193975
8,ap_ops,lam0.75_tauinf,0,0.4009340286790714
8,no_slope,lam0.75_tauinf,0,0.4011645249677277
8,ap_ops,lam1_tau4,0,0.40085701746362995
8,no_slope,lam1_tau4,0,0.401165839166252
8,ap_ops,lam1_tau16,0,0.4008570051369015
8,no_slope,lam1_tau16,0,0.4011658391571054
8,ap_ops,lam1_tauinf,0,0.4008568945962415
8,no_slope,lam1_tauinf,0,0.4011658391344293
9,ops,-,0,0.38835528984673595
9,persistent_ons,hl4,0,0.388320121372677
9,reset_ons,hl4,0,0.38838856649115405
9,persistent_ons,hl16,0,0.38831677718700613
9,reset_ons,hl16,0,0.3883878681553417
9,ap_ops,lam0_tau4,0,0.38835528984673595
9,no_slope,lam0_tau4,0,0.3887677888615671
9,ap_ops,lam0_tau16,0,0.38835528984673595
9,no_slope,lam0_tau16,0,0.3887677888615671
9,ap_ops,lam0_tauinf,0,0.38835528984673595
9,no_slope,lam0_tauinf,0,0.3887677888615671
9,ap_ops,lam0.25_tau4,0,0.38824180542297454
9,no_slope,lam0.25_tau4,0,0.38869109716243316
9,ap_ops,lam0.25_tau16,0,0.388243527377287
9,no_slope,lam0.25_tau16,0,0.3886831093378021
9,ap_ops,lam0.25_tauinf,0,0.3883538838760216
9,no_slope,lam0.25_tauinf,0,0.3886566297381685
9,ap_ops,lam0.5_tau4,0,0.3881987269232219
9,no_slope,lam0.5_tau4,0,0.3886522095656973
9,ap_ops,lam0.5_tau16,0,0.38820443661918475
9,no_slope,lam0.5_tau16,0,0.38865002127086223
9,ap_ops,lam0.5_tauinf,0,0.38835111455079513
9,no_slope,lam0.5_tauinf,0,0.3886620169995121
9,ap_ops,lam0.75_tau4,0,0.3882234718316912
9,no_slope,lam0.75_tau4,0,0.3886450235286353
9,ap_ops,lam0.75_tau16,0,0.3882260475376575
9,no_slope,lam0.75_tau16,0,0.3886470301458244
9,ap_ops,lam0.75_tauinf,0,0.38834313533210835
9,no_slope,lam0.75_tauinf,0,0.38866426874009535
9,ap_ops,lam1_tau4,0,0.3883184387027786
9,no_slope,lam1_tau4,0,0.38866549430378067
9,ap_ops,lam1_tau16,0,0.38831842972065084
9,no_slope,lam1_tau16,0,0.3886654943031917
9,ap_ops,lam1_tauinf,0,0.3883182885392375
9,no_slope,lam1_tauinf,0,0.3886654943056424
5,ops,-,1,0.424516018113511
5,persistent_ons,hl4,1,0.4252350036118082
5,reset_ons,hl4,1,0.42523980448352106
5,persistent_ons,hl16,1,0.4252120334170033
5,reset_ons,hl16,1,0.4252252174724881
5,ap_ops,lam0_tau4,1,0.424516018113511
5,no_slope,lam0_tau4,1,0.42463571622454516
5,ap_ops,lam0_tau16,1,0.424516018113511
5,no_slope,lam0_tau16,1,0.42463571622454516
5,ap_ops,lam0_tauinf,1,0.424516018113511
5,no_slope,lam0_tauinf,1,0.42463571622454516
5,ap_ops,lam0.25_tau4,1,0.424496154555626
5,no_slope,lam0.25_tau4,1,0.42454952404767465
5,ap_ops,lam0.25_tau16,1,0.42451505725742633
5,no_slope,lam0.25_tau16,1,0.4245614932842424
5,ap_ops,lam0.25_tauinf,1,0.42452884762052745
5,no_slope,lam0.25_tauinf,1,0.42457985030065504
5,ap_ops,lam0.5_tau4,1,0.424566903275213
5,no_slope,lam0.5_tau4,1,0.42454257547109264
5,ap_ops,lam0.5_tau16,1,0.4245687641721792
5,no_slope,lam0.5_tau16,1,0.42456926826385427
5,ap_ops,lam0.5_tauinf,1,0.42456172408800275
5,no_slope,lam0.5_tauinf,1,0.4245967527027529
5,ap_ops,lam0.75_tau4,1,0.42474384935319154
5,no_slope,lam0.75_tau4,1,0.4245806484870053
5,ap_ops,lam0.75_tau16,1,0.42469572285130874
5,no_slope,lam0.75_tau16,1,0.4246033541680511
5,ap_ops,lam0.75_tauinf,1,0.4246354231724413
5,no_slope,lam0.75_tauinf,1,0.4246234888059729
5,ap_ops,lam1_tau4,1,0.4252232404508518
5,no_slope,lam1_tau4,1,0.42465621126322395
5,ap_ops,lam1_tau16,1,0.4252231286285359
5,no_slope,lam1_tau16,1,0.42465621127193764
5,ap_ops,lam1_tauinf,1,0.42522298231324623
5,no_slope,lam1_tauinf,1,0.42465621126023523
6,ops,-,1,0.4209531256359681
6,persistent_ons,hl4,1,0.4214410842430266
6,reset_ons,hl4,1,0.42147833975851023
6,persistent_ons,hl16,1,0.4214186446572629
6,reset_ons,hl16,1,0.42146432442923937
6,ap_ops,lam0_tau4,1,0.4209531256359681
6,no_slope,lam0_tau4,1,0.421023209901083
6,ap_ops,lam0_tau16,1,0.4209531256359681
6,no_slope,lam0_tau16,1,0.421023209901083
6,ap_ops,lam0_tauinf,1,0.4209531256359681
6,no_slope,lam0_tauinf,1,0.421023209901083
6,ap_ops,lam0.25_tau4,1,0.4209132651673838
6,no_slope,lam0.25_tau4,1,0.4209986368779084
6,ap_ops,lam0.25_tau16,1,0.42092762790379934
6,no_slope,lam0.25_tau16,1,0.42101214765666234
6,ap_ops,lam0.25_tauinf,1,0.4209506537724
6,no_slope,lam0.25_tauinf,1,0.421034412392536
6,ap_ops,lam0.5_tau4,1,0.42094163890383846
6,no_slope,lam0.5_tau4,1,0.4210244364947239
6,ap_ops,lam0.5_tau16,1,0.4209395352874163
6,no_slope,lam0.5_tau16,1,0.42105171058533714
6,ap_ops,lam0.5_tauinf,1,0.4209522531125394
6,no_slope,lam0.5_tauinf,1,0.4210869865322994
