day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,rolling_14
17,expanding
18,expanding
19,rolling_14
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,expanding
27,expanding
28,expanding
29,expanding
30,expanding
31,expanding
32,expanding
33,expanding
34,expanding
35,expanding
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,rolling_7
44,expanding
45,rolling_7
46,rolling_3
47,rolling_3
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,expanding
64,expanding
65,expanding
66,expanding
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_3
72,expanding
73,expanding
74,expanding
75,rolling_3
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,expanding
82,expanding
83,expanding
84,expanding
85,rolling_3
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_7
91,rolling_7
92,rolling_7
93,rolling_7
94,expanding
95,expanding
96,expanding
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_3
101,rolling_3
102,rolling_3
103,rolling_3
104,rolling_7
105,rolling_7
106,rolling_7
107,rolling_7
108,rolling_7
109,expanding
110,expanding
111,expanding
112,rolling_3
113,rolling_3
114,rolling_3
115,rolling_3
116,rolling_3
117,rolling_3
118,expanding
119,expanding
