day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,expanding
19,expanding
20,expanding
21,rolling_14
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_3
28,rolling_3
29,expanding
30,expanding
31,expanding
32,expanding
33,expanding
34,rolling_14
35,rolling_14
36,rolling_14
37,rolling_14
38,rolling_14
39,rolling_14
40,rolling_3
41,rolling_3
42,rolling_3
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_7
47,rolling_7
48,rolling_7
49,rolling_7
50,rolling_7
51,rolling_7
52,rolling_7
53,expanding
54,expanding
55,expanding
56,rolling_3
57,rolling_3
58,rolling_3
59,rolling_3
60,rolling_3
61,rolling_3
62,rolling_7
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,rolling_7
68,rolling_7
69,rolling_7
70,rolling_7
71,rolling_7
72,rolling_7
73,expanding
74,expanding
75,expanding
76,expanding
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,expanding
82,expanding
83,expanding
84,expanding
85,rolling_3
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_3
91,rolling_7
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,expanding
100,expanding
101,expanding
102,rolling_3
103,rolling_3
104,rolling_3
105,rolling_3
106,rolling_3
107,rolling_3
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,expanding
118,expanding
119,expanding
