day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,expanding
19,expanding
20,expanding
21,expanding
22,expanding
23,expanding
24,expanding
25,expanding
26,expanding
27,expanding
28,expanding
29,expanding
30,rolling_14
31,rolling_7
32,rolling_3
33,rolling_3
34,rolling_3
35,rolling_7
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_7
47,rolling_7
48,rolling_7
49,rolling_7
50,rolling_7
51,rolling_7
52,rolling_7
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_14
59,rolling_14
60,rolling_14
61,rolling_14
62,rolling_14
63,rolling_14
64,rolling_14
65,rolling_14
66,rolling_14
67,rolling_14
68,rolling_14
69,rolling_14
70,rolling_14
71,rolling_14
72,rolling_14
73,expanding
74,rolling_14
75,rolling_3
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,rolling_3
82,rolling_7
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,rolling_7
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,expanding
98,expanding
99,expanding
100,expanding
101,rolling_3
102,rolling_3
103,rolling_3
104,rolling_3
105,rolling_3
106,rolling_7
107,rolling_7
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
