day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,oracle_horizon_A,oracle_horizon_loss_A,oracle_horizon_B,oracle_horizon_loss_B,m5b_low_loss,m5b_high_loss,oracle_persistence
4,expanding,0.35204629149274325,60,expanding,0.3304408542450318,expanding,0.37316749349561484,0.3598290740323687,0.3598290740323687,low
5,expanding,0.3445064130504619,60,expanding,0.3470300393807527,expanding,0.34203934789039525,0.3451292293324258,0.35462843227790963,low
6,expanding,0.33125048984957634,60,expanding,0.33999152043506237,expanding,0.322919195072785,0.33171172022249357,0.3422667723493111,low
7,expanding,0.3390531281598911,60,expanding,0.334070918371466,expanding,0.3439627975013636,0.33924912208399166,0.3418219421739833,low
8,expanding,0.34147286776871305,60,expanding,0.34264247299557266,expanding,0.3403125821054141,0.3423160005509212,0.3443159560658317,low
9,expanding,0.33603851707122717,60,expanding,0.3293613226020984,expanding,0.3428415267793436,0.3372026161496992,0.3399451248773212,low
10,expanding,0.3317001890556942,60,expanding,0.31889345661655083,expanding,0.3442198885990361,0.3334059610423707,0.3363217842741867,low
11,expanding,0.33873257704497917,60,expanding,0.34669661024013093,expanding,0.3306938643690959,0.3413013298568783,0.34633915817514904,low
12,expanding,0.3245368313262429,60,expanding,0.32912152381045984,expanding,0.3201142694210357,0.3255251397079758,0.33006413387526934,low
13,expanding,0.32846235510602734,60,expanding,0.3231494729457333,expanding,0.33397735778328913,0.3297655622813641,0.3348051919376329,low
14,expanding,0.3292218812638621,60,expanding,0.34300704767329787,expanding,0.315906458401799,0.330631665178245,0.33374960612946125,low
15,rolling_14,0.3032835679511083,14,rolling_14,0.3087750764286227,expanding,0.29772384886341235,0.30455700899310106,0.3072477592668914,low
16,expanding,0.3312121861292568,60,expanding,0.3374544615105599,expanding,0.3245483097918078,0.3328056788164978,0.3346441703163597,low
17,expanding,0.32522992769714826,60,expanding,0.3224075395981272,rolling_14,0.3275799351466867,0.3268046630962229,0.3293372175465461,low
18,expanding,0.3231447613371802,60,expanding,0.3251771121511582,expanding,0.3212154146580236,0.3245145487554318,0.3274535507677201,low
19,expanding,0.3197123368464432,60,expanding,0.32215597092200393,expanding,0.31735511812129513,0.32234725189676994,0.32609848318226603,low
20,expanding,0.3543834338233132,60,expanding,0.3498843255927447,expanding,0.3589429327683861,0.35551246916042645,0.35892334076582394,low
21,expanding,0.315525778905092,60,rolling_14,0.3138135577324661,expanding,0.31399593611209553,0.3160956522123446,0.31857828818634754,low
22,expanding,0.3253494560748352,60,expanding,0.3351622298915604,expanding,0.3156148716909126,0.3273148821249219,0.33017008843522777,low
23,expanding,0.3185658771809292,60,rolling_14,0.31998918964765627,expanding,0.3167988722201633,0.3192429998859867,0.32091813144404624,low
24,expanding,0.31455817348847676,60,expanding,0.31424752586540633,expanding,0.31486226390578315,0.31687786117832106,0.3205292882491658,low
25,expanding,0.30373095450770604,60,expanding,0.31341067162752384,expanding,0.2938425103340916,0.304919890336879,0.30824215134910926,low
26,expanding,0.3188202592414201,60,expanding,0.31713671331288906,expanding,0.3205424029862492,0.31911506890761077,0.3218044219186532,low
27,expanding,0.32652718303985684,60,expanding,0.32578920804881845,expanding,0.327278061426838,0.3284216020472099,0.33148906946383516,low
28,expanding,0.3191649395590061,60,expanding,0.31367405087518374,expanding,0.3244828868669601,0.32178421792904144,0.32530814004362846,low
29,expanding,0.31682920295555195,60,expanding,0.30658624137996915,expanding,0.32785190555072935,0.3173846241750999,0.32084473664306795,low
30,expanding,0.31256702485759424,60,expanding,0.3154996525343228,expanding,0.3095511176930883,0.3135700376729916,0.31714236438402,low
31,expanding,0.3123074819183051,60,expanding,0.3184971260592127,expanding,0.30624848989646686,0.3135075849212054,0.31515096067392234,low
32,expanding,0.31285703386703095,60,expanding,0.32024764846756254,expanding,0.30540705690023007,0.31374776306656815,0.3144364639664939,low
33,expanding,0.3244311473482566,60,expanding,0.32740289480793605,expanding,0.3214593998885771,0.3263295643945395,0.3269850400119374,low
34,expanding,0.30859707765874334,60,expanding,0.3149035693440471,expanding,0.3020419275657254,0.31014342324317473,0.3119320938399909,low
35,expanding,0.317015386653718,60,expanding,0.3257591284303838,expanding,0.3086592422960959,0.31772460604854796,0.31955369804691275,low
36,expanding,0.32682493273209035,60,expanding,0.32786708365171463,expanding,0.3258382369554959,0.3280658298488421,0.329804964425079,low
37,expanding,0.31501220874965624,60,expanding,0.327974450618627,expanding,0.30260802817445726,0.3162130694741195,0.3171842260054582,low
38,expanding,0.3175936726066808,60,expanding,0.3225479296588508,expanding,0.3123329666646859,0.31899555942996016,0.320226774270905,low
39,expanding,0.3121624489533774,60,expanding,0.31906792498983655,expanding,0.3051642819634088,0.3145209778012177,0.3159128936350683,low
40,expanding,0.3173662921422658,60,expanding,0.3209478661019315,expanding,0.3140690428759412,0.31757746973165074,0.31815036190983564,low
41,expanding,0.3131048046923505,60,expanding,0.3249666625789183,expanding,0.3017081177032952,0.3140406163044139,0.31530867546998087,low
42,expanding,0.32044770191235283,60,expanding,0.3284965126107832,expanding,0.312114944025104,0.32312668704602515,0.3240542589612203,low
43,expanding,0.3105251071358087,60,expanding,0.3170314277645071,expanding,0.30355148171057406,0.31227849560237925,0.3145700095980129,low
44,expanding,0.31960435695867434,60,expanding,0.3240104794784328,expanding,0.3152912396636072,0.320386166633441,0.32228237410032134,low
45,expanding,0.32520843836631397,60,expanding,0.33224068999754636,expanding,0.3180341210455617,0.3261106325329094,0.32724267740223484,low
46,expanding,0.30971579572206065,60,expanding,0.32185066835142434,expanding,0.297852897825326,0.31214105153166744,0.31311048866648533,low
47,expanding,0.31527140199689485,60,expanding,0.3126974361246553,expanding,0.31782826510586376,0.31617987594996094,0.3168469189632698,low
48,expanding,0.3128493145155966,60,expanding,0.3155467670789401,expanding,0.310015422109678,0.3135902560964099,0.31429447858016796,low
