day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
13,rolling_3,0.43041317476607416,3,0.4278769191998056,0.4278769191998056,low
14,expanding,0.3786031925880578,60,0.37863168367470357,0.37868455836028214,low
15,expanding,0.40627673441567225,60,0.40591967868930356,0.40582168680815844,high
16,expanding,0.3579720215486305,60,0.35899739513266626,0.3597702275316112,low
17,rolling_3,0.34692977176988243,3,0.34652685613718304,0.3460831496733314,high
18,rolling_3,0.34123326539449467,3,0.34150635680927244,0.34124298609659437,high
19,expanding,0.430050379955738,60,0.4308293609995152,0.4307423625118422,high
20,expanding,0.42380113537888614,60,0.4222956029693173,0.42236579883349074,low
21,rolling_1,0.4057015575245772,1,0.4046661110993806,0.40506557028741613,low
22,expanding,0.39731045526308856,60,0.39553052226178953,0.39652882295541203,low
23,rolling_14,0.40308166291988945,14,0.4044041140116084,0.40349758076899295,high
24,rolling_14,0.43798110290592107,14,0.4379335455149666,0.4379468949093314,low
25,expanding,0.450478458776072,60,0.45027170881284956,0.4521266365895187,low
26,expanding,0.42864147641590056,60,0.4299804670182573,0.4317754143452032,low
27,rolling_14,0.43754394124260576,14,0.4378631213844742,0.4380826263959894,low
28,rolling_14,0.4272657882382253,14,0.4266470952739972,0.42645682444676,high
29,rolling_14,0.45762318464477775,14,0.4567731320340481,0.4568445629707814,low
30,rolling_14,0.45903913855867323,14,0.45945312300467445,0.4595100924328037,low
31,rolling_3,0.4193957857415522,3,0.42064061512993833,0.42053824493677067,high
32,rolling_14,0.43933771657906073,14,0.44113076831902015,0.44053942612753166,high
33,rolling_14,0.419606002410675,14,0.4200637420342304,0.42047574071593585,low
34,rolling_3,0.35947722717500225,3,0.35903678830007485,0.3596322652201213,low
35,rolling_3,0.3960843412427621,3,0.39706604069986506,0.39597701501721155,high
36,expanding,0.42981461400875737,60,0.43043830088468465,0.42936238798527815,high
37,expanding,0.447614701193798,60,0.4470029129597285,0.44689689430080876,high
38,rolling_14,0.4187114266875476,14,0.4210738958733729,0.42445432305444764,low
39,rolling_14,0.4160653550853492,14,0.41635636849009416,0.4162110605550641,high
40,rolling_14,0.409762722999589,14,0.4093489042500129,0.4093218132860064,high
41,expanding,0.41954272580155183,60,0.41945372240012596,0.41903790652800077,high
42,rolling_14,0.4229359147797606,14,0.42138401872916154,0.4215446314411068,low
43,rolling_14,0.4277871022551559,14,0.4271975958391948,0.4272246644406245,low
44,rolling_14,0.39453521726811086,14,0.3947931406206622,0.3947650641186189,high
45,rolling_14,0.37534694613866576,14,0.3756542443686007,0.3761696935160602,low
46,rolling_7,0.35306470078796415,7,0.3504858910051806,0.3516704938081152,low
47,rolling_14,0.37246613550824426,14,0.3730431439834404,0.36991531056445187,high
48,expanding,0.4372706886141329,60,0.43712870758411343,0.4402599999121931,low
49,expanding,0.3569193094496507,60,0.3560663074083724,0.35506394071008557,high
50,rolling_14,0.4326287649297551,14,0.4322558835734422,0.43284888739115923,low
51,rolling_14,0.4552733504449861,14,0.45435199808926685,0.4542368003489814,high
52,rolling_14,0.4127914891410485,14,0.4121844472843939,0.41249300982692394,low
53,rolling_14,0.40417540157271287,14,0.4032603785046915,0.40325706704767694,high
54,rolling_3,0.42923677281575956,3,0.4282861316534202,0.4282741723748171,high
55,rolling_14,0.4288226380914231,14,0.428426576976672,0.4284714421957878,low
56,rolling_14,0.4297628932141804,14,0.43040783934410803,0.43041699556979207,low
57,rolling_1,0.40836696252803417,1,0.40798755763652544,0.4077179609186559,high
58,rolling_14,0.3940914552024122,14,0.39388108224334767,0.39409251127853245,low
59,expanding,0.4051961095603311,60,0.40453941779976793,0.4042337118529708,high
60,expanding,0.4233578320827198,60,0.42250935178077526,0.42249747585456543,high
61,rolling_14,0.4417099110350778,14,0.4421962499897881,0.44265630894079866,low
62,rolling_14,0.44496787042523667,14,0.4455947691173295,0.44623089111085273,low
63,rolling_14,0.4340218080740904,14,0.4327548232739329,0.43322854111378073,low
64,rolling_14,0.4241257103694895,14,0.42386472138609876,0.42388637389729406,low
65,rolling_7,0.4100093586867158,7,0.4101035710282188,0.41028769325775083,low
66,rolling_7,0.41913414520944026,7,0.4190240440925109,0.4195562298712266,low
67,rolling_14,0.42960516386054487,14,0.4292955403678583,0.4294723062168135,low
68,rolling_14,0.4284522805794169,14,0.42794587275421897,0.4279841743699798,low
69,rolling_1,0.4124004053357221,1,0.4113090901086554,0.41095693267781613,high
70,rolling_3,0.3873151908121467,3,0.38676213132787846,0.3872858689597678,low
71,rolling_14,0.3934058771042144,14,0.3936390796976841,0.3931431152845696,high
72,rolling_14,0.4425466317436235,14,0.4510497841674823,0.44712856124313827,high
73,rolling_14,0.4075468848928897,14,0.40642325866010653,0.4061460472245168,high
74,rolling_14,0.4270816502491179,14,0.4276812763117266,0.4269711500726063,high
75,rolling_14,0.4298463722599274,14,0.42969296053772343,0.42959487112969863,high
76,rolling_3,0.4161632820170824,3,0.41581241520538303,0.41561549359546823,high
77,rolling_14,0.38758165981602394,14,0.38718357203130654,0.38742193191774144,low
78,rolling_7,0.4118781561023486,7,0.41128230759407336,0.4114417322724627,low
79,rolling_14,0.46470935609085817,14,0.46473093550331046,0.4642873865076081,high
80,rolling_14,0.4282685578661431,14,0.4273115846541781,0.42749568818833045,low
81,rolling_1,0.3970794497000879,1,0.39715826387904013,0.39701158826137933,high
82,rolling_1,0.37593113440481984,1,0.375244790360867,0.37535072649271806,low
83,rolling_14,0.3955755626945822,14,0.39648850337908603,0.39663531022438314,low
84,expanding,0.44318961292112885,60,0.4410947710076038,0.44159707351986743,low
85,rolling_14,0.36249705643037294,14,0.3663048068587577,0.36618275324675587,high
86,expanding,0.42372263727719556,60,0.42417606745741965,0.42476789797317366,low
87,rolling_7,0.39464260801785833,7,0.3959374768539546,0.3955523405100985,high
88,expanding,0.33614086944739063,60,0.33874389272537025,0.33860874450015743,high
89,rolling_14,0.37064877524992496,14,0.3697974022190351,0.36977711248049167,high
90,rolling_7,0.3638170380706785,7,0.3636104202007075,0.3635559219182354,high
91,rolling_7,0.374702086894476,7,0.3739119237000528,0.37379807266910425,high
92,rolling_14,0.37929127053115186,14,0.3793175422401879,0.3793682079233346,low
93,rolling_3,0.35292463086710263,3,0.35363001389109455,0.35397028934788743,low
94,rolling_3,0.3583719784356144,3,0.3568921376524887,0.35695159971494483,low
95,rolling_14,0.3469820528039976,14,0.34648872255148216,0.3464936325498254,low
96,rolling_14,0.35892634399644313,14,0.3584007222062963,0.35844506281584254,low
97,rolling_7,0.4213232126996406,7,0.42051046147804194,0.42041908972657677,high
98,rolling_14,0.3732933843582841,14,0.37261945895101317,0.37286268920606414,low
99,rolling_14,0.3807320545021273,14,0.38002181418253045,0.3801318429961735,low
100,rolling_7,0.3679962554799285,7,0.36752062892568954,0.36778243183734527,low
101,rolling_7,0.3765587669541809,7,0.37581328647427337,0.3757240576049228,high
102,rolling_7,0.3793039823814782,7,0.37876765839216936,0.37862983156434965,high
103,rolling_7,0.3930854586210799,7,0.39279227210704964,0.392963845193342,low
104,rolling_14,0.38367086966956193,14,0.3827137321399596,0.3829214817235325,low
105,rolling_14,0.37293341949186787,14,0.3731494899555738,0.3733725414938605,low
106,rolling_3,0.38185007857379727,3,0.3815225489771611,0.38166691525389823,low
107,rolling_14,0.4017770569606349,14,0.402173652249586,0.40212604772172866,high
