day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
108,rolling_3,0.4487569455697137,3,0.44725765178014604,0.4475601616141,low
109,rolling_14,0.3968730757387481,14,0.39578195676737865,0.39584583844875526,low
110,rolling_7,0.3272910033568087,7,0.3246833497898644,0.32478759314238204,low
111,rolling_7,0.41509108580539267,7,0.4148031224127419,0.4150481210350664,low
112,rolling_14,0.4235283611017968,14,0.42212898933811555,0.42194519140558573,high
113,rolling_14,0.4014689687860707,14,0.4007869333276686,0.4008123556986478,low
114,rolling_3,0.38932186165241417,3,0.38885218891983936,0.3887627281982036,high
115,rolling_14,0.4099737558112334,14,0.4104046430035386,0.4104416685276949,low
116,rolling_3,0.4314687852552878,3,0.4316813488030197,0.43205137808421645,low
117,rolling_7,0.4483925066674935,7,0.4476342860609293,0.4481396820062374,low
118,rolling_3,0.42893942590897255,3,0.4279617823671209,0.4284943831478488,low
119,rolling_7,0.4075167920324053,7,0.4062570636261009,0.4068584095446295,low
