day,beta,beta_std,beta_A,beta_B
4,0.2689414322376251,0.0,0.2689414322376251,0.2689414322376251
5,0.26211783289909363,0.017485840246081352,0.25863775610923767,0.2654481530189514
6,0.2799777686595917,0.020673232153058052,0.2684411406517029,0.2908423840999603
7,0.48662468791007996,0.02896604873239994,0.46926024556159973,0.5044822096824646
8,0.26775845885276794,0.0320405587553978,0.25917112827301025,0.27644944190979004
9,0.20328861474990845,0.029007218778133392,0.19939522445201874,0.20719242095947266
10,0.3079206347465515,0.024573488160967827,0.3045750558376312,0.31118685007095337
11,0.4836796820163727,0.013631517998874187,0.48204749822616577,0.4853053092956543
12,0.5156787037849426,0.01292068138718605,0.5191051363945007,0.5122155547142029
13,0.2363622635602951,0.01738760806620121,0.24401311576366425,0.2288026660680771
14,0.05815979838371277,0.012995061464607716,0.06233016029000282,0.05376679077744484
15,0.02290237881243229,0.007543445564806461,0.02530880831182003,0.020274437963962555
16,0.01996653713285923,0.007184306625276804,0.02216145768761635,0.017733240500092506
17,0.022091591730713844,0.007502831518650055,0.024538835510611534,0.019513696432113647
18,0.040251847356557846,0.01131533831357956,0.044221580028533936,0.03625022992491722
19,0.07802819460630417,0.015926199033856392,0.08513003587722778,0.07107627391815186
20,0.15624380111694336,0.018221348524093628,0.1669769436120987,0.14539556205272675
21,0.31384924054145813,0.016836615279316902,0.3268570303916931,0.3003825843334198
22,0.5755606889724731,0.026547851040959358,0.5839226841926575,0.5669955015182495
23,0.8159016370773315,0.030171945691108704,0.8172365427017212,0.8145487904548645
24,0.9276038408279419,0.01991823874413967,0.9255996346473694,0.929524302482605
25,0.9529066681861877,0.014637020416557789,0.9515517354011536,0.9542688131332397
26,0.9526030421257019,0.013480404391884804,0.9507485032081604,0.9543731212615967
27,0.9328691363334656,0.01438150741159916,0.929165244102478,0.9364137053489685
28,0.9196944832801819,0.013645973056554794,0.9151347875595093,0.9242419600486755
29,0.9354876279830933,0.01093420572578907,0.931536853313446,0.9393704533576965
30,0.9352015256881714,0.010550611652433872,0.9310649633407593,0.9394159317016602
31,0.8867200613021851,0.012868915684521198,0.8804528117179871,0.8932691812515259
32,0.6993144750595093,0.013737156987190247,0.6885092854499817,0.7103233933448792
33,0.8418066501617432,0.01783919520676136,0.8322793841362,0.8510583639144897
34,0.967823326587677,0.009182143956422806,0.9647795557975769,0.9707399606704712
35,0.9876561164855957,0.004970782436430454,0.9860989451408386,0.9893096685409546
36,0.9920629858970642,0.0035055731423199177,0.9908902645111084,0.9931439757347107
37,0.9893847703933716,0.004520007409155369,0.9879823923110962,0.990880012512207
38,0.9812278747558594,0.006840248592197895,0.9791099429130554,0.9833685159683228
39,0.9610956311225891,0.010756256058812141,0.9575707316398621,0.9645186066627502
40,0.910976231098175,0.015944333747029305,0.9045552611351013,0.9177671670913696
41,0.8379176259040833,0.01636682078242302,0.8284750580787659,0.8472104072570801
42,0.8506730794906616,0.014275618828833103,0.8429312705993652,0.8587093949317932
43,0.8947321176528931,0.012853950262069702,0.8885988593101501,0.9010562896728516
44,0.9091441035270691,0.012363163754343987,0.9039703011512756,0.9145724773406982
45,0.9098437428474426,0.012260177172720432,0.9047231078147888,0.9149711728096008
46,0.8995350003242493,0.012802259996533394,0.8949685096740723,0.9041506052017212
47,0.8730292916297913,0.013929559849202633,0.868488609790802,0.8775337934494019
48,0.862808108329773,0.014479280449450016,0.8580703139305115,0.8675206899642944
49,0.868619978427887,0.015585497952997684,0.8638423085212708,0.8733595609664917
50,0.8676807284355164,0.01642371341586113,0.8626527190208435,0.8726156949996948
51,0.848018229007721,0.017300056293606758,0.8427709937095642,0.8537102937698364
52,0.816813051700592,0.01833157055079937,0.8118163347244263,0.8219721913337708
53,0.7713282108306885,0.01739000342786312,0.7673302888870239,0.7750532627105713
54,0.720543384552002,0.015449635684490204,0.715372622013092,0.7255311012268066
55,0.8583624958992004,0.017831526696681976,0.8525016903877258,0.8643417954444885
56,0.9398320317268372,0.012632935307919979,0.935904860496521,0.9435452222824097
57,0.9530565738677979,0.011081460863351822,0.9490083456039429,0.9570140838623047
58,0.9416025280952454,0.012850219383835793,0.9371628165245056,0.9461078643798828
59,0.9226077198982239,0.01446794904768467,0.9172037243843079,0.9280698299407959
60,0.8947685360908508,0.015813104808330536,0.8883917927742004,0.9009942412376404
61,0.8595077991485596,0.015885157510638237,0.8524711728096008,0.8659257292747498
62,0.8209326267242432,0.014497119002044201,0.8141143321990967,0.827483594417572
63,0.8044446706771851,0.01307748258113861,0.7985633611679077,0.8106483817100525
64,0.706798255443573,0.009318621829152107,0.7010420560836792,0.7125162482261658
65,0.522175669670105,0.009736587293446064,0.5185925364494324,0.5257778763771057
66,0.5686367750167847,0.006478883791714907,0.5653747320175171,0.5719075798988342
67,0.6638303399085999,0.017215212807059288,0.6607439517974854,0.666815459728241
68,0.8705207705497742,0.023028932511806488,0.8665831089019775,0.8743549585342407
69,0.9718567728996277,0.009463893249630928,0.9699000120162964,0.9738032817840576
70,0.9903050065040588,0.004077258054167032,0.9895032644271851,0.9911206960678101
71,0.9926020503044128,0.0032208978664129972,0.9917815327644348,0.993420422077179
72,0.989041805267334,0.004446496721357107,0.9879209995269775,0.9901835918426514
73,0.9768993258476257,0.007444892544299364,0.9744971990585327,0.9792351126670837
74,0.9440483450889587,0.012323210947215557,0.939437210559845,0.9487587809562683
75,0.8909816741943359,0.014797263778746128,0.8837404847145081,0.8982036113739014
76,0.8517095446586609,0.013535996899008751,0.8440607190132141,0.8592771887779236
77,0.8182664513587952,0.013022550381720066,0.810214638710022,0.8261902928352356
78,0.7365782856941223,0.01133040152490139,0.7287576794624329,0.7446965575218201
