day,block,R,S,L,L_R,L_S,L_L
16,3,0.49293388011642897,0.25353305994178554,0.25353305994178554,0.6175692772320359,0.6175692772320359,0.6175692772320359
16,4,0.4861673405341119,0.2569163297329441,0.2569163297329441,0.6164345654186428,0.6164345654186428,0.6164345654186428
16,5,0.745667634925949,0.1271661825370255,0.1271661825370255,0.5971925184934088,0.6094890688354552,0.6094890688354552
16,6,0.872902489362549,0.06395443300566053,0.06314307763179043,0.6336803035761194,0.6444628603273103,0.6446270511028522
16,7,0.8796198255745517,0.06102472451160346,0.05935544991384482,0.6096117535215586,0.6126295795259475,0.6128643730078392
16,8,0.8560268551479138,0.07356426061940664,0.07040888423267952,0.6042985340909643,0.6041246440709866,0.6043928279309675
16,9,0.839083148821095,0.08293261690231819,0.0779842342765866,0.6261561162097047,0.6264558384471938,0.6267638538514707
16,10,0.826210123975642,0.08969265888094122,0.0840972171434168,0.6269659481815283,0.6275697710813346,0.6277239315194818
16,11,0.7686192616727601,0.11960114377805901,0.1117795945491809,0.6032191951263587,0.6006908122539174,0.600817193696147
16,12,0.7271199162279435,0.14118122572711841,0.13169885804493817,0.6048000394731543,0.6034446202149605,0.6035439623459936
16,13,0.6751598392567993,0.16944961078314813,0.15539054996005247,0.6241204422021935,0.6222132217821302,0.6224667613905464
16,14,0.6324942606246933,0.19152368106931802,0.1759820583059887,0.608422035056168,0.6070852490168573,0.607136008899065
16,15,0.5674550709384643,0.2267638715240741,0.20578105753746156,0.6260915799800875,0.6237087868601207,0.6239014588953314
16,16,0.5521192417478554,0.23356063321291606,0.21432012503922854,0.6136568678713687,0.6134524292005172,0.613399160352269
16,17,0.5234422178258369,0.2483092795493449,0.22824850262481813,0.6192369794936651,0.6184035503915558,0.6184394239095016
16,18,0.4842392530913085,0.2684737138230813,0.24728703308561034,0.6172245615773839,0.6159098718083389,0.6159372224409853
16,19,0.44877800833934794,0.28702354620069537,0.2641984454599567,0.6297593354623743,0.6285156524939858,0.6285670984494899
16,20,0.4183618076560933,0.302746503055053,0.27889168928885366,0.6197001519090245,0.6185994298029018,0.618633486248755
16,21,0.3912729376541516,0.31625803150046733,0.2924690308453811,0.6091999842480076,0.6081832249207304,0.6081826175675106
16,22,0.3390635034180287,0.34491802439533414,0.3160184721866371,0.6230149350697539,0.620707892499998,0.6208401035480697
16,23,0.34637014193418464,0.3387817950274331,0.31484806303838214,0.6113516557219035,0.6117538991103018,0.611644643998305
16,24,0.3175306348782676,0.35344819328520105,0.32902117183653135,0.6180153872917116,0.616675020668071,0.6166894773161666
16,25,0.28629278527389157,0.36984753943006693,0.34385967529604167,0.6157357614935448,0.6141300021096738,0.614172497214277
16,26,0.28950723172281634,0.36843209556221335,0.34206067271497037,0.6117571047955724,0.6117977650383047,0.6118426750471814
16,27,0.28685987006674324,0.36918255516058984,0.34395757477266703,0.6113718692593706,0.6111447716429712,0.611139051555925
16,28,0.2614878761916656,0.38307927518562546,0.3554328486227091,0.6256719405451765,0.6241966549310641,0.624267820210354
16,29,0.25730697572326566,0.38504367137913825,0.35764935289759614,0.6149097014022895,0.6145064113057366,0.6145246189162247
16,30,0.2540609202912386,0.38557633539578995,0.36036274431297144,0.6197127387809027,0.6193730415262664,0.6193379405650196
16,31,0.25361609816224295,0.3840401299542575,0.36234377188349953,0.6149389264967628,0.6147628974601693,0.6146910558644467
16,32,0.25971959642681663,0.38045782622347807,0.3598225773497053,0.6153986989261646,0.6155492544283521,0.6155475092010305
16,33,0.27038294047573097,0.37485703661358644,0.35476002291068276,0.6138320342435039,0.6142301711688432,0.6142457784869892
16,34,0.26854394622250927,0.37673862180776263,0.3547174319697281,0.6044657839284681,0.6041891980561778,0.6042646926440224
16,35,0.2640596553061094,0.3790326074551687,0.356907737238722,0.6089500738353091,0.6085509063281466,0.6085740914745037
16,36,0.2646137376107786,0.381753857760961,0.35363240462826045,0.6060661848181491,0.6058439653368043,0.6060383137069302
16,37,0.25869960659719593,0.3869296987374345,0.3543706946653696,0.6042699417862653,0.6037195459259687,0.6038682506869558
16,38,0.2503175806926953,0.39154403668707155,0.3581383826202332,0.6020312784799388,0.6013698324787796,0.6014176113017508
16,39,0.24423685385519556,0.3945185553993311,0.3612445907454734,0.6037562706032156,0.6032034130990767,0.6032270162500631
16,40,0.23913312969562137,0.39756733660622745,0.3632995336981512,0.6042864275343507,0.6037510445083091,0.6038061274990347
16,41,0.2340599394561621,0.400194905071326,0.36574515547251196,0.60120680143165,0.6006632319124194,0.6006965532934737
16,42,0.22420204849323777,0.4056066614069027,0.3701912900998595,0.597920662850244,0.597059604609978,0.5971076915446162
16,43,0.22118794039338488,0.4070506024469933,0.3717614571596218,0.6014109182012924,0.6009331402883961,0.600960551430813
16,44,0.21467217277587877,0.4107832067743776,0.3745446204497438,0.5976674083885998,0.5969462227412659,0.5969974501039063
16,45,0.21395820192852721,0.40970447795415965,0.3763373201173131,0.6007219284399433,0.6003825973291458,0.6003402792670061
16,46,0.21743329572046302,0.40719350787160574,0.3753731964079312,0.6036959961728638,0.603599774702449,0.6035944751770764
16,47,0.2186896303221574,0.4067221812894701,0.37458818838837254,0.5996101375379672,0.5993649307159213,0.599405211786554
16,48,0.212865093448479,0.4091570556573987,0.3779778508941223,0.5970037444583098,0.5963386417652244,0.5963378003922123
16,49,0.2191879523705495,0.40535270100870563,0.37545934662074476,0.6058311796976674,0.6059056892073804,0.6059079301697837
16,50,0.2262949015901289,0.4003796957005711,0.3733254027093002,0.6059218828421122,0.6060789125887988,0.6060390184424288
16,51,0.2376786328013668,0.39191352992177675,0.3704078372768564,0.6099230979850535,0.6103818764858291,0.6102683559415116
16,52,0.2311400072279501,0.39487970718043924,0.37398028559161056,0.5919025846421978,0.5912817702134223,0.5912819494709028
16,53,0.23434603893015354,0.3930565303036907,0.3725974307661558,0.606490753858631,0.6064189541159458,0.6064302218048356
16,54,0.2399576551187523,0.389695527404487,0.3703468174767608,0.6125233370725175,0.612608235329153,0.6126026235476493
16,55,0.24881804343410838,0.38248493665972155,0.36869701990617004,0.6098379597617806,0.6101790595989589,0.6100512996450893
16,56,0.2557806171178545,0.37863792013952313,0.3655814627426224,0.6122275689143072,0.6124166583061866,0.612414286745408
16,57,0.25897641258152393,0.37659613439985723,0.36442745301861884,0.6014411642154075,0.6014407381199744,0.6014313115694983
16,58,0.26213542502260706,0.3767608399069302,0.3611037350704628,0.6125946588849773,0.6125396467322323,0.6126525536158135
16,59,0.2692657462422001,0.3720534645176784,0.35868078924012153,0.6091019647143876,0.6093441986442493,0.6093005243871851
16,60,0.2733897870868162,0.3699614656839179,0.356648747229266,0.6017487133134495,0.601815811464599,0.6018310746694173
16,61,0.2834888717265902,0.3608509115088017,0.35566021676460813,0.5984784311218874,0.5989786596127246,0.5987630261131298
16,62,0.2883491847382607,0.3582615005789295,0.35338931468281,0.6002166142835031,0.6003585566274513,0.6003562579690409
16,63,0.2877126683549767,0.35908671076509824,0.3532006208799252,0.5979577019558353,0.5978104438120719,0.5978456217554435
16,64,0.2942251243210592,0.35242074296778897,0.3533541327111519,0.6106788919763176,0.6110071297585559,0.6108142995542725
16,65,0.3051756225514256,0.3425920624825147,0.3522323149660596,0.6124341564456887,0.6130295400822324,0.6127667160979978
16,66,0.30641545661477493,0.3416666601331125,0.35191788325211276,0.6003671475149879,0.6003849784911931,0.6003543002204975
16,67,0.30872403460160386,0.33930687131992693,0.35196909407846927,0.6016783143719273,0.6017795342438915,0.6016931496924648
16,68,0.3107297039765496,0.33719179508084,0.3520785009426104,0.603897442150433,0.6039874054427244,0.6039032878782361
16,69,0.3104374255559444,0.33791360134530884,0.3516489730987469,0.6068936824692326,0.6068241820320772,0.6068407386338858
16,70,0.31212213436926184,0.33580342969316435,0.3520744359375738,0.6044908951607434,0.6045742710917734,0.6044792531711212
16,71,0.3126712422709424,0.33565248619582605,0.3516762715332316,0.6073933117020037,0.6073830263013085,0.6073698384130879
16,72,0.3104503655981137,0.338697777061454,0.35085185734043245,0.6147188971985035,0.6145175992990005,0.6146163153267901
16,73,0.3089889830355181,0.3405727225254567,0.3504382944390253,0.6091558911841599,0.6090091525851284,0.6090639715846591
16,74,0.31010623765699047,0.33950881682976436,0.3503849455132453,0.6054947385535593,0.6055208530647286,0.605477615013604
16,75,0.30369381676300583,0.3439241853379753,0.3523819978990188,0.6123462692984802,0.6119511789358869,0.6120132780697651
16,76,0.29884015942710224,0.3471080481938006,0.35405179237909723,0.613973560704647,0.6136515127141688,0.6136880669859308
16,77,0.2991434273035855,0.3467085617634495,0.354148010932965,0.6103794706110371,0.6103333338448651,0.6103101785479328
16,78,0.30078133325226014,0.34563552612295784,0.353583140624782,0.6082470246903499,0.6082688494182165,0.6082442373869634
16,79,0.29287389559251115,0.3516539935978109,0.35547211080967805,0.6243016052805397,0.6237781724609004,0.6238930236318393
16,80,0.2957647414296489,0.3504129325557351,0.3538223260146161,0.6062202651978823,0.6062758894235543,0.6062830053400997
16,81,0.2941419227329335,0.35047392186299703,0.35538415540406953,0.6155893668552654,0.6154518123637767,0.6154037044742972
16,82,0.285090902320183,0.35708771666950667,0.35782138101031047,0.6167360228043637,0.6161319183897266,0.6162496791437593
16,83,0.2843636563375804,0.3557557796852939,0.35988056397712576,0.6205229567405552,0.6204303836568938,0.620330890818994
16,84,0.2843473056153522,0.35585882712031575,0.35979386726433205,0.6144803603748237,0.6143723383865335,0.6143731218881795
16,85,0.2840531316635521,0.35548954539194055,0.36045732294450744,0.6179087362061391,0.6178041049897287,0.6177695954139912
16,86,0.28809179134809604,0.35259310061715154,0.3593151080347524,0.6133695706549644,0.6134986361525625,0.6134407547224341
16,87,0.2866183109666163,0.3534109875121461,0.35997070152123767,0.6120874113994584,0.6119154215692969,0.6119127743782864
16,88,0.2818527791905808,0.35570272445830015,0.3624444963511191,0.6250658336322168,0.6247245322787094,0.6247129890964417
16,89,0.2780906115510648,0.3559326527258158,0.36597673572311945,0.6269485427414834,0.626691291666987,0.6265894285113722
16,90,0.2747161529144456,0.3584259829378209,0.3668578641477336,0.6274730425472449,0.6271552852368779,0.6271916146716169
16,91,0.2713375263096721,0.36087613287730796,0.3677863408130201,0.6155529253876499,0.6152256441999954,0.6152608385386726
16,92,0.280412862793656,0.35255966782312625,0.3670274693832179,0.6234288462389707,0.6238829692053115,0.6236540278094033
16,93,0.27770245074911615,0.3539234308482061,0.36837411840267786,0.6252730839901866,0.6250225375300306,0.6250082190064091
16,94,0.2725390950840799,0.35649243765393446,0.3709684672619857,0.6306032272384083,0.6302152500549807,0.6302012992365861
16,95,0.2728973079978944,0.35511485946679505,0.3719878325353107,0.6248878215312331,0.6248140217821992,0.6247290819092829
17,0,0.2729119656689303,0.3551749589110132,0.37191307542005647,0.6286342754693414,0.6285074274380875,0.6284924974186683
17,1,0.27819684662530186,0.3523860903336182,0.36941706304108,0.6148001174008366,0.6149587012243154,0.6149279663500644
17,2,0.2944091227239928,0.34399652978039985,0.3615943474956075,0.6013968970224951,0.6021318483455486,0.6020840938138798
17,3,0.30398329531553153,0.3418585646713269,0.35415814001314166,0.6175604013655835,0.6178888963682259,0.6180193815672195
17,4,0.24027546487243617,0.37023745647326506,0.38948707865429877,0.6399482029913736,0.6365818694501196,0.6364088780778997
17,5,0.30816009333228817,0.3433936614388101,0.3484462452289019,0.6229451033083893,0.62613691342301,0.6264914880138379
17,6,0.3403125823224605,0.33291903663364714,0.3267683810438925,0.623264388816947,0.6245762483573575,0.6249171382244207
17,7,0.38366218648445244,0.31782763823637994,0.29851017527916773,0.6210062935999477,0.6227487069548149,0.6232194408140708
17,8,0.41636228714795515,0.308201382517453,0.27543633033459197,0.634227577138669,0.6354771375186704,0.6360313864647426
17,9,0.465453565524371,0.2919723060399488,0.24257412843568024,0.6233493189342459,0.6251926345106241,0.6260263032394983
17,10,0.488130838594057,0.2901397390820137,0.22172942232392948,0.6004554173219734,0.6011996467657527,0.6021944152614838
17,11,0.4967728703155617,0.2901892798955632,0.2130378497888752,0.6190473925698504,0.6194318327011397,0.6200205554523186
17,12,0.499581604717315,0.29206955149670555,0.20834884378597957,0.6250713310301604,0.6252721297888142,0.625765709670793
17,13,0.5041308184911499,0.29662057217941534,0.19924860932943478,0.6193438879538135,0.6194837504379106,0.6203324948484984
17,14,0.4715974470917081,0.3142311600860471,0.21417139282224484,0.6097250597855559,0.6086371264853372,0.6087141124138167
17,15,0.4710630791103428,0.3219847211165342,0.20695219977312307,0.6160425664307738,0.6159317111303306,0.6167768262262318
17,16,0.4620693170991034,0.335937123395348,0.2019935595055485,0.6039349457407983,0.6034371401732656,0.6043993915124376
17,17,0.43803614012670755,0.35446780604200684,0.20749605383128553,0.606713936806672,0.6057217746245843,0.6062884789513547
17,18,0.39793931719144854,0.3819000950026185,0.22016058780593303,0.6074145315938375,0.6057245738029217,0.6061639031515544
17,19,0.38616996762261424,0.3848368646104162,0.2289931677669696,0.6318011604693052,0.6314256524767828,0.631371780430609
17,20,0.38985823274020476,0.37680740496252846,0.2333343622972667,0.630270431466926,0.6305893762344027,0.6304332360907976
17,21,0.3741949878227964,0.382186498817389,0.2436185133598147,0.6220827219746743,0.621522711710121,0.6214539658519138
17,22,0.3273184454898808,0.40746379347608036,0.26521776103403877,0.6124771425096279,0.6104099095366335,0.6103954508039289
17,23,0.29904203942129987,0.4251669725065678,0.27579098807213237,0.6139877429437696,0.6125128775522847,0.6127352345656033
17,24,0.29840996218086946,0.4198535107789425,0.2817365270401882,0.6321140022210604,0.6320758328370331,0.6319090165459229
17,25,0.3081865920447957,0.4109312382595485,0.2808821696956557,0.6278807199703004,0.6282984438100945,0.6282802907131265
17,26,0.3181737055408325,0.4032596003063421,0.27856669415282537,0.6254175638965038,0.6258273426643572,0.6258855690984264
17,27,0.3109342814543959,0.40416098641226206,0.28490473213334205,0.6257427640334374,0.6253810439443054,0.6253312286641162
17,28,0.31449523771251886,0.4002391945429115,0.2852655677445696,0.6236729776112899,0.6237840678509866,0.6238225208740613
17,29,0.3220667328609219,0.39299551582480075,0.2849377513142775,0.6303781906568637,0.6307162417159567,0.6306875687704234
17,30,0.3164755042343475,0.393804364711143,0.28972013105450956,0.6275957769004564,0.6273087208077892,0.6272974606788339
17,31,0.31372253785272425,0.39476272128931655,0.2915147408579593,0.6190198622439155,0.6188118145979788,0.6189067421746267
17,32,0.3127203686328599,0.39428740081696306,0.292992230550177,0.6197957185528346,0.619678334166392,0.6197450876854229
17,33,0.31739789113481,0.3904260745965763,0.2921760342686137,0.6223502982465811,0.622510393562397,0.6225669703927617
