method,day,n,log_loss,brier,ece,clicks
current_ops,22,528347,0.6076236188122446,0.20987400892393074,0.005381579259302227,195055
current_ops,23,506792,0.6077392772327297,0.20995799084631492,0.007149030003460298,186589
current_ops,24,436408,0.613836094701963,0.2127044424988794,0.006787951417971539,164916
current_ops,25,507128,0.6114508611115871,0.21158104037607675,0.007606323545721042,188189
current_ops,26,581336,0.5989307120790877,0.20600355345573462,0.007980570189732564,206145
current_ops,27,518487,0.6022829713190812,0.20747933941255495,0.006314686077974655,185940
current_ops,28,459375,0.6066125901891113,0.20940873432053875,0.006905544925647842,168527
current_ops,29,493827,0.607785686457177,0.20999601426546632,0.008259405045690605,185143
current_ops,30,468451,0.6086865981841074,0.21040305911771173,0.007663530940217115,176695
ap_ops,22,528347,0.6075563098059803,0.20984793606295984,0.005854235503099268,195055
ap_ops,23,506792,0.6075794331124096,0.20989890543987488,0.0065409179558677194,186589
ap_ops,24,436408,0.613796727369856,0.21269164715377542,0.006484475896602393,164916
ap_ops,25,507128,0.6114237863561206,0.21157490196149079,0.007277311570887403,188189
ap_ops,26,581336,0.5988347852758993,0.20596984070218202,0.0075264090338104305,206145
ap_ops,27,518487,0.602095490058829,0.20741495667837767,0.005917009422284753,185940
ap_ops,28,459375,0.6064738043587115,0.20936045233232614,0.00647534734421464,168527
ap_ops,29,493827,0.6075911201422011,0.20992450050092318,0.0074242777203131745,185143
ap_ops,30,468451,0.6084845093451831,0.210334791041221,0.00675546658040779,176695
single_memory,22,528347,0.6075779142233905,0.20985515933821325,0.0058518070143955755,195055
single_memory,23,506792,0.6075575466988382,0.20989037051139736,0.005963734756481382,186589
single_memory,24,436408,0.6138246523344733,0.21270372245672267,0.006539530070818571,164916
single_memory,25,507128,0.6114287139941051,0.21157988252194038,0.007016197594033762,188189
single_memory,26,581336,0.5988223428342361,0.20596622607537396,0.007472983675420101,206145
single_memory,27,518487,0.6019935042761067,0.20737986774075345,0.005956978175593337,185940
single_memory,28,459375,0.6064424676793533,0.2093544337300574,0.006428689095069049,168527
single_memory,29,493827,0.6075844254494255,0.20992392828880688,0.0072940426282341216,185143
single_memory,30,468451,0.6084894314170611,0.21033948130097468,0.006535672505628252,176695
no_slope,22,528347,0.6076563895056079,0.20987182832818463,0.007615186547422429,195055
no_slope,23,506792,0.607707428164865,0.2099345212570329,0.007207769065286648,186589
no_slope,24,436408,0.6138458762569792,0.2126995560252055,0.0077884276716364345,164916
no_slope,25,507128,0.6114220158476441,0.21156927182323568,0.008066061553722524,188189
no_slope,26,581336,0.5991207225842399,0.2060612053349435,0.010252447615192324,206145
no_slope,27,518487,0.6022035239866654,0.20744665399221354,0.008224011800351406,185940
no_slope,28,459375,0.6067227034105914,0.20944743229049576,0.010157194406889542,168527
no_slope,29,493827,0.6078317540165401,0.21000302362127157,0.010564178067483287,185143
no_slope,30,468451,0.6087252984533088,0.21040758641717205,0.010704223360610223,176695
