mix_eta,mix_halflife,dev_imp_wt_ll
150.0,3.0,0.6098347099867479
150.0,5.0,0.6098348514106354
150.0,10.0,0.6098349666777195
60.0,3.0,0.6098411886065487
60.0,5.0,0.6098412488394039
60.0,10.0,0.6098412980974818
30.0,3.0,0.6098434755596953
30.0,5.0,0.6098435063070957
30.0,10.0,0.6098435314801736
10.0,3.0,0.6098450358092824
10.0,5.0,0.6098450462003389
10.0,10.0,0.609845054713867
1000000.0,3.0,0.6099434822578529
1000000.0,5.0,0.6100023595876926
1000000.0,10.0,0.6100120464282306
