B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
2.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.6097322464576579,0.6168346892169853
2.0,0.3,const,block,1800,1800,1e-05,0.6097444483874966,0.6168632251299802
1.0,0.3,const,block,1800,1800,1e-05,0.6097444483874966,0.6168632251299802
0.25,0.3,const,block,1800,1800,1e-05,0.6097444483874966,0.6168632251299802
0.5,0.3,const,block,1800,1800,1e-05,0.6097444483874966,0.6168632251299802
0.5,0.1,const,block,3600,1800,1e-05,0.6097481505746235,0.6169059392332128
0.25,0.1,const,block,3600,1800,1e-05,0.6097481505746235,0.6169059392332128
1.0,0.1,const,block,3600,1800,1e-05,0.6097481505746235,0.6169059392332128
2.0,0.1,const,block,3600,1800,1e-05,0.6097481505746235,0.6169059392332128
1.0,0.1,inv_sqrt,block,900,1800,1e-05,0.6097600673643796,0.6166533904289422
2.0,0.1,inv_sqrt,block,900,1800,1e-05,0.6097600673643796,0.6166533904289422
0.25,0.1,inv_sqrt,block,900,1800,1e-05,0.6097600673643796,0.6166533904289422
0.5,0.1,inv_sqrt,block,900,1800,1e-05,0.6097600673643796,0.6166533904289422
2.0,0.03,const,block,1800,1800,1e-05,0.6097604201240223,0.6168149826714208
0.25,0.03,const,block,1800,1800,1e-05,0.6097604201240223,0.6168149826714208
0.5,0.03,const,block,1800,1800,1e-05,0.6097604201240223,0.6168149826714208
1.0,0.03,const,block,1800,1800,1e-05,0.6097604201240223,0.6168149826714208
0.25,0.01,const,block,900,1800,1e-05,0.6097833446828249,0.6169700030358849
1.0,0.01,const,block,900,1800,1e-05,0.6097833446828249,0.6169700030358849
0.5,0.01,const,block,900,1800,1e-05,0.6097833446828249,0.6169700030358849
2.0,0.01,const,block,900,1800,1e-05,0.6097833446828249,0.6169700030358849
0.25,0.1,inv_sqrt,block,1800,1800,1e-05,0.6097838304388309,0.616651243743695
1.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.6097838304388309,0.616651243743695
2.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.6097838304388309,0.616651243743695
0.5,0.1,inv_sqrt,block,1800,1800,1e-05,0.6097838304388309,0.616651243743695
1.0,0.03,inv_sqrt,block,900,1800,1e-05,0.609785532809337,0.6168586744744442
2.0,0.03,inv_sqrt,block,900,1800,1e-05,0.609785532809337,0.6168586744744442
0.25,0.03,inv_sqrt,block,900,1800,1e-05,0.609785532809337,0.6168586744744442
0.5,0.03,inv_sqrt,block,900,1800,1e-05,0.609785532809337,0.6168586744744442
2.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.6097860174222209,0.6170260869858232
0.25,0.1,inv_sqrt,block,3600,1800,1e-05,0.6097860174222209,0.6170260869858232
0.5,0.1,inv_sqrt,block,3600,1800,1e-05,0.6097860174222209,0.6170260869858232
1.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.6097860174222209,0.6170260869858232
1.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.6097950104167775,0.6168760297447822
0.5,0.03,inv_sqrt,block,1800,1800,1e-05,0.6097950104167775,0.6168760297447822
0.25,0.03,inv_sqrt,block,1800,1800,1e-05,0.6097950104167775,0.6168760297447822
2.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.6097950104167775,0.6168760297447822
0.5,0.03,const,block,3600,1800,1e-05,0.6098000468747682,0.6170750289343183
0.25,0.03,const,block,3600,1800,1e-05,0.6098000468747682,0.6170750289343183
2.0,0.03,const,block,3600,1800,1e-05,0.6098000468747682,0.6170750289343183
1.0,0.03,const,block,3600,1800,1e-05,0.6098000468747682,0.6170750289343183
0.25,0.01,const,block,1800,1800,1e-05,0.6098030675523749,0.6170220326430944
0.5,0.01,const,block,1800,1800,1e-05,0.6098030675523749,0.6170220326430944
2.0,0.01,const,block,1800,1800,1e-05,0.6098030675523749,0.6170220326430944
1.0,0.01,const,block,1800,1800,1e-05,0.6098030675523749,0.6170220326430944
0.5,0.01,inv_sqrt,block,900,1800,1e-05,0.6098146942579761,0.6170518834440708
0.25,0.01,inv_sqrt,block,900,1800,1e-05,0.6098146942579761,0.6170518834440708
1.0,0.01,inv_sqrt,block,900,1800,1e-05,0.6098146942579761,0.6170518834440708
2.0,0.01,inv_sqrt,block,900,1800,1e-05,0.6098146942579761,0.6170518834440708
2.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.6098181069875678,0.617129415449469
0.5,0.03,inv_sqrt,block,3600,1800,1e-05,0.6098181069875678,0.617129415449469
1.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.6098181069875678,0.617129415449469
0.25,0.03,inv_sqrt,block,3600,1800,1e-05,0.6098181069875678,0.617129415449469
1.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.6098184683488103,0.6170618582558268
2.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.6098184683488103,0.6170618582558268
0.25,0.01,inv_sqrt,block,1800,1800,1e-05,0.6098184683488103,0.6170618582558268
0.5,0.01,inv_sqrt,block,1800,1800,1e-05,0.6098184683488103,0.6170618582558268
0.5,0.01,const,block,3600,1800,1e-05,0.6098221073927822,0.6171431002279011
0.25,0.01,const,block,3600,1800,1e-05,0.6098221073927822,0.6171431002279011
2.0,0.01,const,block,3600,1800,1e-05,0.6098221073927822,0.6171431002279011
1.0,0.01,const,block,3600,1800,1e-05,0.6098221073927822,0.6171431002279011
0.25,0.01,inv_sqrt,block,3600,1800,1e-05,0.6098289675760252,0.6171634842108881
0.5,0.01,inv_sqrt,block,3600,1800,1e-05,0.6098289675760252,0.6171634842108881
1.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.6098289675760252,0.6171634842108881
2.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.6098289675760252,0.6171634842108881
2.0,0.3,inv_sqrt,block,900,1800,1e-05,0.6098680432464505,0.6172635723823016
1.0,0.3,inv_sqrt,block,900,1800,1e-05,0.6098680432464505,0.6172635723823016
0.25,0.3,inv_sqrt,block,900,1800,1e-05,0.6098680432464505,0.6172635723823016
0.5,0.3,inv_sqrt,block,900,1800,1e-05,0.6098680432464505,0.6172635723823016
0.5,0.3,inv_sqrt,block,1800,1800,1e-05,0.6099889410080284,0.6175511087792762
0.25,0.3,inv_sqrt,block,1800,1800,1e-05,0.6099889410080284,0.6175511087792762
1.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.6099889410080284,0.6175511087792762
2.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.6099889410080284,0.6175511087792762
