variant,stage,lr,weight_decay,dev_imp_wt_ll,seconds,hidden,dropout,delta_max,mlp_hidden,rank,cross_dim
v1_transformer,lr_wd,0.0003,1e-05,0.41804978646387936,71.53510212898254,,,,,,
v1_transformer,lr_wd,0.0003,0.0001,0.41805670134872086,71.41727256774902,,,,,,
v1_transformer,lr_wd,0.001,1e-05,0.4177968754894825,71.58010053634644,,,,,,
v1_transformer,lr_wd,0.001,0.0001,0.4178847386132059,71.46690392494202,,,,,,
v1_transformer,capacity,,,0.41776956574673196,49.867324352264404,16,,,,,
v1_transformer,capacity,,,0.4177968754894825,71.5254602432251,32,,,,,
v1_transformer,capacity,,,0.41772862658352855,117.91099238395691,64,,,,,
v1_transformer,dropout_deltamax,,,0.41772862658352855,117.02041625976562,,0.0,1.0,,,
v1_transformer,dropout_deltamax,,,0.4174926989216333,116.60577178001404,,0.0,2.0,,,
v1_transformer,dropout_deltamax,,,0.41772206057583106,129.05371522903442,,0.1,1.0,,,
v1_transformer,dropout_deltamax,,,0.4174924610890714,129.0462782382965,,0.1,2.0,,,
v2_gru,lr_wd,0.0003,1e-05,0.41803108085705104,7.174137830734253,,,,,,
v2_gru,lr_wd,0.0003,0.0001,0.4180426141890679,5.967000484466553,,,,,,
v2_gru,lr_wd,0.001,1e-05,0.41773008641395126,6.025039911270142,,,,,,
v2_gru,lr_wd,0.001,0.0001,0.41782026452097204,6.006546258926392,,,,,,
v2_gru,capacity,,,0.41772844931114533,5.008802652359009,16,,,,,
v2_gru,capacity,,,0.4177301461124468,6.002609968185425,32,,,,,
v2_gru,capacity,,,0.4180572471288661,3.3248231410980225,64,,,,,
v2_gru,dropout_deltamax,,,0.41772844676413756,5.037423610687256,,0.0,1.0,,,
v2_gru,dropout_deltamax,,,0.41753195851032404,5.031043529510498,,0.0,2.0,,,
v2_gru,dropout_deltamax,,,0.41773292466414613,10.642939329147339,,0.1,1.0,,,
v2_gru,dropout_deltamax,,,0.41753535265393427,10.726050853729248,,0.1,2.0,,,
v3_mlp,lr_wd,0.0003,1e-05,0.4180688449317441,7.342030763626099,,,,,,
v3_mlp,lr_wd,0.0003,0.0001,0.4180690262878148,8.22502326965332,,,,,,
v3_mlp,lr_wd,0.001,1e-05,0.4180688371350206,3.8375144004821777,,,,,,
v3_mlp,lr_wd,0.001,0.0001,0.4180698894585584,3.853151798248291,,,,,,
v3_mlp,capacity,,,0.41806619675011164,3.299996852874756,,,,"(16, 16)",,
v3_mlp,capacity,,,0.41806834451917646,3.5166232585906982,,,,"(32, 16)",,
v3_mlp,capacity,,,0.4180688371350206,3.8545186519622803,,,,"(64, 32)",,
v3_mlp,dropout_deltamax,,,0.41806619675011164,3.3142659664154053,,0.0,1.0,,,
v3_mlp,dropout_deltamax,,,0.418066089964191,2.6254377365112305,,0.0,2.0,,,
v3_mlp,dropout_deltamax,,,0.4180665700631836,5.170696973800659,,0.1,1.0,,,
v3_mlp,dropout_deltamax,,,0.41806624033498485,4.107606410980225,,0.1,2.0,,,
v4_bilinear,lr_wd,0.0003,1e-05,0.418068457534512,2.05263352394104,,,,,,
v4_bilinear,lr_wd,0.0003,0.0001,0.418068457534512,1.1862351894378662,,,,,,
v4_bilinear,lr_wd,0.001,1e-05,0.41765983946258556,6.255292892456055,,,,,,
v4_bilinear,lr_wd,0.001,0.0001,0.41766403939442687,6.235768795013428,,,,,,
v4_bilinear,capacity,,,0.41765983946258556,6.242150068283081,,,,,4,
v4_bilinear,capacity,,,0.41765983946258556,6.341231346130371,,,,,8,
v4_bilinear,dropout_deltamax,,,0.41765983946258556,6.256152629852295,,0.0,1.0,,,
v4_bilinear,dropout_deltamax,,,0.41765983946258556,6.250386953353882,,0.0,2.0,,,
v4_bilinear,dropout_deltamax,,,0.41765983946258556,6.237811088562012,,0.1,1.0,,,
v4_bilinear,dropout_deltamax,,,0.41765983946258556,6.250476837158203,,0.1,2.0,,,
v5_linear,lr_wd,0.0003,1e-05,0.41739519340892584,8.761231422424316,,,,,,
v5_linear,lr_wd,0.0003,0.0001,0.4173952685260053,7.802578687667847,,,,,,
v5_linear,lr_wd,0.001,1e-05,0.41808731079031963,1.7510981559753418,,,,,,
v5_linear,lr_wd,0.001,0.0001,0.41808731079031963,1.7533676624298096,,,,,,
v5_linear,capacity,,,0.4176152456054991,6.1181111335754395,,,,,,16
v5_linear,capacity,,,0.41739519340892584,7.7588136196136475,,,,,,32
v5_linear,capacity,,,0.41808731079031963,1.9976370334625244,,,,,,64
v5_linear,dropout_deltamax,,,0.41739519340892584,7.786734580993652,,0.0,1.0,,,
v5_linear,dropout_deltamax,,,0.41739519340892584,7.7851293087005615,,0.0,2.0,,,
v5_linear,dropout_deltamax,,,0.41739519340892584,7.774419069290161,,0.1,1.0,,,
v5_linear,dropout_deltamax,,,0.41739519340892584,7.77738618850708,,0.1,2.0,,,
