day,selected_window
7,expanding
8,expanding
9,expanding
10,rolling_7
11,rolling_3
12,rolling_3
13,rolling_3
14,rolling_3
15,rolling_3
16,rolling_3
17,rolling_3
18,rolling_7
19,expanding
20,expanding
21,expanding
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_7
28,rolling_7
29,expanding
30,expanding
31,expanding
32,rolling_3
33,rolling_3
34,rolling_3
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_7
39,rolling_7
40,rolling_7
41,rolling_7
42,rolling_7
43,expanding
44,expanding
45,expanding
46,rolling_3
47,rolling_3
48,expanding
49,expanding
50,expanding
51,rolling_14
52,rolling_3
53,rolling_3
54,rolling_3
55,rolling_14
56,expanding
57,rolling_14
58,rolling_3
59,rolling_3
60,rolling_3
61,rolling_3
62,rolling_3
63,rolling_3
64,expanding
65,expanding
66,expanding
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_3
72,rolling_3
73,rolling_7
74,expanding
75,expanding
76,expanding
77,rolling_3
78,rolling_3
79,rolling_3
80,rolling_3
81,rolling_3
82,rolling_3
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,rolling_7
88,expanding
89,expanding
90,expanding
91,rolling_3
92,rolling_3
93,rolling_3
94,rolling_3
95,rolling_3
96,rolling_3
97,rolling_7
98,rolling_7
99,rolling_7
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,expanding
105,expanding
106,expanding
107,rolling_3
108,rolling_3
109,rolling_3
110,rolling_3
111,rolling_3
112,rolling_3
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
