method,block,n,mean_residual,log_loss
short_only,1,62454,-0.0008031053130677073,0.417251183861177
short_only,2,83016,-0.005484803983257298,0.3934717609801635
short_only,3,93695,-0.005754841350087158,0.39909703879357655
short_only,4,129978,-0.0038683494592279774,0.350355646733104
short_only,5,112415,-0.002230137663312945,0.3793665701610775
short_only,6,104242,-0.0028482161919634423,0.39400973493101804
short_only,7,119285,-0.0026238404649310434,0.4073440649312792
short_only,8,132039,-0.005506734495641662,0.3703912758864886
short_only,9,142803,-0.008160522122118874,0.36952679173804215
short_only,10,139420,-0.014177287838202119,0.37338183275536
short_only,11,127599,-0.0054189514223202204,0.39718631933945797
short_only,12,142903,-0.009462451528073805,0.3907913215615392
short_only,13,175356,-0.0042032276744765566,0.37283233534461596
short_only,14,174115,-0.0005410955131797373,0.3818005137181669
short_only,15,143589,-0.0035809873283825498,0.40595047904763204
short_only,16,134382,-0.004754615667212098,0.40473634836981387
short_only,17,122887,-0.009165585640633044,0.3928470905717728
short_only,18,104500,-0.009979091015348163,0.3951841730145546
short_only,19,92462,-0.008832837874313859,0.384290249868279
short_only,20,79568,-0.008661750754767581,0.38556103787673573
short_only,21,75063,-0.006199166843659557,0.3910277747729309
short_only,22,63010,-0.004976307576779947,0.38648228910158455
short_only,23,59277,-0.005386680403237378,0.3883224315206181
combined,0,53595,-0.01023770541916645,0.40499600811044273
combined,1,62454,-0.0019662730859067797,0.4170994756420813
combined,2,83016,-0.007626937016995251,0.39447155919863325
combined,3,93695,-0.006160414836805,0.39954985641041846
combined,4,129978,-0.007369322008912125,0.35008279309193363
combined,5,112415,-0.004541554432065207,0.37899082703872544
combined,6,104242,-0.005047185238074245,0.39427606059122483
combined,7,119285,-0.003953681906149643,0.4076598449530268
combined,8,132039,-0.014944323580810595,0.37318367133359953
combined,9,142803,-0.0189932043091986,0.3724096803755609
combined,10,139420,-0.018043475729857927,0.37433356785697175
combined,11,127599,-0.008469056341479708,0.39855425720873483
combined,12,142903,-0.009852851553680944,0.3911399822943042
combined,13,175356,-0.003771598577581492,0.3731414287931746
combined,14,174115,-0.0004053408315049797,0.38145109247160813
combined,15,143589,-0.0038356998708538536,0.4062182774523112
combined,16,134382,-0.005002601718547084,0.40503554720128593
combined,17,122887,-0.010362703307399381,0.3932386438264988
combined,18,104500,-0.010075066390583034,0.395951006741802
combined,19,92462,-0.008745646714552647,0.3850481692357211
combined,20,79568,-0.007585062763764759,0.38662716616994736
combined,21,75063,-0.005060454025191027,0.39247229442387377
combined,22,63010,-0.004736778973392847,0.38760780362050107
combined,23,59277,-0.005007613581951756,0.38962142659568716
time_of_day,0,53595,-0.0003891766139216533,0.404632710780719
time_of_day,1,62454,-0.006442531896527739,0.41735487616042793
time_of_day,2,83016,-0.002361028485321101,0.3948327282094943
time_of_day,3,93695,-0.00409020101559533,0.39963818641871623
time_of_day,4,129978,-0.0076868427339636764,0.3502731138424876
time_of_day,5,112415,-0.007472198285792166,0.3792299212549225
time_of_day,6,104242,-0.005874198313825627,0.3949349834323061
time_of_day,7,119285,-0.004109471547349186,0.40786959722788885
time_of_day,8,132039,-0.013904200680769278,0.3744326800406941
time_of_day,9,142803,-0.01680622027889934,0.37409239468759087
time_of_day,10,139420,-0.015924925521412732,0.37471427056158
time_of_day,11,127599,-0.0135045625242559,0.3998522955880296
time_of_day,12,142903,-0.01609239421134166,0.3925286822587086
time_of_day,13,175356,-0.01109446147667301,0.3741468996577367
time_of_day,14,174115,-0.010616008012261086,0.3821005728890848
time_of_day,15,143589,-0.009856112604792381,0.4067264412776133
time_of_day,16,134382,-0.006262238584618494,0.4052329436488354
time_of_day,17,122887,-0.0026269305886263737,0.39317822566668353
time_of_day,18,104500,0.004622740117036347,0.39577186152820276
time_of_day,19,92462,0.002873004687268744,0.3849942225997437
time_of_day,20,79568,0.005224649579775054,0.3867111954972565
time_of_day,21,75063,0.0054991252381133655,0.39262913441075314
time_of_day,22,63010,0.003175755390816879,0.3875375887829625
time_of_day,23,59277,-0.00036829443872961977,0.38973693277855614
