method,block,n,mean_residual,log_loss
expanding,0,53595,-0.009714994417202867,0.40454419924918206
expanding,1,62454,-0.0011797061522965742,0.41727189573344237
expanding,2,83016,-0.005807078419772801,0.3934624703593165
expanding,3,93695,-0.006476001228843003,0.3991256912632527
expanding,4,129978,-0.004469406303347354,0.35038268518392446
expanding,5,112415,-0.0030121131732252183,0.37939068362639017
expanding,6,104242,-0.0037760222748036503,0.39403371564924866
expanding,7,119285,-0.0038530770198261727,0.40739045181203565
expanding,8,132039,-0.006666264591602117,0.3704520750370316
expanding,9,142803,-0.009462543911503307,0.3696606204079256
expanding,10,139420,-0.01595980398981784,0.37367067548416244
expanding,11,127599,-0.007564583879323212,0.39726391391234306
expanding,12,142903,-0.011816478372897907,0.3909670031342267
expanding,13,175356,-0.006734967628757626,0.37294121358956805
expanding,14,174115,-0.0033106695464110232,0.3818331997597717
expanding,15,143589,-0.006624325987938081,0.4060709152354338
expanding,16,134382,-0.007889602321863264,0.40486869722437074
expanding,17,122887,-0.012411368822351292,0.3930897688600455
expanding,18,104500,-0.013636716453019355,0.39550775329478804
expanding,19,92462,-0.012789215642638501,0.38462320321856164
expanding,20,79568,-0.012990393899781738,0.385925138034846
expanding,21,75063,-0.010841794828314072,0.3913331967126509
expanding,22,63010,-0.009776959678162776,0.3867537343366858
expanding,23,59277,-0.010487852586784713,0.3886320265286767
long_only,0,53595,-0.010237705419166448,0.40499600811044273
long_only,1,62454,-0.002382992837608966,0.41711241364692264
long_only,2,83016,-0.008110051067845013,0.39450028811246945
long_only,3,93695,-0.0068827806315282306,0.3995950626317908
long_only,4,129978,-0.008003403855356521,0.350145881235
long_only,5,112415,-0.005745285984128069,0.37905747314164595
long_only,6,104242,-0.006507970079578496,0.3944536416313914
long_only,7,119285,-0.005759833325118876,0.4077909049551424
long_only,8,132039,-0.017023549196133216,0.3736236519298453
long_only,9,142803,-0.02166463026967925,0.37310588806129225
long_only,10,139420,-0.021075276486442255,0.37489136276929785
long_only,11,127599,-0.012304330038852746,0.39901580270323195
long_only,12,142903,-0.01394377761873885,0.3916541974569462
long_only,13,175356,-0.008316956188736837,0.3734935242481177
long_only,14,174115,-0.00493646724625837,0.38156237281808053
long_only,15,143589,-0.008494373864534862,0.40646097437486256
long_only,16,134382,-0.009955354577972144,0.40535179567086366
long_only,17,122887,-0.01564917578947776,0.393919106594348
long_only,18,104500,-0.015650801160454444,0.3966231939418324
long_only,19,92462,-0.014459812650484582,0.38573145788274704
long_only,20,79568,-0.013622773263615344,0.3873075490150267
long_only,21,75063,-0.01152010913129898,0.39302429798838817
long_only,22,63010,-0.010875747412858473,0.38796144777190106
long_only,23,59277,-0.011371254185237847,0.39013711368254356
short_only,0,53595,-0.009714994417202867,0.40454419924918206
