day,l_uncal,l_oracle,b_star,improvement,rel_improvement
5,0.4270500273186923,0.426875522246659,0.050820609522748576,0.00017450507203331522,0.0004086291086994552
6,0.4169904325736286,0.4167904139402845,-0.054392703039706024,0.0002000186333441234,0.00047967199657226144
