day,regret,l_long,l_oracle,l_method,captured_gain,denom_negligible
7,0.0007297893395974975,0.3767355250389498,0.37520737531419024,0.37593716465378774,0.5224359709174957,False
8,0.00010075326896979986,0.3854104541372023,0.3852190032227002,0.38531975649167,0.47373837710927824,False
9,4.663277190131154e-05,0.4053000951048759,0.4052110210772084,0.4052576538491097,,True
