method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,5,765989,0.42733270959194875,0.13549953387598135,0.011306140693803705,140694
expanding,False,6,647043,0.4176318253642927,0.13218145726122446,0.00840483423067455,117015
expanding,True,7,1056506,0.3743072321237691,0.11524178586387694,0.012089497560803776,161050
expanding,True,8,766777,0.3856554989713006,0.11898170680038897,0.01110762646422584,120025
expanding,True,9,844370,0.4051975325331765,0.12597722766267136,0.010045855507995374,142262
rolling_3,False,5,765989,0.4270797829305359,0.13537803074940463,0.011643832731829952,140694
rolling_3,False,6,647043,0.4169904325736286,0.1319043690642365,0.010311177524364803,117015
rolling_3,True,7,1056506,0.3767355250389498,0.11573713680430522,0.01968747743844887,161050
rolling_3,True,8,766777,0.3860007536552328,0.11907392627131756,0.01430757263987186,120025
rolling_3,True,9,844370,0.40561001768778576,0.12610376814963706,0.01581451183317142,142262
rolling_7,False,5,765989,0.42733270959194875,0.13549953387598135,0.011306140693803705,140694
rolling_7,False,6,647043,0.4176318253642927,0.13218145726122446,0.00840483423067455,117015
rolling_7,True,7,1056506,0.3743072321237691,0.11524178586387694,0.012089497560803776,161050
rolling_7,True,8,766777,0.38532403431055756,0.11892573617106685,0.009103276365122207,120025
rolling_7,True,9,844370,0.4053000951048759,0.12605638063129268,0.008933795293151137,142262
equal_ensemble,False,5,765989,0.4270500273186923,0.13539783593751958,0.011054532766177443,140694
equal_ensemble,False,6,647043,0.41714771574886056,0.132005390364328,0.008568515174493689,117015
equal_ensemble,True,7,1056506,0.3744157357628098,0.1152130470347227,0.01588822423404196,161050
equal_ensemble,True,8,766777,0.38533238611595294,0.11890653788794939,0.011311609261303927,120025
equal_ensemble,True,9,844370,0.40493207901540523,0.12594228029008347,0.010793551539889031,142262
long_only,False,5,765989,0.4270500273186923,0.13539783593751958,0.011054532766177454,140694
long_only,False,6,647043,0.4169904325736286,0.1319043690642365,0.010311177524364803,117015
long_only,True,7,1056506,0.3767355250389498,0.11573713680430522,0.01968747743844887,161050
long_only,True,8,766777,0.3854104541372023,0.11892614847320912,0.009474378705991347,120025
long_only,True,9,844370,0.4053000951048759,0.12605638063129268,0.008933795293151137,142262
short_only,False,5,765989,0.4272880752604338,0.13547685522683603,0.010883320815511683,140694
short_only,False,6,647043,0.4175224690977794,0.13214800383852965,0.00789858104611699,117015
short_only,True,7,1056506,0.37416878212177634,0.1152193552807707,0.01139894368239254,161050
short_only,True,8,766777,0.38548941311205287,0.118954962451068,0.00934127230288667,120025
short_only,True,9,844370,0.40509343961290817,0.12595097637305602,0.009475111342113833,142262
combined,False,5,765989,0.42695982405265376,0.13535695962592156,0.009901294099741673,140694
combined,False,6,647043,0.41689057227634885,0.13187537819230466,0.009970605970141013,117015
combined,True,7,1056506,0.37593716465378774,0.11554643827597057,0.014730660488902295,161050
combined,True,8,766777,0.38531975649167,0.11891796662063513,0.009092107568772113,120025
combined,True,9,844370,0.4052576538491097,0.12604534686154992,0.008615931881126637,142262
time_of_day,False,5,765989,0.4270500273186923,0.13539783593751958,0.01105453276617746,140694
time_of_day,False,6,647043,0.4169368161030788,0.13183880079645874,0.01377250036981717,117015
time_of_day,True,7,1056506,0.3771913338704095,0.11588061120071182,0.02061595479753823,161050
time_of_day,True,8,766777,0.3853380127451012,0.11897069907513416,0.00841605591835225,120025
time_of_day,True,9,844370,0.4053074389178194,0.1261082341924731,0.011324448284349602,142262
oracle_intercept,False,5,765989,0.426875522246659,0.13530810305988022,0.009511103455773275,140694
oracle_intercept,False,6,647043,0.4167904139402845,0.1318935535036782,0.011173294074418125,117015
oracle_intercept,True,7,1056506,0.37520737531419024,0.11546788711194655,0.01307619348601435,161050
oracle_intercept,True,8,766777,0.3852190032227002,0.11892492012803282,0.008260254668124398,120025
oracle_intercept,True,9,844370,0.4052110210772084,0.1260679234005773,0.009463650388094776,142262
online_platt,False,5,765989,0.42693724764638047,0.1353416285022309,0.009849668455813754,140694
online_platt,False,6,647043,0.41656331670537877,0.13181343641026447,0.009767353889898694,117015
online_platt,True,7,1056506,0.3750557281858696,0.11541197069853941,0.009741294695503099,161050
online_platt,True,8,766777,0.385081850885519,0.11889189792059404,0.00673672498832105,120025
online_platt,True,9,844370,0.4050540163234584,0.12601330375894845,0.008009803800270623,142262
