day,block,n,mean_residual
5,0,14492,-0.01049706852113571
5,1,16006,0.007653361700714787
5,2,20199,0.004740792548053922
5,3,22307,0.011581519959025167
5,4,30296,0.014556765452100016
5,5,33938,0.007199495238700634
5,6,35558,0.009937908646187939
5,7,40152,0.005906065146439392
5,8,37669,0.010261753875649107
5,9,40367,0.010425597855202357
5,10,43824,0.010369121553863318
5,11,47678,0.012641233062195315
5,12,47651,0.016329641804219856
5,13,47273,0.014347819531407725
5,14,46664,0.013193463486853536
5,15,41134,0.009971763311596398
5,16,40186,0.0062907200454394695
5,17,36379,-0.0030071226931750396
5,18,30616,-0.008823889312753882
5,19,23680,-0.005956076568246495
5,20,20421,-0.008285897592976646
5,21,16485,-0.008783506810465613
5,22,17652,-0.005870146207039624
5,23,15362,-0.0016241840522795404
6,0,12411,-0.00642543224971728
6,1,14971,0.007263404144794658
6,2,17311,-0.00576471842073483
6,3,24034,-0.0071715842501338875
6,4,27578,-0.003881561064888649
6,5,33837,0.004446169307667244
6,6,34926,0.0007711432690952586
6,7,32338,-0.002905364287253102
6,8,32912,0.0022448562305247715
6,9,30314,0.003180306176190144
6,10,20377,-0.006714578752103513
6,11,23450,0.0019905479207871653
6,12,33479,0.002723856369440361
6,13,34784,0.0031836403662017605
6,14,21013,0.011268312469786415
6,15,20729,0.0026916419207325217
6,16,36153,-0.008263696463091058
6,17,47219,-0.01767728243696802
6,18,40297,-0.030624906228561736
6,19,31901,-0.026163766576228105
6,20,21606,-0.030182765218100597
6,21,18874,-0.02495207774283123
6,22,19100,-0.02450068962388136
6,23,17429,-0.016975821228604634
