day,selected_window
7,rolling_3
8,rolling_3
9,rolling_3
10,rolling_3
11,rolling_7
12,rolling_7
13,rolling_7
14,rolling_7
15,rolling_7
16,rolling_7
17,rolling_7
18,rolling_3
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_7
25,rolling_3
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,rolling_7
32,rolling_7
33,rolling_7
34,rolling_7
35,rolling_3
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_3
41,rolling_3
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,expanding
47,expanding
48,expanding
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_3
54,rolling_3
55,rolling_3
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,expanding
64,expanding
65,expanding
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_3
72,rolling_7
73,rolling_7
74,rolling_7
75,rolling_7
76,rolling_7
77,rolling_7
78,rolling_7
79,rolling_7
80,rolling_7
81,rolling_7
82,rolling_7
83,rolling_7
84,rolling_7
85,rolling_7
86,rolling_7
87,rolling_7
88,rolling_7
89,rolling_14
90,rolling_14
91,expanding
92,rolling_7
93,rolling_3
94,rolling_3
95,rolling_3
96,rolling_3
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_7
101,rolling_7
102,rolling_7
103,rolling_7
104,rolling_7
105,rolling_7
106,rolling_7
107,rolling_7
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_14
118,rolling_14
119,rolling_14
