B_w,mean_dev_loss,mean_worst_day_loss
2.0,0.6097012473731255,0.6168960353946794
1.0,0.6097186011610445,0.616834862728158
0.5,0.6097676488140328,0.616944009315605
4.0,0.6097765408478656,0.617479008130084
0.25,0.6098183496786845,0.6170809889854744
