day,mean_alpha
4,0.10871428571428571
5,0.10871428571428574
6,0.10861050168811301
7,0.10870979141378104
8,0.11024234111748211
9,0.11321026601517636
10,0.11491001658787815
11,0.11479341353513364
12,0.1142228412301434
13,0.11402330805845362
14,0.11497929942350935
15,0.116229016394872
16,0.11685779514260237
17,0.1159820376533192
18,0.114240860400675
19,0.11345444056226567
20,0.11512368313470486
21,0.11740031038197707
22,0.11803552104326072
23,0.11576002184344486
24,0.11325552038897592
25,0.11238698845972671
26,0.11372714017525823
27,0.11539358134388947
28,0.11478098090977343
29,0.11190141158672023
30,0.10932229160461457
31,0.11056706595912305
32,0.11295297976461044
33,0.11354964620463391
34,0.11169319631983146
35,0.10801690975942335
36,0.10623652116403928
37,0.10733546311495964
38,0.10906729457386655
39,0.10833921489395472
40,0.10563929982655249
41,0.10317981142812896
42,0.10359791587156009
43,0.10542391447011364
44,0.10594295797342279
45,0.10378067450118063
46,0.10057513862269346
47,0.0992942862692163
48,0.09995964770661164
49,0.10136166184162856
50,0.10072989217111405
51,0.09785649630333904
52,0.09550330054835154
53,0.0953195633112667
54,0.09769177275550939
55,0.09828687934450855
56,0.09574852414912723
57,0.09268246405416213
58,0.09169402210498288
59,0.09281202253694232
60,0.09444621436126742
61,0.09331498967387533
62,0.09014342667901183
63,0.08755225954579769
64,0.08770511209087385
65,0.08934567442027869
66,0.09071494279254196
67,0.08854982547183077
68,0.08559993253545906
69,0.08416420369502066
70,0.08475677888429298
71,0.08637588892685247
72,0.08568383091395412
73,0.0832541359921772
74,0.08086593662214854
75,0.08074047104368653
76,0.082171497588897
77,0.08322665499389284
78,0.08097551872055819
79,0.07832925425440812
80,0.07715205786265973
81,0.077938548471196
82,0.07921125394242046
83,0.07928965538286226
84,0.0765326118916794
85,0.07418155129040203
86,0.07441400262280341
87,0.07582592616083059
88,0.07675930387607519
89,0.07484427183940467
90,0.07226883260490363
91,0.07166420781638201
92,0.07228773333831506
93,0.07332814230066245
94,0.07258236891601667
95,0.07042969517886549
96,0.0682253158143442
97,0.06820276965531938
98,0.06974470578488193
99,0.07044791996764582
100,0.06901274660158876
101,0.0665095732748464
102,0.06558574917209373
103,0.06620952706492594
104,0.06752318195926245
105,0.06720928169842888
106,0.065209660419176
107,0.06334295143919086
108,0.06329418179656561
109,0.06476409778218237
110,0.06518755615530204
111,0.06402826329394777
112,0.06141939738305438
113,0.0608468523294495
114,0.061851775606624554
115,0.06337220659774834
116,0.06300183482696789
117,0.06080826198988096
118,0.058922234120111425
119,0.05863613127729113
