variant,hidden,lr,weight_decay,dropout,delta_max,dev_imp_wt_ll,seconds,mlp_hidden,rank,cross_dim
v1_transformer,16,0.0003,1e-05,0.0,1.0,0.4173440467816313,55.067997455596924,,,
v1_transformer,16,0.0003,1e-05,0.0,2.0,0.4173093961369862,55.27453422546387,,,
v1_transformer,16,0.0003,1e-05,0.1,1.0,0.4173442680692497,68.40223956108093,,,
v1_transformer,16,0.0003,1e-05,0.1,2.0,0.4173093771258953,68.30290484428406,,,
v1_transformer,16,0.0003,0.0001,0.0,1.0,0.41735139689461465,56.086339473724365,,,
v1_transformer,16,0.0003,0.0001,0.0,2.0,0.4173280212277899,56.079922676086426,,,
v1_transformer,16,0.0003,0.0001,0.1,1.0,0.41735070371604194,68.56630802154541,,,
v1_transformer,16,0.0003,0.0001,0.1,2.0,0.4173279935231694,68.56030201911926,,,
v1_transformer,16,0.001,1e-05,0.0,1.0,0.4170856215053075,56.39337229728699,,,
v1_transformer,16,0.001,1e-05,0.0,2.0,0.4173609836805413,13.807902812957764,,,
v1_transformer,16,0.001,1e-05,0.1,1.0,0.41708960903525555,68.84679460525513,,,
v1_transformer,16,0.001,1e-05,0.1,2.0,0.4173610955186804,17.027178049087524,,,
v1_transformer,16,0.001,0.0001,0.0,1.0,0.41718136184941657,56.20057034492493,,,
v1_transformer,16,0.001,0.0001,0.0,2.0,0.41736166714176287,13.76634931564331,,,
v1_transformer,16,0.001,0.0001,0.1,1.0,0.4171825932174566,69.02882122993469,,,
v1_transformer,16,0.001,0.0001,0.1,2.0,0.4173627738297015,14.662577629089355,,,
v1_transformer,32,0.0003,1e-05,0.0,1.0,0.4173362778625069,84.50562977790833,,,
v1_transformer,32,0.0003,1e-05,0.0,2.0,0.4173512366362578,40.065415143966675,,,
v1_transformer,32,0.0003,1e-05,0.1,1.0,0.41733616716294497,96.70998167991638,,,
v1_transformer,32,0.0003,1e-05,0.1,2.0,0.4173510579864548,45.952861070632935,,,
v1_transformer,32,0.0003,0.0001,0.0,1.0,0.41734429550049096,84.33198475837708,,,
v1_transformer,32,0.0003,0.0001,0.0,2.0,0.41735278166566897,37.27074408531189,,,
