method,A_m (mean score),G_m (mean gain vs TTAM),gain_ci95_lo,gain_ci95_hi,mbb_ci95_lo,mbb_ci95_hi,origins_won_by_ttam,origins_lost_by_ttam,origins_tied,D,appendix_iw_log_loss,appendix_iw_log_loss_ttam,appendix_brier,appendix_brier_ttam,appendix_ece,appendix_ece_ttam
Expanding,0.4020940279046755,0.0011573719644861423,0.0009229927699586193,0.0013999432572111114,0.0010325585772928858,0.0013367459621645538,5,0,0,5,0.3996833173355425,0.3985354627900298,0.1255863967780288,0.12530454854500303,0.01047190276448164,0.008252996444131794
Best Fixed Window,0.4022134804396832,0.0012768244994938339,0.00020166838527538867,0.0026790022658321755,7.797357660902505e-05,0.002555307457165812,4,1,0,5,0.40003625153003,0.3985354627900298,0.12552230480914708,0.12530454854500303,0.011577159069417994,0.008252996444131794
ARW,0.4023591686764599,0.0014225127362705314,0.0002841891958958231,0.002690483104566932,7.797357660902505e-05,0.002709008313044059,4,1,0,5,0.400172349414613,0.3985354627900298,0.12555424997151327,0.12530454854500303,0.012531959708185053,0.008252996444131794
AdaMoE,0.40153778464124806,0.0006011287010586841,0.000341695288806243,0.0008943496682592977,0.000341695288806243,0.0008796991706981006,5,0,0,5,0.399180430177771,0.3985354627900298,0.12539645641351138,0.12530454854500303,0.01127293028870616,0.008252996444131794
OPS,0.4011468583371406,0.00021020239695119792,0.0001349452658732986,0.00027929900125611695,0.00016208197441388572,0.00024594699340885207,5,0,0,5,0.3987467209193549,0.3985354627900298,0.1253422856708946,0.12530454854500303,0.00959888631102366,0.008252996444131794
TTAM,0.40093665594018935,0.0,0.0,0.0,0.0,0.0,0,0,5,5,0.3985354627900298,0.3985354627900298,0.12530454854500303,0.12530454854500303,0.008252996444131794,0.008252996444131794
