method,A_m (mean score),G_m (mean gain vs TTAM),gain_ci95_lo,gain_ci95_hi,mbb_ci95_lo,mbb_ci95_hi,origins_won_by_ttam,origins_lost_by_ttam,origins_tied,D,appendix_iw_log_loss,appendix_iw_log_loss_ttam,appendix_brier,appendix_brier_ttam,appendix_ece,appendix_ece_ttam
Expanding,0.4020940279046755,0.0011598573348955642,0.0009248405062499687,0.0014019096607977843,0.0010345588836480845,0.0013396902492584183,5,0,0,5,0.4020940279046755,0.40093417056977987,0.1255863967780288,0.1253044316171982,0.01047190276448164,0.008227607317965522
AMG-TP only,0.4015137730016816,0.0005796024319016047,0.0003053196100673561,0.0008967275635289207,0.00030354920962921694,0.0008713406561533743,5,0,0,5,0.4015137730016816,0.40093417056977987,0.12539147883621093,0.1253044316171982,0.011248646727370993,0.008227607317965522
Expanding + AP-OPS,0.4017366025298741,0.000802431960094141,0.0005353689214124824,0.0011290437631532146,0.00050212576440406,0.0010581639622806894,5,0,0,5,0.4017366025298742,0.40093417056977987,0.12553119329446522,0.1253044316171982,0.008690924808840787,0.008227607317965522
TTAM,0.40093417056978,0.0,0.0,0.0,0.0,0.0,0,0,5,5,0.40093417056977987,0.40093417056977987,0.1253044316171982,0.1253044316171982,0.008227607317965522,0.008227607317965522
