day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
13,expanding,0.42778134296794396,60,0.42611774543069303,0.42611774543069303,low
14,expanding,0.38014186452650844,60,0.37980726506219176,0.3798329020029642,low
15,rolling_14,0.4064739918541831,14,0.40527297202310414,0.40529696640057367,low
16,expanding,0.3578957977804232,60,0.36194148844949675,0.3635636487231171,low
17,rolling_1,0.3449801184514957,1,0.3448192416212484,0.3445718670138202,high
18,rolling_1,0.3403406781189586,1,0.34022557597811726,0.33987483660589535,high
19,expanding,0.4370042023732407,60,0.4366719904126888,0.4364163098257024,high
20,expanding,0.41847215428617907,60,0.4177288134877943,0.418219295040662,low
21,rolling_1,0.40642265445654524,1,0.4048758573387834,0.4053594482365326,low
22,rolling_1,0.39457962606299873,1,0.39388273032690224,0.3949857056846922,low
23,rolling_14,0.407290921307373,14,0.4075956855472561,0.4063497875585804,high
24,rolling_14,0.4386356513345836,14,0.43827528312589437,0.4385433509037484,low
25,rolling_14,0.45213301992075045,14,0.4541128976245657,0.45504129222200945,low
26,expanding,0.43211960412061606,60,0.4324387786971004,0.4326858827704904,low
27,rolling_14,0.4400790646859948,14,0.44054856093789846,0.44063039184849795,low
28,rolling_3,0.420546684922261,3,0.421599014183198,0.42027194423790193,high
29,rolling_14,0.4560557542852878,14,0.4557001825102931,0.4554780430314998,high
30,rolling_14,0.45746238492462676,14,0.4585749565548431,0.4595081373569537,low
31,rolling_3,0.4244367786477622,3,0.42388513570951886,0.423811788472242,high
32,rolling_14,0.4418488425907368,14,0.441348669380128,0.4413572837879299,low
33,rolling_1,0.42244807020153347,1,0.4226122840014885,0.42230233895836533,high
34,rolling_3,0.3610011859457179,3,0.36053815522560373,0.3607160217932088,low
35,rolling_14,0.3961451601136112,14,0.39568985007981455,0.3956714185256841,high
36,rolling_14,0.4287742389705893,14,0.42943227697186687,0.42955929830976997,low
37,expanding,0.44205033895424395,60,0.4406926593942441,0.4413912947171149,low
38,rolling_14,0.41153388059654844,14,0.4162533780106245,0.42022823931752523,low
39,rolling_14,0.41992215354567414,14,0.41960521846284304,0.4200644495452892,low
40,rolling_14,0.41312147944566624,14,0.412318820489882,0.41192754994110775,high
41,expanding,0.4152662059448702,60,0.414641678403152,0.41475696034897375,low
42,rolling_14,0.41918028011791847,14,0.4181992665229614,0.418389004524721,low
43,rolling_14,0.42794315398682,14,0.427042854731341,0.4272167402858107,low
44,rolling_3,0.3936975781624105,3,0.3927216114824985,0.3927469368413943,low
45,rolling_7,0.3694539422466598,7,0.3692468100921896,0.36973609912406036,low
46,rolling_3,0.34710849116094405,3,0.35154222311014055,0.34808122189504453,high
47,rolling_14,0.3784478018035993,14,0.37483312664944257,0.3746580347882278,high
48,expanding,0.43688497151932965,60,0.4394069020951118,0.4391214824195007,high
49,rolling_7,0.3583137778449553,7,0.3571261258636712,0.3568777597765978,high
50,rolling_14,0.431397679096207,14,0.4308644963217776,0.43129484582320066,low
51,rolling_14,0.4478227015228688,14,0.44589972436645003,0.4455961787171229,high
52,rolling_14,0.4159984021752403,14,0.41454643876656205,0.41476100740916977,low
53,expanding,0.4085524246954884,60,0.40882398851883883,0.40938000216815945,low
54,expanding,0.431247007074035,60,0.43027396625383735,0.4306765836656613,low
55,rolling_14,0.4276770420106439,14,0.42720562234880227,0.42716005060413736,high
56,rolling_14,0.42966370881391563,14,0.42965543246219146,0.42979451936083907,low
57,rolling_7,0.4106335517788357,7,0.4084542281061596,0.4087353704966874,low
58,rolling_7,0.39117137028978705,7,0.3909431603582892,0.39102957835113994,low
59,rolling_14,0.4052885403355826,14,0.40428858588287886,0.4042313474749785,high
60,rolling_14,0.4220625190163077,14,0.42089772001304654,0.42167326508516645,low
61,rolling_7,0.44048534899409636,7,0.44099804412389304,0.4407919275536614,high
62,rolling_14,0.44481954214658703,14,0.4441566494917015,0.44440878473284623,low
63,rolling_14,0.43522847035314594,14,0.4348042573599569,0.43491619669908105,low
64,rolling_14,0.4277521892833836,14,0.4269647010487278,0.4270510023724648,low
65,rolling_7,0.4094934864890469,7,0.40940137291451223,0.4093369572704778,high
66,rolling_7,0.42205692956324975,7,0.4215132559256961,0.42165208780670244,low
67,rolling_14,0.42879704504491895,14,0.42860960356617317,0.42886625583099697,low
68,expanding,0.429782705533226,60,0.42914090832650675,0.4290897616895273,high
69,rolling_1,0.4103487326387766,1,0.41006041604130966,0.4098507959357286,high
70,rolling_14,0.38575045807455083,14,0.3854234851955356,0.38576725960157626,low
71,rolling_14,0.4029107712580144,14,0.4026992671115802,0.4023605793311631,high
72,expanding,0.4420898815243413,60,0.4441262394332407,0.44458765810221457,low
73,rolling_14,0.4027166353230458,14,0.40197704587274624,0.4021603001493634,low
74,rolling_14,0.42751650894274906,14,0.42699086429883176,0.42777186644515947,low
75,rolling_14,0.4247943369981304,14,0.4237291463480297,0.4237311247138053,low
76,rolling_14,0.42058146677831565,14,0.41927247148783464,0.41922410685720657,high
77,rolling_14,0.3927100240925137,14,0.3923152935344206,0.3922138261817412,high
78,rolling_7,0.4115023058702038,7,0.41139669212662955,0.41155572658351314,low
79,expanding,0.4621195979723583,60,0.4625986926542167,0.4620202684291115,high
80,expanding,0.4261422390929293,60,0.4273191322945619,0.426150073912373,high
81,rolling_14,0.39321842461644685,14,0.3941482522605311,0.3936776585981014,high
82,rolling_3,0.3718182365061266,3,0.3732951394702173,0.37232014919954187,high
83,rolling_14,0.3974570808005946,14,0.3975232257567269,0.3972681169536442,high
84,rolling_14,0.4469743876740887,14,0.4484507535915191,0.44772791593425115,high
85,expanding,0.36842009094194406,60,0.36895910143608723,0.3691789771007891,low
86,rolling_14,0.4244893696009904,14,0.4248553098017848,0.42584915617797936,low
87,rolling_7,0.39286326094206186,7,0.39313929940601167,0.39271351656515546,high
88,expanding,0.3377396221471005,60,0.34089303230763546,0.3417100287578738,low
89,rolling_7,0.37627528888946266,7,0.37576080884719143,0.37579405100373586,low
90,rolling_7,0.3655454228785488,7,0.3658648702968474,0.36631274088664123,low
91,rolling_3,0.37445734417468607,3,0.3743609442580075,0.37403590842780265,high
92,rolling_14,0.3794349883300474,14,0.37920965530930384,0.379098528400911,high
93,rolling_3,0.3528740851364169,3,0.35358676746177703,0.3532170127091924,high
94,rolling_3,0.3591033165703966,3,0.3579919372736009,0.3580938807108983,low
95,rolling_14,0.34108658036868256,14,0.34077058574931474,0.3408367295686377,low
96,rolling_14,0.3576994991383226,14,0.35788325105499313,0.3582826909746021,low
97,rolling_14,0.4200679976244689,14,0.4193806898108654,0.41948250349762495,low
98,rolling_14,0.3744707995553461,14,0.37437728973601897,0.37469703426514156,low
99,rolling_14,0.3790427024645207,14,0.37979938916580197,0.38090920502364195,low
100,rolling_7,0.36811161314303503,7,0.3686215858278802,0.3682504074642773,high
101,rolling_7,0.37768399942882547,7,0.37825947610653177,0.3780721391584877,high
102,rolling_7,0.3799350726169504,7,0.3798193173436891,0.3798916974619146,low
103,rolling_14,0.39426524977876815,14,0.3934224330274123,0.39317040523290536,high
104,rolling_14,0.38977790120285405,14,0.3891889780376052,0.38928204188845894,low
105,rolling_14,0.3746134263140711,14,0.3746198895182893,0.37471549910004454,low
106,rolling_14,0.3832703567300436,14,0.3822791606444656,0.3823985604661512,low
107,rolling_14,0.40432086181385174,14,0.4043575318203297,0.404245948842044,high
108,rolling_14,0.44461743309423324,14,0.4434877851730716,0.44322907365246145,high
109,rolling_14,0.3955936594834429,14,0.3939402430263883,0.39447148898992496,low
110,rolling_14,0.3250371076668582,14,0.32445336209907405,0.3237023853242206,high
111,rolling_14,0.41412295997563353,14,0.4136057380885297,0.4138229734323128,low
112,rolling_7,0.42435324610156844,7,0.4235879176232201,0.42358393596374966,high
113,rolling_14,0.3990064044796529,14,0.3976928995018597,0.3977136928955812,low
114,rolling_7,0.3880065937977401,7,0.3873478507052927,0.3876942468922599,low
115,rolling_7,0.40923179396411713,7,0.4084794795857355,0.4090232427986904,low
116,rolling_14,0.4352582718498926,14,0.4345930424084621,0.4345444873810371,high
117,rolling_14,0.44707787681942235,14,0.4482194210337263,0.4483419000366156,low
118,rolling_7,0.4316928872600083,7,0.4312369552555547,0.43227069669394214,low
119,rolling_3,0.4074158432631108,3,0.4065074810084336,0.4076555759765237,low
